Name,Drb,Fouled,Off,Disp,UnsTch,League
Sebastien Ibeagha,0.2,0.4,-,0.2,0.2,MLS
Clément Bayiha,1,0.3,-,0.5,1.5,MLS
José Bizama,1,-,-,1,1,MLS
Franco Ibarra,0.1,1.6,-,0.6,1.1,MLS
Harrison Afful,0.1,0.4,0.1,0.1,0.7,MLS
Drew Skundrich,-,1,-,0.3,2.7,MLS
Wil Trapp,0.4,0.6,-,0.1,0.1,MLS
Amar Sejdic,-,0.6,-,1.6,0.2,MLS
Miguel Ángel Navarro,0.2,2.2,0.2,0.2,1.8,MLS
Elliot Collier,1,1.3,-,1.8,2,MLS
Dairon Asprilla,0.6,0.6,-,1.4,2.9,MLS
Roberto Puncec,-,-,-,-,0.5,MLS
Efraín Álvarez,1,0.3,-,0.3,1,MLS
Kemar Lawrence,0.3,1.3,-,0.3,1,MLS
Daniel Pereira,0.8,1.5,-,0.8,1.8,MLS
Larrys Mabiala,-,0.3,-,0.3,0.7,MLS
Aboubacar Keita,0.3,1,-,-,0.3,MLS
Moses Nyeman,0.7,0.6,-,0.9,1.3,MLS
Erik Sorga,0.7,1.7,0.3,1,3,MLS
Joseph Mora,0.7,0.5,0.2,1.2,0.7,MLS
Russell Teibert,0.2,0.5,0.2,0.5,0.8,MLS
Nick Hagglund,-,0.8,-,0.3,0.8,MLS
Teal Bunbury,0.3,0.5,-,0.5,0.7,MLS
Jonathan Perez,1,-,-,1,-,MLS
Danny Leyva,0.2,0.2,-,0.5,0.3,MLS
Erik López,0.8,1.8,0.2,1.3,2,MLS
Alex Bono,-,0.3,-,-,0.1,MLS
Shea Salinas,0.5,0.3,-,0.4,1.1,MLS
Albert Rusnák,-,1.2,0.2,0.7,1.2,MLS
Wilfrid Kaptoum,0.6,0.2,-,0.6,0.6,MLS
Ben Sweat,1.5,-,-,0.5,2,MLS
Carlos Harvey,0.3,0.3,-,1,0.5,MLS
Danny Musovski,0.5,0.8,0.2,0.5,1.2,MLS
Paxton Pomykal,0.4,1.4,-,0.4,0.6,MLS
Luis Martins,0.4,0.3,0.1,0.3,2.1,MLS
Joseph-Claude Gyau,1.5,2.5,-,1.2,1.3,MLS
Anthony Fontana,1,0.3,-,0.3,0.4,MLS
Edwin Cerrillo,-,-,-,1,-,MLS
Erik Hurtado,1,0.3,0.4,1.3,1.9,MLS
Donny Toia,0.2,0.4,-,0.2,1.2,MLS
Eddie Munjoma,0.2,-,-,0.5,1,MLS
Jack McGlynn,-,0.5,-,0.5,1,MLS
Andrés Perea,0.9,1.3,0.1,0.7,1.3,MLS
Kim Moon-Hwan,0.7,0.7,-,-,-,MLS
Erik Holt,-,-,-,-,0.3,MLS
Jacob Shaffelburg,0.8,0.4,0.2,1,1.2,MLS
Judson,-,0.3,-,-,-,MLS
Blaise Matuidi,0.3,1,-,0.5,1,MLS
Eriq Zavaleta,-,-,-,-,-,MLS
John Nelson,1,0.5,-,0.5,1,MLS
Foster Langsdorf,-,1,-,-,2,MLS
Joevin Jones,1,1,-,0.3,1.3,MLS
John McCarthy,-,0.4,-,0.1,-,MLS
Álvaro Barreal,1.2,1,-,1.5,1.8,MLS
Benji Michel,0.3,0.3,0.1,0.7,1.7,MLS
Jake Nerwinski,0.3,0.7,-,0.8,1.5,MLS
Ricardo Pepi,0.3,0.3,-,-,1.5,MLS
Tayvon Gray,-,-,-,-,-,MLS
Taylor Washington,-,0.3,-,-,-,MLS
Matt Real,0.3,-,-,0.3,-,MLS
Zac McGraw,0.5,0.5,-,-,-,MLS
Jozy Altidore,-,1.3,0.3,0.5,0.8,MLS
Steve Clark,-,1,-,-,-,MLS
Siad Haji,1.5,-,-,1,0.5,MLS
Luke Haakenson,0.5,-,-,-,0.3,MLS
Ayo Akinola,0.5,-,0.7,0.7,1.5,MLS
Alejandro Pozuelo,2,-,-,3,1,MLS
Cameron Dunbar,0.5,0.7,-,0.3,0.5,MLS
Sergio Santos,0.5,1.3,0.8,1.4,2.1,MLS
Noble Okello,0.7,0.3,-,1.3,0.7,MLS
Andy Polo,0.3,0.3,-,0.3,0.8,MLS
Derek Cornelius,0.3,0.3,-,0.3,0.3,MLS
Kévin Cabral,0.7,2,0.3,1,2,MLS
Patrick Mullins,0.2,0.5,-,0.5,0.7,MLS
Caio Alexandre,0.7,1,-,0.8,0.5,MLS
Alan Franco,-,0.5,-,-,-,MLS
Jalil Anibaba,-,-,-,-,-,MLS
Johan Kappelhof,0.4,0.6,-,1,0.8,MLS
Rodney Redes,0.4,0.6,-,0.4,0.7,MLS
Talles Magno,-,-,-,2,2,MLS
Nnamdi Chinonso Offor,0.7,0.6,0.1,1.3,3.1,MLS
Dru Yearwood,0.8,0.2,-,1,1,MLS
Derrick Etienne,-,1.2,0.4,0.8,1.6,MLS
Liam Fraser,-,0.5,-,1,1,MLS
Boniek García,0.5,0.5,-,0.1,0.8,MLS
Erick Torres,0.3,1,0.3,0.7,1.3,MLS
Ignacio Aliseda,1,0.5,-,1,1,MLS
Ramón Ábila,-,0.3,0.3,0.2,0.5,MLS
Victor Ulloa,0.5,0.8,0.1,0.4,1.3,MLS
Darwin Cerén,0.3,0.5,0.2,0.3,1,MLS
Nick DeLeon,0.6,0.6,-,2,2,MLS
Nicolás Acevedo,0.2,1.2,-,0.3,0.8,MLS
Ashtone Morgan,-,-,-,-,-,MLS
Felipe,-,0.8,-,-,0.2,MLS
Matt LaGrassa,-,-,-,-,-,MLS
Handwalla Bwana,0.7,0.7,-,0.3,1.3,MLS
Dom Dwyer,-,-,-,-,-,MLS
Brian White,-,0.4,0.8,0.6,1.8,MLS
Osvaldo Alonso,0.2,0.6,-,0.4,0.2,MLS
Joaquín Torres,1.3,0.3,-,-,1.3,MLS
Jordan Perruzza,1,1,-,1,2,MLS
Liam Fraser,-,1,-,-,-,MLS
Ralph Priso-Mbongue,0.5,0.8,-,0.3,0.8,MLS
Andrés Ríos,0.3,0.6,0.4,0.8,0.4,MLS
Szabolcs Schon,0.7,-,-,-,0.7,MLS
Francisco Ginella,-,0.7,-,-,0.3,MLS
Jukka Raitala,-,0.2,-,-,0.6,MLS
Christian Ramírez,-,-,-,-,-,MLS
Javier Casas,-,1,-,-,2,MLS
Omir Fernandez,0.2,0.4,-,0.8,0.4,MLS
Chris Wondolowski,0.1,0.6,0.1,0.1,0.7,MLS
Ariel Lassiter,0.3,0.7,-,0.3,0.5,MLS
Sami Guediri,0.2,0.2,0.2,-,0.2,MLS
Bradley Wright-Phillips,0.2,1,0.5,0.3,1.5,MLS
Cameron Harper,0.5,0.3,-,-,0.8,MLS
AJ Delagarza JR,-,-,-,-,-,MLS
Alex De John,-,-,-,-,1,MLS
Blake Bodily,-,0.3,-,0.3,1.7,MLS
Jordy Delem,-,0.3,-,-,-,MLS
Yamil Asad,0.2,1.7,-,0.8,2,MLS
Alexandru Irinel Matan,0.3,0.4,-,0.7,0.6,MLS
Jayden Nelson,1.3,0.7,0.3,1.3,1.3,MLS
Bruno Gaspar,0.3,0.5,-,0.3,1.3,MLS
Calvin Harris,0.8,1.5,0.3,1,0.8,MLS
Cameron Duke,-,-,-,-,1,MLS
Patrick Weah,-,-,-,-,1,MLS
Raheem Edwards,0.3,-,0.3,1,-,MLS
Chris Seitz,-,0.3,-,-,-,MLS
Alexander Alvarado,-,-,-,0.5,0.5,MLS
Jay Chapman,0.2,-,0.3,0.2,1.3,MLS
Renzo Zambrano,0.8,0.5,-,0.5,0.5,MLS
Julián Carranza,0.3,0.3,1,-,0.3,MLS
Oniel Fisher,-,1.7,-,1.3,1,MLS
Tah Anunga,-,-,-,-,-,MLS
Christopher Gloster,-,-,-,-,0.5,MLS
Jack Gurr,-,-,-,-,-,MLS
Caleb Stanko,-,0.6,-,0.4,0.2,MLS
Haris Medunjanin,0.2,-,-,-,-,MLS
Justin Morrow,-,0.7,-,-,0.7,MLS
Edward Kizza,0.2,-,-,0.4,0.4,MLS
Ethan Finlay,0.6,1,0.6,0.8,2.6,MLS
Kalil ElMedkhar,-,-,-,-,-,MLS
Michael Halliday,-,-,-,-,-,MLS
Nico Lemoine,-,3,1,2,1,MLS
Josh Penn,-,0.5,-,-,-,MLS
Danny Hoesen,-,0.4,0.4,0.2,1.4,MLS
Leonard Owusu,0.3,0.7,-,-,-,MLS
Aedan Stanley,-,1,-,-,-,MLS
Ismaila Jome,-,-,-,1,-,MLS
Theo Bair,-,-,0.5,-,1,MLS
Sunusi Ibrahim,0.3,-,-,1.5,1.5,MLS
Jeff Attinella,-,-,-,-,-,MLS
Brandon Vázquez,-,0.2,0.6,-,0.6,MLS
Christian Makoun,-,0.3,-,-,-,MLS
Nicolas Benezet,0.2,0.6,-,-,0.8,MLS
Kamohelo Mokotjo,0.3,1,-,1,0.7,MLS
Amro Tarek,-,0.5,-,-,-,MLS
Dayne St. Clair,-,-,-,-,-,MLS
Ethan Dobbelaere,-,0.3,-,-,0.7,MLS
Jacori Hayes,0.3,0.3,-,0.7,0.7,MLS
Vuk Latinovich,-,0.5,-,-,-,MLS
Yordy Reyna,-,2,-,-,-,MLS
Adrien Hunou,1,1,-,1,3,MLS
Cal Jennings,-,-,-,-,-,MLS
Edison Azcona,-,0.3,-,0.5,1.3,MLS
Jack Skahan,1,-,-,-,2,MLS
Joye Dezart,-,-,-,0.3,0.3,MLS
Tony Rocha,0.3,-,-,-,0.7,MLS
Drew Moor,-,-,-,-,-,MLS
Alejandro Fuenmayor,-,-,-,1,-,MLS
Juan Agudelo,-,-,0.5,-,1,MLS
Nigel Robertha,0.5,2,-,1,1.5,MLS
Noah Powder,-,-,-,-,-,MLS
Darwin Quintero,-,0.7,-,0.3,0.7,MLS
Benjamin Kikanovic,-,-,-,-,1,MLS
Bryce Duke,-,0.5,-,0.5,-,MLS
Sebastian Berhalter,-,0.2,-,0.2,0.2,MLS
Matheus Aiás,-,0.5,-,0.5,-,MLS
Tosaint Ricketts,-,-,-,-,2,MLS
Maikel Chang,-,0.3,-,0.3,0.8,MLS
Kamron Habibullah,0.5,-,-,2,-,MLS
Paxten Aaronson,-,-,-,-,-,MLS
Ryan Raposo,0.1,0.4,0.1,0.4,0.4,MLS
Tsubasa Endoh,-,0.5,-,-,2.5,MLS
Dylan Nealis,-,-,-,-,-,MLS
Manny Perez,1,-,-,-,-,MLS
Justin Portillo,-,-,-,-,-,MLS
Miguel Berry,-,-,-,-,-,MLS
Patrick Metcalfe,-,-,-,1,-,MLS
Quinn Sullivan,-,-,-,-,-,MLS
Reed Baker-Whiting,-,-,-,-,-,MLS
Rodrigo Piñeiro,-,-,-,-,-,MLS
Douglas Martínez,-,0.6,-,0.4,1,MLS
Collen Warner,-,-,-,1,-,MLS
Wilson Harris,-,-,-,-,-,MLS
Érik Godoy,-,-,-,-,-,MLS
Felipe Hernandez,-,-,-,-,-,MLS
Oliver Larraz,0.5,-,-,-,0.5,MLS
Kekuta Manneh,-,0.8,-,0.3,0.8,MLS
Ema Twumasi,-,-,-,-,-,MLS
Machop Chol,-,-,-,-,1,MLS
Hunter Sulte,-,-,-,-,-,MLS
Cody Cropper,-,-,-,-,1,MLS
Héctor Jiménez,-,-,-,-,1,MLS
Ilsinho,-,-,-,-,-,MLS
Florian Valot,0.5,-,-,0.5,1.5,MLS
Isaac Atanga,-,0.5,-,-,2,MLS
Kimarni Smith,-,-,0.3,1.3,1,MLS
Zico Bailey,-,-,-,-,-,MLS
Daniel Gazdag,-,-,-,-,2,MLS
Matheus Rossetto,-,-,-,-,-,MLS
Andrés Reyes,1,-,-,2,-,MLS
Zac MacMath,-,-,-,-,-,MLS
Erdem Canpolat,-,-,-,1,-,Super_lig
Cenk Tosun,0.7,0.7,-,0.3,1,Super_lig
Mustafa Burak Boznan,-,1,-,-,-,Super_lig
Rachid Ghezzal,1.8,1.5,-,1.8,2,Super_lig
Mario Situm,2,2,-,-,2,Super_lig
Diego Perotti,1.5,1,0.3,0.8,0.8,Super_lig
Anastasios Bakasetas,1.2,1.7,-,1.3,1.9,Super_lig
Gastón Campi,-,-,-,-,-,Super_lig
Anastasios Bakasetas,1.6,1.7,-,1.1,1.3,Super_lig
Caleb Ekuban,2.4,1.8,0.1,1.9,3.2,Super_lig
Anthony Nwakaeme,2.9,1.1,0.4,2.7,2.4,Super_lig
Adem Büyük,1.6,3.4,0.2,1.7,2.2,Super_lig
Gedson Fernandes,1.9,2,-,1.2,1.8,Super_lig
Mert Topuz,-,-,-,-,-,Super_lig
Aaron-Salem Boupendza,2.6,1.4,0.6,0.9,3.4,Super_lig
Erten Ersu,-,-,-,-,-,Super_lig
Vincent Aboubakar,1.3,1.1,0.7,1.9,3.1,Super_lig
Cyle Larin,1.2,1.7,0.4,1.9,3.1,Super_lig
Fabio Borini,0.7,2.8,0.5,1.3,1.7,Super_lig
Caner Erkin,0.7,0.3,0.1,0.1,0.5,Super_lig
Aatif Chahechouhe,3.9,1.5,-,1.6,4,Super_lig
Max-Alain Gradel,2.1,1.8,0.3,1.8,3.2,Super_lig
Mame Biram Diouf,0.4,0.9,0.5,0.6,1.7,Super_lig
Valentin Rosier,1.3,0.7,0.1,1.1,2.2,Super_lig
Souza,0.5,1.2,-,0.5,0.8,Super_lig
Faycal Fajr,0.9,1.6,0.1,0.8,1.3,Super_lig
Silviu Lung Jr.,-,-,-,-,0.1,Super_lig
Enner Valencia,1.5,1.7,0.4,1.2,2.7,Super_lig
Salih Ucan,1.4,1,0.1,1.1,1.4,Super_lig
Nazim Sangaré,0.8,1.8,-,0.5,1.1,Super_lig
Muhammet Demir,1.1,1.1,0.1,1.6,2.5,Super_lig
Welinton,0.2,1.1,0.1,0.1,0.4,Super_lig
Fredy Ribeiro,1.3,1.8,0.1,1.2,2,Super_lig
Djaniny,1.8,0.9,0.4,2,2.8,Super_lig
Ahmet Oguz,0.4,1.8,-,0.6,0.7,Super_lig
Davidson,2.2,2.4,0.1,1.6,3.4,Super_lig
Faruk Can Genç,-,1,-,-,1,Super_lig
Gustavo Campanharo,1.3,1.8,-,0.7,1.8,Super_lig
Lucas Biglia,0.6,2,-,1,0.9,Super_lig
Berat Özdemir,1.3,1.4,0.1,0.8,0.8,Super_lig
Youssouf Ndayishimiye,0.8,0.9,0.1,0.5,1.3,Super_lig
Younès Belhanda,1,0.9,-,1.1,1.3,Super_lig
Braian Samudio,1.2,1.1,0.3,0.9,1.6,Super_lig
Marcelo Saracchi,0.9,0.7,0.1,0.5,1,Super_lig
Pablo Santos,0.1,1.1,0.1,0.1,0.3,Super_lig
Amir Hadziahmetovic,1.2,1.4,-,0.9,1.1,Super_lig
Gökhan Gönül,0.6,0.5,0.1,0.4,0.9,Super_lig
Halil Akbunar,1.9,1,0.3,1.5,2.5,Super_lig
Ozan Tufan,1,1.8,-,0.7,1.8,Super_lig
Steven Caulker,-,0.3,-,-,0.3,Super_lig
Guilherme,0.4,0.7,0.1,0.4,1.1,Super_lig
Fernando Boldrin,2.2,1.8,0.2,1.9,2.7,Super_lig
Dimitrios Pelkas,1.5,0.5,0.2,1,1.6,Super_lig
Aykut Özer,-,0.1,-,-,0.2,Super_lig
Alexandru Maxim,1.4,1.6,0.2,1.7,1.9,Super_lig
Serkan Kirintili,-,0.7,-,-,-,Super_lig
Muammer Yildirim,-,-,-,-,-,Super_lig
Atiba Hutchinson,0.8,1.2,0.1,1.2,1.8,Super_lig
Taylan Antalyali,0.6,1.4,-,0.8,0.7,Super_lig
Domagoj Vida,0.1,0.7,-,0.1,0.4,Super_lig
Haris Hajradinovic,1.2,2.2,0.1,1.3,2,Super_lig
Irfan Can Kahveci,2.7,1.3,0.1,1.5,1.9,Super_lig
Attila Szalai,0.1,0.5,-,0.1,0.3,Super_lig
Papy Djilobodji,0.1,0.5,0.1,-,0.3,Super_lig
Sener Ozbayrakli,0.8,0.9,0.3,0.3,0.7,Super_lig
Vitor Hugo,0.1,0.2,-,0.1,0.1,Super_lig
Isaac Kiese Thelin,0.2,0.5,0.4,1.4,3,Super_lig
Georges-Kévin Nkoudou,1.5,1.1,0.3,1.4,2.4,Super_lig
Emrah Bassan,0.9,1.9,0.3,1.1,1.7,Super_lig
Marlon,0.5,0.8,-,0.5,1.1,Super_lig
Marcão,0.2,1.9,0.1,0.2,0.6,Super_lig
Daniel Avramovski,0.5,0.9,-,0.8,1.9,Super_lig
Lucas Castro,1.1,0.8,0.1,0.9,1.9,Super_lig
Ugur Demirok,-,0.8,-,-,-,Super_lig
Jure Balkovec,0.4,0.9,-,0.1,0.5,Super_lig
Irfan Can Kahveci,1.3,0.7,0.2,0.9,1.3,Super_lig
Benjamin Tetteh,1.4,1.5,0.8,1.4,3,Super_lig
Pedro Henrique,1.8,1.2,0.8,0.9,2.1,Super_lig
Lewis Baker,0.4,0.6,-,0.4,1.1,Super_lig
Serdar Aziz,0.1,1.4,0.1,-,0.2,Super_lig
Fabrice N'Sakala,1,1.3,0.1,1,1.1,Super_lig
Ugurcan Çakir,0.1,0.3,-,-,-,Super_lig
Daniel Candeias,1,0.9,0.2,1.3,2.5,Super_lig
Karim Hafez,1,1.3,-,0.6,1.1,Super_lig
Babajide David Akintola,1.6,1.3,0.8,1.4,3.8,Super_lig
Henry Onyekuru,1.7,0.8,0.8,0.7,1.9,Super_lig
Kagan Moradaoglu,1,-,-,-,-,Super_lig
Jesse Sekidika,1.6,1.2,0.2,0.9,1.8,Super_lig
Christian Luyindama,0.6,0.4,-,0.5,0.8,Super_lig
José Sosa,0.3,1,-,0.1,0.8,Super_lig
Ervin Zukanovic,0.2,0.5,-,0.1,0.4,Super_lig
Mbaye Diagne,0.4,0.9,0.4,0.9,1.3,Super_lig
Arda Ozcimen,-,-,-,-,0.3,Super_lig
Ahmet Yilmaz Calik,0.1,1,-,0.1,0.4,Super_lig
Abdülkerim Bardakci,0.4,0.6,0.1,0.2,0.7,Super_lig
Hugo Rodallega,0.8,1.5,0.3,1.6,2.5,Super_lig
Armin Hodzic,1.9,1.4,0.2,1.8,2.2,Super_lig
Manuel da Costa,0.2,0.7,-,0.2,0.8,Super_lig
Michael Frey,1,1,-,1,8,Super_lig
Nazim Sangaré,-,4,-,-,-,Super_lig
Mustafa Yumlu,0.1,0.8,-,0.1,0.3,Super_lig
Mostafa Mohamed,0.7,0.9,0.3,1.1,1.8,Super_lig
Marko Jevtovic,0.2,1,-,0.5,0.7,Super_lig
Georgios Tzavellas,0.2,1.1,-,0.1,0.5,Super_lig
Ryan Babel,1.2,0.4,0.3,0.9,1.4,Super_lig
Günay Güvenc,-,0.2,-,-,-,Super_lig
Alperen Babacan,-,-,-,-,-,Super_lig
Bahadir Ozturk,0.3,1.5,-,0.3,-,Super_lig
Omar Elabdellaoui,0.6,0.3,0.1,0.3,0.8,Super_lig
Edin Visca,0.4,0.8,0.1,0.7,1.8,Super_lig
Arda Kizildag,0.1,1.3,0.1,0.2,0.4,Super_lig
Ángelo Sagal,1.8,1.7,0.3,1.7,2.5,Super_lig
Mustapha Yatabaré,0.5,1,0.7,0.9,2.3,Super_lig
Karlo Muhar,0.6,0.4,-,0.4,0.4,Super_lig
Montassar Talbi,0.4,0.3,-,0.3,0.8,Super_lig
Sofiane Feghouli,0.5,0.3,-,0.4,0.9,Super_lig
Neven Subotic,0.4,0.6,-,0.8,0.4,Super_lig
Alassane Ndao,0.9,0.9,0.3,0.8,2.4,Super_lig
Atinc Nukan,0.1,0.3,-,0.1,0.3,Super_lig
Luiz Gustavo,0.5,1.1,-,0.3,0.7,Super_lig
Enzo Roco,0.3,1,-,0.1,0.5,Super_lig
Radamel Falcao,0.4,1.1,0.6,0.5,1.2,Super_lig
Tyler Boyd,1.4,0.6,0.1,1.1,1.1,Super_lig
Fatih Ozturk,-,-,-,-,0.3,Super_lig
Halil Dervisoglu,1.5,0.5,0.4,0.8,1.8,Super_lig
Martin Skrtel,0.1,0.9,0.1,0.1,0.1,Super_lig
Efecan Karaca,1.1,1.8,0.4,1.1,1.6,Super_lig
Stelios Kitsiou,1.1,2.2,-,0.9,1.2,Super_lig
Gastón Campi,-,0.1,-,-,0.3,Super_lig
Zeki Yavru,0.4,0.7,-,0.3,0.4,Super_lig
Tolga Cigerci,1.1,1.1,0.1,0.6,1.1,Super_lig
Emre Kilinc,1.1,0.8,0.1,0.7,1.4,Super_lig
Ismail Köybasi,0.7,0.4,0.3,0.5,0.9,Super_lig
Amilton,1.8,1.7,0.5,1.2,2.8,Super_lig
Ugur Demirok,0.1,0.4,0.1,-,0.1,Super_lig
Rayane Aabid,0.9,0.8,-,0.8,1.3,Super_lig
Utku Yuvakuran,-,-,-,-,-,Super_lig
Guilherme,1.3,1.7,0.3,0.7,2.4,Super_lig
Léo Schwechlen,0.1,1.4,-,0.4,0.9,Super_lig
Berat Özdemir,0.7,1.3,-,0.6,0.6,Super_lig
Julian Jeanvier,-,0.3,-,-,0.8,Super_lig
Serkan Asan,0.8,1.3,-,0.5,0.8,Super_lig
Veysel Sari,0.3,1.2,-,0.2,0.5,Super_lig
Dogan Alemdar,0.1,0.3,-,-,-,Super_lig
Sadik Ciftpinar,-,0.8,-,-,-,Super_lig
Ryan Donk,0.2,0.8,-,0.1,0.3,Super_lig
DeAndre Yedlin,0.5,0.5,0.2,0.5,0.7,Super_lig
Juanfran,0.3,0.9,-,0.4,0.9,Super_lig
Edgar Ié,0.5,0.3,-,0.3,0.9,Super_lig
Jacques François Moubandje,0.6,0.6,-,0.5,1.1,Super_lig
Adama Noss Traoré,1.2,2.1,0.1,0.7,1.3,Super_lig
Ridvan Yilmaz,0.7,0.6,-,0.2,0.9,Super_lig
Soner Aydogdu,0.8,0.6,0.1,0.7,1,Super_lig
Kristoffer Nordfeldt,0.1,0.2,-,-,-,Super_lig
Tyler Boyd,1.3,1.5,-,1.3,2.5,Super_lig
Christian Cueva,1.3,0.9,0.3,1.6,1.4,Super_lig
Aytac Kara,0.8,1.9,-,0.7,1.4,Super_lig
Erik Sabo,0.7,1.5,0.3,0.7,1.1,Super_lig
Emre Tasdemir,0.9,0.6,0.1,0.2,1.4,Super_lig
Mehmet Topal,0.3,0.5,0.1,0.5,0.2,Super_lig
Tiago Pinto,0.9,1.2,-,0.4,0.9,Super_lig
Issam Chebake,0.9,1.4,0.1,0.3,1.2,Super_lig
Hakan Arslan,0.2,1.5,0.1,0.5,0.6,Super_lig
Abdulsamed Damlu,0.1,0.2,-,-,-,Super_lig
Yusuf Erdogan,0.9,1.1,0.2,1.4,2.2,Super_lig
Ugur Ciftçi,0.7,0.7,0.1,0.6,1.2,Super_lig
Ali Sasal Vural,-,0.2,-,-,-,Super_lig
Fernando Muslera,-,0.1,-,-,-,Super_lig
Munir Mohamedi,-,0.2,-,-,0.1,Super_lig
Kristijan Bistrovic,1.1,0.9,-,0.8,1.5,Super_lig
Florent Hadergjonaj,0.5,0.8,0.1,0.1,0.4,Super_lig
Diego Angelo,0.1,0.4,-,0.2,0.1,Super_lig
Zymer Bytyqi,0.6,0.2,0.2,0.5,1.3,Super_lig
Sokol Cikalleshi,1,1.4,0.5,2.1,2.5,Super_lig
Ismail Aissati,1.6,0.5,-,0.3,0.6,Super_lig
Arda Turan,1,0.9,0.3,0.8,1.2,Super_lig
Rubén Ribeiro,0.8,2.4,-,0.9,1.2,Super_lig
Abdülkadir Ömür,1.4,1.4,0.1,1.3,2,Super_lig
Andrea Bertolacci,1,2,-,0.8,1.5,Super_lig
Naldo,0.2,0.3,-,-,0.3,Super_lig
Martin Linnes,0.8,1,-,0.5,1.5,Super_lig
Altay Bayindir,-,0.4,-,-,0.1,Super_lig
Metehan Mert,-,0.6,0.2,-,0.6,Super_lig
Yassine Meriah,0.4,0.5,0.1,0.2,0.8,Super_lig
Adolphe Teikeu,0.2,0.3,-,0.2,0.6,Super_lig
Loret Sadiku,0.4,0.4,-,0.4,0.9,Super_lig
Ajdin Hasic,1.3,0.4,-,0.8,1,Super_lig
Ozgur Sert,0.7,1,-,-,0.7,Super_lig
Wallace,0.2,0.3,-,-,0.6,Super_lig
Cherif Ndiaye,0.7,2.1,0.4,1.4,2.6,Super_lig
Mickael Tirpan,0.6,0.8,-,0.8,0.6,Super_lig
Abdulkadir Parmak,1.4,1.7,-,0.9,1.4,Super_lig
Berkan Emir,0.5,1.3,-,0.5,0.9,Super_lig
Dusko Tosic,0.3,0.8,-,0.2,0.8,Super_lig
Mame Thiam,0.4,0.5,0.4,1,1.5,Super_lig
Fousseni Diabaté,1.6,1.1,-,0.8,2.1,Super_lig
Badou Ndiaye,0.7,1.9,0.2,1.5,1.7,Super_lig
Deniz Türüç,1,1.2,0.1,1.5,1.6,Super_lig
Obinna Nwobodo,0.6,0.5,-,0.6,1.1,Super_lig
Robin Yalcin,0.5,0.6,-,0.2,0.7,Super_lig
Roderick Miranda,-,0.3,0.1,0.1,0.5,Super_lig
Nuri Sahin,0.3,0.5,-,0.3,0.4,Super_lig
Mbwana Samatta,0.9,0.7,0.1,0.8,1.3,Super_lig
Emre Akbaba,0.6,0.8,0.1,0.6,1.6,Super_lig
Nejc Skubic,0.4,1.3,0.3,0.3,0.6,Super_lig
Bunyamin Balci,0.4,1.1,0.2,0.5,1.3,Super_lig
Ibrahim Akdag,0.8,1.4,-,0.7,1.5,Super_lig
Bernard Mensah,1.6,1.4,0.1,0.8,1.5,Super_lig
Ertac Özbir,0.1,0.1,-,-,-,Super_lig
Adem Ljajic,0.7,0.5,0.1,0.5,0.7,Super_lig
Sandro Lima,1.1,2.1,0.5,1.1,2.9,Super_lig
Nacer Chadli,0.6,0.3,0.3,0.4,1.3,Super_lig
Alpaslan Ozturk,0.2,0.8,0.1,0.1,0.5,Super_lig
Brahim Darri,1.5,0.7,0.2,0.3,1.3,Super_lig
Mauricio Lemos,0.5,0.6,-,0.6,0.3,Super_lig
Zafer Görgen,-,-,-,-,0.5,Super_lig
Endri Cekici,0.9,1.7,0.3,1,1.5,Super_lig
Erdogan Yesilyurt,0.7,0.9,0.2,0.3,1.4,Super_lig
Teenage Hadebe,0.1,0.6,-,0.1,0.3,Super_lig
Ogulcan Çaglayan,0.6,0.3,0.3,0.6,1.8,Super_lig
Mykola Morozyuk,0.4,0.8,0.1,0.4,1,Super_lig
Eray Birnican,0.2,0.2,-,-,-,Super_lig
Cenk Ahmet Alkilic,1.2,1.5,0.1,1.1,2,Super_lig
Atakan Ridvan Çankaya,0.1,1.8,-,0.4,0.7,Super_lig
Alexandros Katranis,0.1,0.6,-,0.1,0.5,Super_lig
Hüseyin Türkmen,-,0.8,-,0.3,0.7,Super_lig
Recep Niyaz,0.8,0.6,-,0.9,0.9,Super_lig
Aatif Chahechouhe,2,0.8,-,0.8,1.6,Super_lig
Fehmi Mert Günok,-,-,-,-,-,Super_lig
Zvonimir Sarlija,0.3,1.6,-,0.3,0.5,Super_lig
Irfan Can Egribayat,0.1,0.1,-,0.1,0.1,Super_lig
Nouha Dicko,1.1,1,0.7,1.4,2.4,Super_lig
Yusuf Abdioglu,0.3,1,-,0.3,0.3,Super_lig
Adis Jahovic,0.1,0.7,0.4,0.7,1.8,Super_lig
Abdurrahim Dursun,1,1.5,0.5,1,1.5,Super_lig
Milan Skoda,0.4,0.8,0.3,0.7,1.4,Super_lig
Boli Bolingoli-Mbombo,0.3,0.3,0.1,0.5,1.3,Super_lig
Hakan Özmert,1,1.5,-,0.5,0.9,Super_lig
Bangaly-Fodé Koita,0.9,1.5,0.6,0.8,2.3,Super_lig
Oussama Haddadi,0.6,0.6,0.3,0.9,1.1,Super_lig
Ramazan Civelek,1.1,0.8,-,0.4,0.9,Super_lig
Eric Lichaj,0.2,0.5,-,0.4,0.2,Super_lig
Amedej Vetrih,0.1,0.6,0.1,0.2,0.5,Super_lig
Jimmy Durmaz,1,0.7,0.1,0.5,1,Super_lig
Mesut Çaytemel,0.4,0.3,-,0.3,0.6,Super_lig
