Name,Drb,Fouled,Off,Disp,UnsTch,League
Pedro Naressi,-,1,-,-,-,Brasileirao
Raúl Bobadilla,-,-,1,1,1,Brasileirao
Ricardinho,1,2,-,-,-,Brasileirao
Vinícius Machado,-,-,-,-,-,Brasileirao
Felipe Melo,-,1,-,-,2,Brasileirao
Camacho,-,-,-,2,3,Brasileirao
Luan Peres,1,-,-,-,1,Brasileirao
Roni,1,2,-,2,2,Brasileirao
Víctor Cuesta,-,1,-,1,1,Brasileirao
Bruno Silva,2,-,-,-,-,Brasileirao
Diego,-,-,-,-,1,Brasileirao
Geromel,-,3,-,-,-,Brasileirao
Kayky,1,-,-,2,-,Brasileirao
Mateus Vital,1,2,-,2,1,Brasileirao
Allan,-,-,-,-,-,Brasileirao
Romarinho,-,2,-,1,1,Brasileirao
Luiz Adriano,-,2,-,1,1,Brasileirao
Vitor Mendes,-,-,-,-,1,Brasileirao
Praxedes,1,-,-,-,2,Brasileirao
Daniel Guedes,-,1,-,-,-,Brasileirao
Moisés Ribeiro,3,-,-,-,2,Brasileirao
Gil,-,-,-,-,-,Brasileirao
Ignacio Fernández,-,2,-,1,1,Brasileirao
Matheus Jussa,-,-,-,-,-,Brasileirao
Mike,1,2,-,-,2,Brasileirao
Sávio,1,1,-,-,-,Brasileirao
Felipe Jonatan,-,1,-,-,-,Brasileirao
Chico,-,1,-,3,-,Brasileirao
Leo Cittadini,-,-,-,-,-,Brasileirao
Madson,-,-,-,-,-,Brasileirao
Maycon Douglas,1,-,-,1,-,Brasileirao
Víctor Cantillo,-,2,-,-,-,Brasileirao
Anderson,-,1,-,-,1,Brasileirao
Maxwell,-,-,1,-,-,Brasileirao
Moisés,-,1,-,2,1,Brasileirao
Paulo Henrique,-,-,-,-,-,Brasileirao
Buiú,-,-,-,-,-,Brasileirao
Michael,-,-,-,-,1,Brasileirao
Patrick,2,-,-,2,-,Brasileirao
Anderson Conceicão,-,-,-,-,1,Brasileirao
Arnaldo,-,-,-,-,-,Brasileirao
João Victor,1,-,-,2,1,Brasileirao
Zé Ricardo,1,1,-,1,2,Brasileirao
Marcinho,-,-,-,-,-,Brasileirao
Ravanelli,1,1,-,-,-,Brasileirao
Eduardo Bauermann,-,-,-,-,-,Brasileirao
Jean Pyerre,-,2,-,-,-,Brasileirao
Lucão,-,-,-,-,1,Brasileirao
Mikael,-,1,-,-,1,Brasileirao
Ramiro,-,2,1,1,5,Brasileirao
Alan Ruschel,-,-,-,-,-,Brasileirao
Alê,1,-,-,1,1,Brasileirao
Charles,-,1,-,-,-,Brasileirao
Danilo,-,1,-,-,-,Brasileirao
Jhonata Robert,1,-,-,1,3,Brasileirao
Bruno Melo,-,-,-,-,-,Brasileirao
Éverson,-,-,-,-,-,Brasileirao
Lucas Silva,1,2,-,-,1,Brasileirao
Natanael Pimienta,-,3,-,-,1,Brasileirao
Lucas Ribeiro,-,1,-,-,-,Brasileirao
Luiz Henrique,-,-,-,-,-,Brasileirao
Eduardo Vargas,1,-,-,-,-,Brasileirao
Juan Cazares,-,-,-,-,1,Brasileirao
Thonny Anderson,1,1,-,-,3,Brasileirao
Matheus Ribeiro,1,-,-,-,1,Brasileirao
Ricardo Ryller,-,-,-,-,-,Brasileirao
Wellington,-,-,-,-,-,Brasileirao
Jonas,-,-,-,-,1,Brasileirao
Lucas Araújo,-,-,-,-,-,Brasileirao
Marcos Guilherme,-,-,-,-,-,Brasileirao
Anderson Leite,1,-,-,-,2,Brasileirao
Brenno,-,-,-,-,-,Brasileirao
Matheus Galdezani,-,-,-,-,-,Brasileirao
Rafael Elias,-,1,-,1,-,Brasileirao
Hugo Moura,-,-,-,-,-,Brasileirao
Geuvânio,-,1,-,1,1,Brasileirao
Matías Zaracho,-,1,-,1,1,Brasileirao
Natan,-,-,-,-,-,Brasileirao
Rafael Gava,-,-,-,2,2,Brasileirao
Cássio,-,-,-,-,-,Brasileirao
Igor Rabello,-,-,-,-,-,Brasileirao
Jádson,-,-,-,-,1,Brasileirao
Ramon,-,3,-,-,-,Brasileirao
Mailson,-,-,-,-,-,Brasileirao
Marrony,-,1,-,-,1,Brasileirao
Fernando Pacheco,-,-,-,1,-,Brasileirao
Luciano,-,-,-,-,1,Brasileirao
Léo Pereira,-,1,-,-,-,Brasileirao
Ademir,-,4,-,-,-,Brasileirao
Eltinho,-,-,-,-,-,Brasileirao
Elton,-,-,-,1,-,Brasileirao
Baralhas,-,-,-,-,-,Brasileirao
Guilherme Azevedo,-,-,-,-,-,Brasileirao
Nonato,1,-,-,1,-,Brasileirao
José Welison,-,-,-,-,-,Brasileirao
Júnior Alonso,-,-,-,-,-,Brasileirao
Laércio Soldá,-,-,-,1,1,Brasileirao
Rodrigo Muniz,-,-,-,-,-,Brasileirao
Wendson,-,-,-,-,-,Brasileirao
Adson,-,-,-,-,-,Brasileirao
Marcos Leonardo,-,-,-,1,-,Brasileirao
Walter,-,1,-,-,-,Brasileirao
Ângelo Gabriel,-,-,-,-,-,Brasileirao
Lucas Braga,1,1,1,-,2,Brasileirao
Wellington Paulista,-,2,-,2,3,Brasileirao
Matias Viña,1,1,-,-,2,Brasileirao
Alan Empereur,-,2,-,-,-,Brasileirao
Luan Garcia,-,1,-,-,-,Brasileirao
Lucas Ramon,-,1,-,1,-,Brasileirao
Hyoran,-,1,-,-,-,Brasileirao
Thiago Galhardo,-,-,-,-,1,Brasileirao
João Ricardo,-,1,-,-,-,Brasileirao
Nathan,-,-,-,-,-,Brasileirao
Pedrinho,-,-,-,-,1,Brasileirao
Wesley Ribeiro,-,3,-,1,-,Brasileirao
Yony González,-,-,1,-,2,Brasileirao
Kaio Jorge,1,2,1,-,1,Brasileirao
Jô,-,-,-,-,1,Brasileirao
Luan,-,1,-,2,4,Brasileirao
Lima,-,-,-,-,2,Brasileirao
Marcelo,-,1,-,-,-,Brasileirao
Marcos Vinicios,-,1,-,4,1,Brasileirao
Ángelo Araos,-,1,-,2,1,Brasileirao
Carlos Palacios,-,-,-,1,-,Brasileirao
Ronei,-,3,-,-,1,Brasileirao
Titi,-,2,-,-,-,Brasileirao
Derlan,-,-,-,1,-,Brasileirao
Paulinho Moccelin,-,2,1,3,3,Brasileirao
Anselmo Ramón,-,3,-,4,3,Brasileirao
Sander,-,-,-,-,-,Brasileirao
Ruan,1,-,-,-,1,Brasileirao
Nenê,-,-,-,1,1,Brasileirao
Kaiky,-,-,-,1,1,Brasileirao
João Paulo,-,-,-,-,-,Brasileirao
Carles Gil,3.3,3,-,1.3,3.3,MLS
Nani,1.8,1.6,-,1.4,2.2,MLS
Randall Leal,1.4,1.9,0.4,1.1,2,MLS
João Paulo,1.5,1.5,-,0.6,1.1,MLS
Joshua Atencio,3,0.5,-,0.5,2,MLS
Jamiro Monteiro,1.9,2.4,0.4,2.4,2.5,MLS
Lucas Zelarayán,2,2.3,-,2.8,3.5,MLS
Damir Kreilach,0.5,1.5,0.2,1.5,1.2,MLS
Jesús Medina,1.9,1,-,1.7,4.3,MLS
Jonathan Bond,-,0.1,-,-,-,MLS
Valentín Castellanos,1.3,1.1,0.7,1.1,3.3,MLS
Cristian Cásseres Jr,1.3,1.6,0.1,1.6,2.1,MLS
Emanuel Reynoso,3.2,3.2,-,3.2,4.2,MLS
Rubio Rubín,1.3,1,0.8,1.2,3,MLS
Milton Valenzuela,-,3,-,1,1,MLS
Jack Price,0.4,0.6,-,0.3,0.9,MLS
Ilie Sánchez,0.5,0.7,0.2,-,0.2,MLS
Cristian Roldan,1,1.8,-,1.3,2.6,MLS
Przemyslaw Tyton,-,-,-,-,-,MLS
Alex Roldan,0.9,1.3,-,1.3,1.8,MLS
Mason Toye,-,0.3,-,0.3,1,MLS
Eduard Atuesta,2.9,1.3,-,2.3,2,MLS
Gianluca Busio,1,1.5,0.1,1.3,2.5,MLS
Chicharito,0.3,2.3,0.6,0.9,1.6,MLS
Eryk Williamson,2,1.7,-,1.1,1,MLS
Daniel Lovitz,1.1,0.3,-,-,1.6,MLS
Adam Buksa,1.1,1.5,0.3,0.8,3.3,MLS
Marcelino Moreno,2.7,2.9,0.1,1.7,3.1,MLS
Russell Canouse,0.5,2,-,1.5,0.8,MLS
Jack Elliott,0.1,0.6,-,-,0.4,MLS
Diego Rubio,0.3,2.9,0.4,0.6,2,MLS
Brandon Bye,0.9,0.5,-,0.8,0.5,MLS
Andre Blake,-,-,-,-,0.1,MLS
Yeimar Gómez,0.3,0.6,-,-,0.6,MLS
Alan Pulido,1.5,1.6,0.4,2.1,1.5,MLS
Lucas Cavallini,1.9,4,0.1,1.3,5.7,MLS
Julian Araujo,0.7,0.5,-,0.8,2.2,MLS
Xavier Arreaga,1,1.1,-,-,0.1,MLS
Kyle Duncan,1.7,1.6,-,1.4,1.7,MLS
Andrew Brody,2.8,1,-,0.2,1.6,MLS
Raúl Ruidíaz,0.9,1.5,0.6,1,3.3,MLS
Nouhou Tolo,0.6,1.3,-,0.6,0.5,MLS
Logan Ketterer,-,-,-,-,-,MLS
Alejandro Bedoya,0.5,0.5,0.3,0.9,1,MLS
Kai Wagner,-,1.4,-,0.5,0.8,MLS
Perry Kitchen,2,2,-,-,-,MLS
Graham Zusi,1,0.3,-,0.3,1,MLS
Tyler Miller,-,-,-,-,-,MLS
Aaron Long,0.4,0.4,-,-,0.8,MLS
Brad Stuver,-,0.1,-,-,-,MLS
Michael Barrios,1.4,0.4,0.6,0.4,1.3,MLS
Kyle Smith,0.4,0.4,0.1,0.4,1.1,MLS
Bakaye Dibassy,-,-,-,-,-,MLS
Walker Zimmerman,-,0.3,-,-,0.9,MLS
Bill Tuiloma,0.3,0.3,-,-,0.2,MLS
Cristian Dájome,1.6,2.9,0.1,0.9,1.3,MLS
Sebastian Lletget,1.5,1.5,-,2,1.3,MLS
Bill Hamid,-,-,-,-,-,MLS
Luciano Acosta,2.3,2.3,-,1.8,4.3,MLS
Danny Wilson,0.3,0.6,0.1,0.1,0.3,MLS
Donovan Pines,1,-,-,-,2,MLS
Nicolas Isimat-Mirin,0.5,0.5,0.5,-,-,MLS
Andrew Gutman,0.5,1.8,-,0.5,2,MLS
Caden Clark,0.6,1.1,-,1.1,3.4,MLS
Rodrigo Schlegel,0.2,0.7,-,-,0.3,MLS
Jhegson Méndez,0.7,0.9,-,0.6,0.6,MLS
Cristián Gutiérrez,0.3,0.3,0.2,0.3,0.7,MLS
Kacper Przybylko,0.6,1.1,0.3,1.3,1.3,MLS
Robin Lod,1,1.2,0.5,0.8,2.3,MLS
Anton Tinnerholm,1,0.4,-,0.4,1.2,MLS
Cecilio Domínguez,1.7,1.6,0.3,1.7,1.6,MLS
Julian Gressel,0.6,1,0.1,0.6,1.3,MLS
Fafà Picault,2,1.4,1.5,0.6,2.1,MLS
Tomás Pochettino,2.2,1.3,-,1.2,3,MLS
Jesús David Murillo,0.6,1,-,-,0.1,MLS
Alexander Ring,1.5,1.5,-,0.7,1,MLS
Cory Burke,1.7,0.9,0.4,1.3,2.3,MLS
Joel Waterman,0.3,0.7,-,1,0.7,MLS
Dániel Sallói,0.1,1,0.1,0.5,1.9,MLS
Júnior Urso,0.7,2.6,-,1.6,1.4,MLS
Luka Stojanovic,0.3,2.2,-,0.5,2.3,MLS
Jackson Yueill,1.1,0.7,-,0.4,0.4,MLS
Boris Sekulic,0.7,0.7,0.1,0.7,0.7,MLS
Antônio Carlos,0.3,1.1,-,-,0.4,MLS
Álvaro Medrán,2.3,2.3,-,1.4,1.3,MLS
Bryan Acosta,1,1.7,-,0.1,1.7,MLS
Andrés Ricaurte,1.6,2,-,1.4,1.1,MLS
Cade Cowell,1,0.8,0.3,2,2.5,MLS
Francisco Calvo,0.6,0.3,0.1,0.3,0.1,MLS
Waylon Francis,0.4,0.4,-,0.2,0.6,MLS
Gustavo Bou,0.8,0.3,0.5,2.2,2.5,MLS
Pedro Santos,1,1.8,-,0.2,3.7,MLS
Auston Trusty,0.3,0.3,-,0.3,0.1,MLS
Niko Hansen,-,-,-,1,2,MLS
Geoff Cameron,0.3,0.7,-,-,0.7,MLS
Victor Wanyama,2.1,1.6,0.1,0.9,1.6,MLS
Ronald Matarrita,2,0.7,0.3,1.2,1.7,MLS
Leon Flach,0.6,0.5,-,0.9,1.9,MLS
Stefan Frei,-,-,-,-,-,MLS
Everton Luiz,-,1,-,1,1,MLS
Anderson Julio,1.4,0.6,0.6,0.4,2,MLS
Gonzalo Higuaín,0.7,0.7,0.9,1.6,1.3,MLS
Frankie Amaya,0.8,1.8,-,0.8,1.3,MLS
Olivier Mbaizo,1.1,0.9,0.1,0.8,1.5,MLS
Adrien Pérez,2.5,1.3,0.3,0.8,2.4,MLS
Marcelo Silva,-,1.5,-,-,-,MLS
Diego Rossi,1.2,0.6,0.4,1.8,3,MLS
Zachary Brault-Guillard,0.8,0.8,-,1.6,1.4,MLS
José Antonio Martínez,0.6,0.4,0.1,0.1,-,MLS
Khiry Shelton,1.4,0.9,-,1.5,2.9,MLS
Lewis Morgan,1.1,1.8,0.1,1.6,2,MLS
Christian Mafla,1,1,-,-,2,MLS
Djordje Mihailovic,0.9,2.6,0.1,0.4,2.8,MLS
Cristhian Paredes,1,1,-,1.5,-,MLS
Déiber Caicedo,1.7,1.1,0.1,0.7,2,MLS
Gadi Kinda,1.4,1.3,0.3,1.4,2.4,MLS
Miles Robinson,0.3,0.3,-,-,0.7,MLS
Maximiliano Urruti,0.6,1.3,0.5,0.4,2.3,MLS
Samuel Piette,0.2,1.6,-,1,0.6,MLS
Paul Arriola,1.5,1.3,-,0.5,1.5,MLS
Aaron Herrera,0.5,-,-,0.3,2.3,MLS
Hassani Dotson,1.3,1.3,-,1.6,3,MLS
Pedro Gallese,-,0.1,-,-,-,MLS
Michael Bradley,1.4,0.3,-,1.6,1.4,MLS
James Pantemis,-,-,-,-,-,MLS
Brooks Lennon,0.4,1,0.1,0.7,0.9,MLS
Hany Mukhtar,1,1,0.2,1.2,2.3,MLS
Pablo Ruiz,1.3,0.5,0.2,1,0.8,MLS
Jaylin Lindsey,0.3,0.3,-,0.6,0.7,MLS
Jakob Glesnes,0.1,-,-,0.3,0.9,MLS
Cole Bassett,0.7,0.9,-,0.7,2.7,MLS
Sean Davis,0.1,0.7,-,-,1,MLS
Kellyn Acosta,0.5,1.2,-,0.8,1.5,MLS
Stefan Cleveland,-,-,-,-,-,MLS
Brad Smith,0.1,0.8,-,0.3,1.4,MLS
Maxime Chanot,0.3,0.7,0.2,0.2,0.3,MLS
Eric Remedi,1,3.9,-,1,2.3,MLS
Dave Romney,-,0.1,-,-,0.1,MLS
George Bello,1.7,0.7,0.1,0.7,1.4,MLS
Daniel Steres,0.1,0.1,0.1,0.1,-,MLS
Andy Najar,1.7,1.2,-,0.3,0.2,MLS
Jimmy Maurer,-,-,-,-,-,MLS
Tajon Buchanan,1.5,3.4,-,1.5,2.6,MLS
Phelipe,-,0.3,-,-,-,MLS
Cristian Espinoza,1.1,0.5,0.1,0.9,2.5,MLS
Maximiliano Moralez,0.8,2,-,1.4,2.2,MLS
James Sands,0.3,1.3,-,0.6,0.7,MLS
Aníbal Godoy,0.3,2,-,0.4,1.3,MLS
Matt Turner,-,0.1,-,-,-,MLS
Ezequiel Barco,1.3,2.5,0.5,1.3,1.8,MLS
Matt Besler,0.3,0.2,-,-,0.2,MLS
Dax McCarty,0.3,1.4,-,0.1,1,MLS
Matt Polster,0.9,1,-,0.9,1.3,MLS
Andreu Fontàs,0.4,0.3,-,0.4,0.3,MLS
Mauricio Pereyra,0.4,1.6,-,1.8,2,MLS
Tyler Pasher,1.3,0.5,0.5,0.5,1.3,MLS
Alexandre Pato,4,1,1,1,1,MLS
Ismael Tajouri-Shradi,0.6,0.7,0.4,1,1.3,MLS
Jimmy Medranda,0.5,0.5,-,-,1.5,MLS
Henry Kessler,-,0.5,-,0.7,0.2,MLS
Bressan,0.3,0.3,-,0.1,0.1,MLS
Keegan Rosenberry,0.4,0.3,0.1,-,1.3,MLS
Júnior Moreno,0.1,0.6,-,0.3,1,MLS
Corey Baird,0.4,0.4,0.3,1.4,2.4,MLS
Romain Métanire,1,0.7,-,1.7,1.9,MLS
Romell Quioto,1.4,2.3,0.4,1.4,2.6,MLS
Keaton Parks,0.7,0.3,0.1,0.6,2,MLS
Maxime Crépeau,-,-,-,-,-,MLS
Santiago Sosa,0.7,0.1,-,1,0.6,MLS
Jonathan Mensah,0.2,0.2,0.2,-,0.3,MLS
Alistair Johnston,0.7,0.9,-,0.3,0.3,MLS
Sam Vines,0.4,0.8,-,0.8,2,MLS
Mark-Anthony Kaye,1.7,1.4,0.1,1,3.4,MLS
Anton Walkes,0.4,0.3,-,0.1,0.3,MLS
Leandro González Pirez,0.3,2.4,-,0.4,0.6,MLS
Kelyn Rowe,0.8,1,0.1,0.8,1.5,MLS
Gustavo Vallecilla,-,-,-,0.7,0.7,MLS
Robin Jansson,0.7,-,-,0.3,0.3,MLS
Gudmundur Thórarinsson,0.2,-,-,0.2,1,MLS
Ranko Veselinovic,0.2,0.3,0.2,-,0.5,MLS
Marvin Loría,1,1,-,0.7,2.1,MLS
Tim Melia,-,-,-,-,-,MLS
Víctor Vázquez,0.8,0.5,0.3,-,1,MLS
Jhohan Romaña,0.7,0.3,-,0.3,0.2,MLS
Gregore,1.5,1,-,0.8,2.5,MLS
Ryan Hollingshead,0.9,1,-,0.7,1.6,MLS
Tesho Akindele,0.1,1.3,0.6,0.9,1.7,MLS
DeJuan Jones,1.4,1,-,0.6,2.9,MLS
Ola Kamara,-,0.4,-,0.4,0.8,MLS
Paul Marie,0.8,1.3,-,0.5,1,MLS
Jonathan Bell,0.8,-,-,0.3,0.3,MLS
William Yarbrough,-,-,-,-,-,MLS
Freddy Vargas,1.3,1.2,-,1,3.2,MLS
Bradley Guzan,-,0.3,-,-,-,MLS
Darlington Nagbe,1.3,1.8,-,0.7,0.7,MLS
Jhonder Cádiz,-,0.7,0.6,0.4,1.4,MLS
Gastón Giménez,0.7,0.2,-,1.7,2.5,MLS
Oswaldo Alanís,0.8,-,-,-,0.8,MLS
Diego Valeri,0.3,1.6,0.6,1.1,1.6,MLS
Eloy Room,-,0.1,-,-,-,MLS
Omar González,-,0.2,-,-,0.2,MLS
Pablo Bonilla,0.5,1.3,-,0.8,1.8,MLS
Nicolás Figal,1,2.3,-,0.3,0.8,MLS
Alexander Callens,0.5,0.7,-,0.3,0.8,MLS
Nick Lima,1.3,0.7,-,0.6,1.3,MLS
Joe Corona,1,1.8,-,1.3,1,MLS
Jáder Obrian,1.4,1.6,1.3,1.6,2.4,MLS
Latif Blessing,1,2.4,0.3,2,1.4,MLS
Adam Lundqvist,0.1,0.9,-,0.4,0.6,MLS
Memo Rodríguez,0.6,1.5,0.3,1,2.5,MLS
Kwadwo Opoku,1.3,0.8,-,0.8,3.3,MLS
Zan Kolmanic,0.9,0.1,0.3,0.3,0.9,MLS
Kevin Paredes,0.7,1.3,-,-,1.7,MLS
Jake Mulraney,0.9,2.7,0.3,0.7,0.7,MLS
Yeferson Soteldo,3.5,0.8,1.3,3.8,3,MLS
Federico Higuaín,1.3,0.6,-,1.1,0.1,MLS
Diego Palacios,1,0.7,-,0.7,1.1,MLS
Will Bruin,0.7,1.9,0.4,1.1,1.9,MLS
Javier López,1,1,0.1,1,2.4,MLS
Diego Chará,0.3,1,-,0.7,0.7,MLS
Carlos Coronel,-,-,-,-,-,MLS
Clément Diop,-,0.1,-,-,-,MLS
Sean Nealis,-,0.3,-,-,0.3,MLS
Brent Kallman,-,0.3,-,-,-,MLS
Eddie Segura,-,0.4,-,-,0.4,MLS
Julio Cascante,0.5,0.5,-,0.3,0.3,MLS
Javain Brown,0.5,-,-,-,-,MLS
Yimmi Chará,0.6,1,-,0.6,1.1,MLS
Alfredo Morales,-,-,-,-,1.3,MLS
Brendan Daniel Hines-Ike,1.1,0.6,0.1,0.9,1.1,MLS
Edison Flores,1,1.9,0.1,0.4,2,MLS
Rudy Camacho,0.8,0.3,-,0.4,0.3,MLS
Fábio,0.7,0.4,0.3,1.1,3.1,MLS
Matías Vera,0.3,1.4,-,0.7,1.1,MLS
Nick Besler,0.2,1,-,0.4,0.8,MLS
Zarek Valentin,0.3,0.4,-,-,0.9,MLS
Frédéric Brillant,0.3,0.7,-,-,0.4,MLS
Artur,0.3,0.5,-,0.5,0.5,MLS
Shane O'Neill,0.2,0.7,-,0.3,-,MLS
Florian Jungwirth,-,0.6,-,-,0.4,MLS
Jorge Villafaña,0.9,0.9,-,0.4,0.4,MLS
Ján Gregus,1,0.7,-,-,0.7,MLS
Mauricio Pineda,1,0.8,-,2,1.8,MLS
Arnór Ingvi Traustason,0.6,0.7,0.3,0.7,1.1,MLS
Richie Laryea,1.4,3.6,0.1,1.4,2.3,MLS
Gyasi Zardes,0.5,1.5,0.3,1.8,3.8,MLS
Alex Muyl,0.4,0.6,0.6,1.1,1.6,MLS
Andrew Farrell,0.1,0.8,-,0.3,0.4,MLS
Ahmed Hamdi,1.5,0.2,-,1,1.2,MLS
David Ochoa,-,0.2,-,-,-,MLS
Felipe Mora,0.1,0.9,0.1,0.6,0.6,MLS
Chase Gasper,0.4,0.9,-,0.1,0.7,MLS
Jonathan dos Santos,1.1,-,-,0.7,0.3,MLS
Ruan,1,1.3,0.8,-,1,MLS
Mustafa Kizza,-,-,-,0.3,0.3,MLS
Marco Delgado,0.3,1.7,0.5,0.7,2.3,MLS
Michael Baldisimo,1,1.2,-,0.6,0.6,MLS
José Cifuentes,1,0.3,-,2,1.3,MLS
Derrick Jones,1.5,1.1,-,0.5,1.5,MLS
Yuya Kubo,0.3,1.3,-,0.5,0.8,MLS
Kamal Miller,1,0.5,-,0.2,1,MLS
Nicolás Lodeiro,-,-,-,-,-,MLS
Robbie Robinson,1,1.5,-,-,0.8,MLS
Matt Hedges,0.3,0.8,-,0.3,-,MLS
Robert Beric,0.3,1.7,1.4,1.9,2.6,MLS
Allan Cruz,0.6,2.4,-,0.8,1.8,MLS
Daniel Royer,0.4,1,0.3,0.6,1.1,MLS
Andy Rose,0.2,0.2,-,-,0.3,MLS
Auro,1,1,-,0.3,0.9,MLS
Sean Johnson,-,-,-,-,-,MLS
Zorhan Bassong,1,0.6,-,0.4,1.6,MLS
Jeremy Ebobisse,0.8,0.6,0.6,0.8,1.8,MLS
Silvester van der Water,0.8,0.6,-,0.8,1.2,MLS
Younes Namli,2,0.8,-,2,1,MLS
Thomas Edwards,-,0.7,-,-,-,MLS
Sacha Kljestan,0.4,0.4,-,0.9,0.3,MLS
Josh Williams,0.2,1,-,0.2,0.5,MLS
Przemyslaw Frankowski,1.2,1.3,-,0.7,3,MLS
C.J. Sapong,0.4,1.3,-,0.1,2.6,MLS
Tommy Thompson,0.4,0.4,-,0.4,1,MLS
Maynor Figueroa,0.7,2,-,-,-,MLS
Jonathan Osorio,-,0.5,0.5,-,0.5,MLS
Jonathan Bornstein,0.7,0.5,-,0.3,1.2,MLS
Roger Espinoza,0.3,0.6,-,0.5,1.1,MLS
Luciano Abecasis,1,0.5,-,0.3,1.2,MLS
Chris Mueller,1.1,1.4,0.1,1,2.3,MLS
Andre Shinyashiki,0.9,0.7,-,1,1.3,MLS
Aljaz Struna,0.1,0.4,-,0.3,0.3,MLS
Franco Jara,1.1,2,0.9,1.4,2.6,MLS
Dario Zuparic,-,0.4,-,-,0.4,MLS
Justen Glad,0.2,0.2,-,0.2,0.3,MLS
Nicholas DePuy,-,-,-,0.2,-,MLS
Adam Saldaña,0.8,0.5,-,0.5,0.3,MLS
Andres Jasson,1.6,2.7,-,0.9,2.3,MLS
Claudio Bravo,1.1,0.9,-,1.1,0.9,MLS
Luis Díaz,0.6,1.9,0.6,0.9,2.1,MLS
Emerson Hyndman,0.7,0.7,0.1,0.9,2.3,MLS
Johnny Russell,1,1,-,0.6,0.9,MLS
Bjørn Johnsen,0.4,0.5,-,-,1.3,MLS
Chris Mavinga,0.2,0.8,-,0.2,0.2,MLS
Emanuel Maciel,1,-,-,-,-,MLS
Justin Meram,1.3,0.3,-,0.7,1.8,MLS
Derrick Williams,0.5,0.3,-,-,-,MLS
Janio Bikel,1,1.6,-,0.4,0.9,MLS
Jon Gallagher,0.7,0.8,0.2,0.5,0.5,MLS
Dante Sealy,1,0.3,-,0.3,1,MLS
Nicolás Mezquida,-,1.3,-,-,1,MLS
Jahkeele Marshall-Rutty,-,0.5,-,1,2,MLS
Mateo Bajamich,1,-,0.5,1,1,MLS
Youba Diarra,-,-,-,1,-,MLS
Saad Abdul-Salaam,-,-,-,-,1.2,MLS
Wyatt Omsberg,0.3,0.8,0.8,-,0.3,MLS
Dominique Badji,0.2,0.4,0.6,0.4,1,MLS
Justin McMaster,0.7,0.3,-,1,-,MLS
Kenneth Vermeer,-,0.3,-,-,-,MLS
Joe Willis,-,0.1,-,-,0.1,MLS
Mathieu Choinière,1,-,-,-,0.5,MLS
Diego Fagundez,0.4,0.6,-,1.1,0.9,MLS
Jon Kempin,-,0.3,-,-,-,MLS
Carlos Fierro,0.9,1,-,0.9,2,MLS
José Martínez,0.4,1.2,-,0.4,1,MLS
Josef Martínez,-,1.7,0.3,0.4,1,MLS
Josecarlos Van Rankin,0.4,0.6,0.1,-,1.6,MLS
Fredy Montero,0.5,1.2,-,0.8,0.8,MLS
Kaveh Rad,-,-,-,-,-,MLS
Maciel,0.5,0.3,-,0.3,1,MLS
Bobby Shuttleworth,-,-,-,-,-,MLS
Patryk Klimala,0.7,1,1.3,0.7,1.3,MLS
Samuel Grandsir,1,0.4,0.4,1.7,1,MLS
Michael Boxall,0.1,0.1,-,-,0.4,MLS
Tanner Beason,-,-,-,-,0.3,MLS
Kelvin Leerdam,0.4,0.6,-,0.4,0.8,MLS
Marco Farfan,1,0.4,-,0.4,1.6,MLS
Tristan Blackmon,0.3,0.5,-,0.2,1.2,MLS
Marcos López,0.6,1,-,0.2,0.4,MLS
Marko Maric,-,-,-,-,0.3,MLS
Tom Pettersson,0.3,0.3,-,-,-,MLS
Lassi Lappalainen,0.8,0.4,-,0.4,1,MLS
Carlos Vela,0.8,1.5,0.5,1.8,2,MLS
Pablo Sisniega,-,-,-,-,-,MLS
Ethan Zubak,0.9,0.4,0.3,0.9,1.6,MLS
John Tolkin,0.7,-,-,0.7,-,MLS
Brenner,0.7,1.5,0.8,1.2,1.5,MLS
João Moutinho,-,0.8,-,0.3,-,MLS
Lalas Abubakar,-,-,-,-,1,MLS
Tony Alfaro,0.3,0.4,-,0.3,0.6,MLS
Tanner Tessmann,1.3,0.3,-,1,0.8,MLS
Rodolfo Pizarro,2,1.3,-,2.5,3.5,MLS
John Pulskamp,-,-,-,-,-,MLS
Jhon Espinoza,1,0.3,-,0.3,0.3,MLS
Luke Singh,-,-,-,-,0.7,MLS
Isaiah Parente,-,0.5,-,-,0.5,MLS
Rémi Walter,0.4,0.8,-,0.4,1,MLS
Tommy McNamara,0.1,0.5,-,-,0.5,MLS
Vito Wormgoor,-,1,-,-,0.3,MLS
Fabian Herbers,-,2,-,0.7,1.3,MLS
Jürgen Locadia,0.2,0.7,0.2,1.5,1.2,MLS
Ryan Shawcross,-,0.4,-,-,-,MLS
Lisandro López,-,1,-,1.5,1,MLS
Wikelman Carmona,1,1,-,-,2,MLS
Jonathan Lewis,0.7,0.2,0.3,0.5,0.8,MLS
Brek Shea,-,0.8,-,0.3,1.2,MLS
Jared Stroud,-,0.7,0.1,0.4,1.7,MLS
Tim Parker,-,-,-,-,0.1,MLS
Malte Amundsen,0.6,0.3,-,0.1,0.4,MLS
Tom Barlow,0.3,0.3,0.3,0.7,1.3,MLS
Brian Gutierrez,0.8,1.3,-,0.8,2.8,MLS
James Marcinkowski,-,-,-,0.1,-,MLS
Jürgen Damm,1,0.3,-,-,0.3,MLS
