Name,Team,Age,Main_role,Secondary_role,third_role,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
Ronald,Atletico GO, 20, Midfielder,,,1,88,-,-,-,-,1,77.8,-,-,6.90
Messias,Ceara, 26, D(C),,,1,90,-,-,1,-,-,73.1,3,-,6.87
Gustavo,Sport Recife, 18, Midfielder,,,0(1),5,-,-,-,-,1,100,-,-,6.86
Thiago Heleno,Athletico Paranaense, 32, D(C),,,1,90,-,-,-,-,1,81.4,4,-,6.85
Raphael Veiga,Palmeiras, 25, AM(CLR),,,1,61,-,-,-,-,1,85,1,-,6.84
Mauricio Isla,Flamengo, 32, D(R),M(CR),,1,90,-,-,-,-,-,94.9,-,-,6.82
Saulo Mineiro,Ceara, 23, Forward,,,1,72,-,1,-,-,1,66.7,2,-,6.82
Nikão,Athletico Paranaense, 28, AM(CLR),FW,,1,90,-,-,1,-,1,81.6,3,-,6.80
Rodriguinho,Bahia, 33, M(C),FW,,1,74,-,-,-,-,-,70,-,-,6.80
Bruno Cortez,Gremio, 34, D(L),,,0(1),45,-,-,-,-,1,85.7,1,-,6.79
Marcelo Benevenuto,Fortaleza, 25, D(C),,,1,90,-,-,-,-,-,92.1,1,-,6.79
Rodolfo,America MG, 29, Forward,,,1,80,-,-,-,-,3,70.8,-,-,6.78
Alison,Santos FC, 28, D(C),DMC,,1,90,-,-,1,-,-,93.5,-,-,6.77
Júnior Tavares,Sport Recife, 24, D(L),DMC,M(L),1,90,-,-,1,-,1,85.7,1,-,6.77
Gustavo Gómez,Palmeiras, 28, D(C),,,1,90,-,-,-,-,-,85.2,1,-,6.77
Taison,Internacional, 33, AM(CL),,,1,84,-,-,-,-,1,92.9,-,-,6.77
Lucas Piton,Corinthians, 20, D(L),,,1,90,-,-,-,-,3,82.4,2,-,6.76
Yago Felipe,Fluminense, 26, M(CLR),,,1,89,-,-,1,-,-,77.3,-,-,6.72
Juninho,America MG, 33, D(L),M(CR),,1,90,-,-,-,-,1,89.7,2,-,6.71
Guilherme Pato,Cuiaba, 20, Forward,,,0(1),19,-,1,-,-,-,57.1,-,-,6.71
João Paulo,Juventude, 36, DMC,,,1,90,-,-,-,-,1,87,-,-,6.71
Willian Arão,Flamengo, 29, D(C),M(C),,1,90,-,-,-,-,1,90.9,-,-,6.71
Caio Vidal,Internacional, 20, AM(R),,,1,84,-,-,-,-,1,76.9,1,-,6.69
Felipe Marques,Cuiaba, 31, Forward,,,0(1),7,-,-,-,-,1,100,-,-,6.68
Yuri Alberto,Internacional, 20, FW,,,1,78,-,-,-,-,1,80,-,-,6.68
Éder,Atletico GO, 26, D(C),,,1,90,-,-,-,-,-,91.2,1,-,6.67
Gabriel Lacerda,Ceara, 21, D(C),,,1,90,-,-,-,-,1,76.2,2,-,6.67
Guilherme Castilho,Juventude, 21, Midfielder,,,1,90,-,-,1,-,2,84,2,-,6.67
Camilo,Cuiaba, 22, Midfielder,,,1,90,-,-,-,-,1,90.7,3,-,6.66
Richard,Athletico Paranaense, 27, DMC,,,1,90,-,-,-,-,-,89,-,-,6.66
Marquinhos,Sport Recife, 24, AM(L),,,0(1),45,-,-,-,-,-,72.2,-,-,6.65
Marlon Freitas,Atletico GO, 26, DMC,,,1,90,-,-,1,-,-,75.7,1,-,6.65
Patrick de Lucca,Bahia, 21, Defender,,,1,77,-,-,1,-,-,72.5,1,-,6.64
