Name,Team,Age,Main_role,Secondary_role,third_role,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
Kazenga LuaLua,Luton, 30, AM(L),FW,,5(18),754,2,2,2,-,0.3,80.6,0.3,-,6.33
Alex Pattison,Wycombe, 23, M(C),,,4(2),392,-,-,1,1,0.2,54.4,2,-,6.33
Daryl Horgan,Wycombe, 28, AM(CLR),,,28(12),2524,-,2,2,-,1,66.2,0.2,-,6.33
Liam Walsh,Bristol City, 23, DMC,,,1(2),124,-,-,1,-,0.3,84,1,-,6.33
Rolando Aarons,Huddersfield, 25, M(L),,,5(5),498,-,-,-,-,0.4,71.3,0.4,-,6.33
Kasey Palmer,Swansea, 24, AM(CLR),,,2(10),370,1,-,1,-,0.8,69.7,0.6,-,6.33
Lee Gregory,Stoke, 32, FW,,,3(3),252,1,-,-,-,0.5,59.5,1.2,-,6.33
Marko Marosi,Coventry, 27, GK,,,20,1800,-,-,2,-,-,60.5,0.2,-,6.33
Shane Long,Bournemouth, 34, AM(R),FW,,4(8),464,2,-,-,-,0.6,55.2,1.1,-,6.32
Alex Scott,Bristol City, 0, Midfielder,,,1(2),154,-,-,-,-,0.7,72.4,0.3,-,6.32
Jaidon Anthony,Bournemouth, 21, Forward,,,0(5),70,-,1,-,-,0.4,78,0.6,-,6.32
Josh Tymon,Stoke, 22, D(L),M(CL),,16(10),1603,-,1,-,-,0.4,70.1,0.6,-,6.32
Josh Pask,Coventry, 23, Defender,,,6(11),696,-,-,-,-,0.1,59.4,1.2,-,6.32
Mike te Wierik,Derby, 28, D(CR),,,3(1),273,-,-,1,-,0.3,83.4,2,-,6.32
Harry Chapman,Blackburn, 23, AM(C),FW,,0(5),83,-,1,-,-,1,91.7,-,-,6.32
Bradley Dack,Blackburn, 27, AM(C),,,7(9),804,3,-,-,-,1.1,74.7,0.3,-,6.32
Ashley Fletcher,Middlesbrough, 25, AM(CL),FW,,5(7),499,2,1,1,-,1.1,58.9,1.8,-,6.32
