Name,Total_shots,OutOfBox,SixYardBox,PenaltyArea,League
Damián Batallini,1.5,0.5,0.1,0.9,Superliga
Lisandro López,1.5,0.3,0.1,1.1,Superliga
José Paradela,0.9,0.6,0.1,0.3,Superliga
Nicolás Aguirre,0.8,0.5,-,0.3,Superliga
Cristian Erbes,0.2,0.2,-,0.1,Superliga
Cristian Díaz,0.4,0.4,-,-,Superliga
Fabrizio Angileri,1.5,1.3,-,0.3,Superliga
Jalil Elías,0.8,0.5,-,0.3,Superliga
Alan Soñora,0.5,0.5,-,-,Superliga
Nazareno Colombo,0.7,0.1,-,0.6,Superliga
Facundo Bertoglio,1.5,0.8,0.2,0.5,Superliga
Luís Leal,2.5,0.4,0.3,1.8,Superliga
Renato Civelli,0.8,0.1,0.1,0.6,Superliga
Joel Soñora,0.7,0.4,-,0.3,Superliga
Jonathan Herrera,1.6,0.5,-,1.2,Superliga
Lucas González,1.5,1,-,0.5,Superliga
Bruno Zuculini,0.7,-,-,0.7,Superliga
Diego Mercado,-,-,-,-,Superliga
Matías Caruzzo,0.6,0.1,0.1,0.5,Superliga
Javier Pinola,0.5,0.2,0.1,0.2,Superliga
Francisco Ortega,0.2,0.2,-,-,Superliga
Mariano Andújar,-,-,-,-,Superliga
Rodrigo Aliendro,0.5,0.1,-,0.4,Superliga
Martín Benítez,2,1.6,-,0.4,Superliga
Dayro Moreno,2.1,0.7,0.1,1.2,Superliga
Hugo Vera Oviedo,0.4,0.3,-,0.1,Superliga
Tomás Escalante,-,-,-,-,Superliga
Walter Montoya,0.9,0.6,-,0.3,Superliga
Nicolás Mazzola,1.5,0.2,0.2,1.1,Superliga
Ezequiel Cerutti,0.8,0.8,-,-,Superliga
Martín Ojeda,1.8,1,-,0.8,Superliga
Marcelo Meli,1.6,1.4,-,0.2,Superliga
Mateo Retegui,1.5,0.5,-,1,Superliga
Antony Silva,-,-,-,-,Superliga
Alex Vigo,0.4,0.3,-,0.1,Superliga
Augusto Solari,1,0.3,0.3,0.5,Superliga
Federico Andrada,1,0.2,0.1,0.7,Superliga
Nery Leyes,0.3,-,-,0.3,Superliga
Cristian Bernardi,0.6,0.3,0.1,0.2,Superliga
Brian Blasi,0.1,-,-,0.1,Superliga
Lucas Barrios,1,0.3,0.3,0.3,Superliga
Ariel Rojas,0.4,0.3,-,0.1,Superliga
Julián Carranza,2.7,0.4,0.2,2.2,Superliga
Alan Aguerre,-,-,-,-,Superliga
Fernando Zuqui,0.8,0.6,-,0.2,Superliga
Juan Quintero,1.8,1.6,-,0.2,Superliga
Ramón Ábila,1,-,0.3,0.8,Superliga
Rodrigo Arciero,0.4,0.4,-,-,Superliga
Marcos Miers,0.6,0.2,-,0.5,Superliga
Joaquín Pereyra,0.9,0.9,-,0.1,Superliga
Adam Bareiro,1.2,0.1,0.3,0.8,Superliga
Javier Méndez,0.5,0.2,-,0.2,Superliga
Brian Negro,-,-,-,-,Superliga
Brahian Alemán,2.5,2.1,-,0.4,Superliga
Lucas Gamba,0.9,0.3,0.1,0.5,Superliga
Lucas Viatri,1,0.2,0.2,0.7,Superliga
Marco Torsiglieri,0.3,-,-,0.3,Superliga
Santiago Rosales,2.8,1,-,1.8,Superliga
Francisco Ramírez,0.8,0.3,0.3,0.2,Superliga
Kevin Gutiérrez,1.1,0.9,-,0.2,Superliga
Néstor Breitenbruch,0.3,0.1,-,0.2,Superliga
Aníbal Moreno,1.3,1.2,-,0.1,Superliga
Diego Sosa,1.3,0.9,-,0.4,Superliga
Sebastián Rincón,0.7,0.1,0.1,0.6,Superliga
Germán Guiffrey,0.2,-,0.1,0.1,Superliga
Emanuel Olivera,0.4,-,0.1,0.4,Superliga
Guillermo Acosta,1.2,0.7,-,0.5,Superliga
Ignacio Scocco,1.2,0.5,0.1,0.6,Superliga
Manuel Insaurralde,-,-,-,-,Superliga
Lautaro Parisi,1,0.3,-,0.7,Superliga
Jonathan Cristaldo,1,-,0.2,0.8,Superliga
Benjamín Garré,1,-,-,1,Superliga
Sebastián Ribas,1.4,0.2,0.3,1,Superliga
Fabián Henríquez,1,0.7,0.1,0.3,Superliga
Martín Campaña,-,-,-,-,Superliga
Mauro Díaz,-,-,-,-,Superliga
Juan Álvarez,0.7,0.3,-,0.5,Superliga
Alexis Arias,-,-,-,-,Superliga
Nahuel Gallardo,0.5,0.5,-,-,Superliga
Nicolás Fernández,2.3,1,0.1,1.2,Superliga
Nicolás Blandi,0.9,-,-,0.9,Superliga
Ángel González,1,0.3,-,0.7,Superliga
Damián Martínez,0.9,0.6,-,0.3,Superliga
Francisco Manenti,0.2,-,-,0.2,Superliga
Facundo Pérez,0.8,0.5,-,0.3,Superliga
Andrés Chávez,1.5,0.7,-,0.8,Superliga
Gabriel Alanís,0.6,0.4,-,0.3,Superliga
Denis Rodríguez,1.1,0.9,-,0.2,Superliga
Tomás Cardona,0.4,-,0.1,0.3,Superliga
Tiago Banega,0.5,0.3,0.3,-,Superliga
Diego Rodríguez,0.5,0.4,-,0.1,Superliga
Lucas Albertengo,1,0.1,0.1,0.8,Superliga
José Mauri,1,1,-,-,Superliga
Claudio Riaño,1.2,0.2,0.2,0.8,Superliga
Lucas Menossi,1,0.8,-,0.2,Superliga
Jhonathan Agudelo,1.3,0.3,-,1,Superliga
Javier Gandolfi,0.1,-,-,0.1,Superliga
Gabriel Arias,-,-,-,-,Superliga
Nicolás Bertolo,0.7,0.1,0.1,0.5,Superliga
Luciano Pocrnjic,-,-,-,-,Superliga
Nelson Acevedo,0.3,0.3,-,-,Superliga
Valentín Burgoa,0.7,0.6,-,0.1,Superliga
Darío Cvitanich,0.9,0.1,0.1,0.7,Superliga
Nicolás Cordero,1.8,0.3,0.4,1.1,Superliga
Gabriel Compagnucci,0.9,0.4,-,0.5,Superliga
Kevin Mac Allister,-,-,-,-,Superliga
Braian Galván,1.2,0.6,-,0.6,Superliga
Guido Mainero,0.8,0.1,-,0.7,Superliga
Wálter Andrade,1,-,-,1,Superliga
Carlos Benavídez,0.3,0.3,-,-,Superliga
Javier Mendoza,1.7,1.3,-,0.3,Superliga
Lucas Orban,0.1,-,-,0.1,Superliga
Leonardo Godoy,0.3,-,0.1,0.2,Superliga
Federico Mancinelli,0.6,0.1,0.1,0.3,Superliga
Guillermo Celis,-,-,-,-,Superliga
Walter Pérez,0.6,0.4,-,0.1,Superliga
Pedro Ojeda,0.8,0.7,-,0.1,Superliga
Franco Calderon,0.3,-,-,0.3,Superliga
Cristian Lucchetti,-,-,-,-,Superliga
Franco Cristaldo,0.9,0.6,0.1,0.3,Superliga
Juan Garro,1.2,0.3,0.2,0.7,Superliga
Franco Troyansky,1.5,0.7,-,0.8,Superliga
Marcelo Cabrera,1.3,0.8,-,0.5,Superliga
Adrián Calello,0.2,0.1,0.1,0.1,Superliga
Esteban Conde,-,-,-,-,Superliga
Franco Moyano,0.3,0.3,-,-,Superliga
Leandro Vella,1.7,0.6,-,1.1,Superliga
Leonardo Burián,-,-,-,-,Superliga
Santiago Gallucci,-,-,-,-,Superliga
Marcos Rouzies,-,-,-,-,Superliga
Fernando Coniglio,0.9,0.4,0.2,0.4,Superliga
Iván Colman,0.9,0.6,-,0.3,Superliga
Gabriel Risso Patrón,0.2,0.2,-,-,Superliga
Julián Palacios,0.4,0.1,-,0.3,Superliga
Pablo Galdames,1,0.7,-,0.3,Superliga
Martín Payero,0.6,0.6,-,0.1,Superliga
Leonardo Heredia,1.5,0.5,0.1,0.9,Superliga
Francisco Grahl,0.4,0.3,-,0.1,Superliga
Dario Sarmiento,0.6,0.2,-,0.4,Superliga
Leandro Fernández,1.8,1.2,-,0.6,Superliga
Gonzalo Verón,0.7,-,-,0.7,Superliga
Braian Rivero,0.4,0.4,-,-,Superliga
Marcos Angeleri,-,-,-,-,Superliga
Diego Valoyes,1.4,0.4,-,1,Superliga
Pedro De la Vega,1.1,0.3,0.2,0.6,Superliga
Francisco Cerro,0.2,0.1,-,0.1,Superliga
Franco Quinteros,0.3,0.3,-,-,Superliga
Gastón Díaz,1,0.9,-,0.1,Superliga
Alan Velasco,0.5,0.5,-,-,Superliga
Agustín Aleo,0.2,0.1,-,0.1,Superliga
Jonás Aguirre,-,-,-,-,Superliga
Pablo Martinez,-,-,-,-,Superliga
Junior Arias,1.4,0.3,0.1,1.1,Superliga
Lucas Acevedo,0.3,-,-,0.3,Superliga
Matías Miranda,0.5,0.3,-,0.2,Superliga
Nazareno Solís,0.9,0.5,0.1,0.4,Superliga
Jan Carlos Hurtado,1.1,0.2,0.1,0.8,Superliga
Nicolás Maná,0.5,-,-,0.5,Superliga
Wilson Morelo,1.3,0.2,0.4,0.7,Superliga
Lucas Melano,1.1,0.2,-,0.9,Superliga
Federico González,1.8,0.3,0.1,1.4,Superliga
Braian Martínez,0.6,0.1,-,0.4,Superliga
Cristian Ferreira,1,0.9,-,0.1,Superliga
José Luis Fernández,1.1,0.8,-,0.4,Superliga
Lucas Pratto,1.2,0.2,0.1,0.9,Superliga
Gastón Gil Romero,0.2,0.1,0.1,-,Superliga
Bautista Merlini,0.9,0.6,-,0.3,Superliga
Lautaro Guzmán,0.5,0.3,-,0.3,Superliga
Sebastián Palacios,1.6,0.4,0.1,1.1,Superliga
Lucas Mancinelli,1,0.8,-,0.2,Superliga
Nicolás Miracco,1.2,0.4,-,0.8,Superliga
Mauro Bogado,1.1,0.9,-,0.1,Superliga
Maximiliano Comba,0.9,0.4,-,0.5,Superliga
Tomas Badaloni,1.1,0.3,0.1,0.7,Superliga
Román Martínez,-,-,-,-,Superliga
Fernando Evangelista,0.1,-,-,0.1,Superliga
Juan Vieyra,1,0.6,0.1,0.3,Superliga
Rafael García,-,-,-,-,Superliga
Matías Pellegrini,0.8,-,-,0.8,Superliga
Edwar López,1.4,0.1,0.3,1,Superliga
Junior Arias,-,-,-,-,Superliga
Zaid Romero,-,-,-,-,Superliga
Tomás Cuello,1.6,1.4,-,0.2,Superliga
Emanuel Coronel,-,-,-,-,Superliga
Pablo Cuadra,0.8,0.2,-,0.6,Superliga
Bruno Urribarri,0.6,0.4,-,0.3,Superliga
Gabriel Díaz,1,0.1,0.3,0.6,Superliga
Gabriel Florentín,0.6,0.2,-,0.4,Superliga
Damián Lemos,0.1,0.1,-,-,Superliga
Pablo Velázquez,1.3,1,-,0.3,Superliga
Nicolás Domingo,0.3,0.1,-,0.1,Superliga
Agustín Manzur,0.7,0.4,-,0.2,Superliga
Matías Alustiza,1.3,0.5,-,0.8,Superliga
Carlos Araujo,0.1,-,0.1,-,Superliga
Mariano Peralta Bauer,-,-,-,-,Superliga
Nahuel Yeri,0.3,0.3,-,-,Superliga
Tomás Belmonte,0.3,-,-,0.3,Superliga
Mauro Pittón,0.5,0.4,-,0.1,Superliga
Miguel Brizuela,0.5,-,-,0.5,Superliga
Agustín Allione,0.2,-,-,0.2,Superliga
Ignacio Chicco,-,-,-,-,Superliga
Matías Romero,0.5,0.4,-,0.1,Superliga
Nicolás Romat,-,-,-,-,Superliga
Franco Mussis,1.1,1.1,-,-,Superliga
Julián Chicco,1.1,0.9,-,0.2,Superliga
Rafael Pérez,0.2,-,-,0.2,Superliga
Damián Schmidt,0.5,-,-,0.5,Superliga
Federico Navarro,0.1,0.1,-,-,Superliga
Sebastián Dubarbier,0.3,0.1,-,0.1,Superliga
Adonis Frias,0.8,-,-,0.8,Superliga
Ramiro Carrera,1.1,0.4,-,0.7,Superliga
Matías Vera,-,-,-,-,Superliga
Ricardo Álvarez,-,-,-,-,Superliga
Santiago Pierotti,-,-,-,-,Superliga
Nicolás Correa,0.7,-,-,0.7,Superliga
Nicolás Delgadillo,0.5,0.4,-,0.1,Superliga
Sergio Barreto,0.3,-,-,0.3,Superliga
Tomás Chancalay,1.9,1.5,-,0.4,Superliga
Horacio Tijanovich,1.3,0.1,0.2,1,Superliga
Miguel Merentiel,1.2,0.5,-,0.7,Superliga
Lucas Villarruel,0.1,-,-,0.1,Superliga
Rodrigo Salinas,1.1,0.2,-,0.9,Superliga
Santiago Briñone,0.6,0.6,-,-,Superliga
Nicolás Silva,0.6,0.4,-,0.1,Superliga
Fabricio Coloccini,0.3,0.1,-,0.2,Superliga
Joao Rodríguez,0.9,0.5,-,0.4,Superliga
Enzo Coacci,1,0.7,-,0.3,Superliga
Santiago Vergini,0.4,0.2,-,0.2,Superliga
Damián Martínez,0.8,0.7,-,0.2,Superliga
Claudio Spinelli,1.4,0.3,0.1,1,Superliga
Nicolás Colazo,0.1,0.1,-,-,Superliga
Agustín Bolivar,0.3,0.3,-,-,Superliga
Dardo Miloc,0.1,0.1,-,-,Superliga
Franco Quiroz,1.3,1,-,0.3,Superliga
Thomas Ortega,-,-,-,-,Superliga
Nicolás Bazzana,0.2,-,-,0.2,Superliga
Roberto Ramírez,-,-,-,-,Superliga
Federico Marín,-,-,-,-,Superliga
Gastón Ávila,-,-,-,-,Superliga
Jorge Cáceres,-,-,-,-,Superliga
Augusto Lotti,0.8,0.1,0.1,0.6,Superliga
Gabriel Carrasco,-,-,-,-,Superliga
Jorge Aruga,-,-,-,-,Superliga
Francisco Gerometta,-,-,-,-,Superliga
Maximiliano Centurión,-,-,-,-,Superliga
Leandro Maciel,0.7,0.4,0.1,0.3,Superliga
Lucas Necul,0.6,0.4,-,0.2,Superliga
Lucas Villarruel,-,-,-,-,Superliga
Brian Farioli,0.6,0.4,-,0.2,Superliga
Sebastián Lomónaco,0.9,0.1,-,0.8,Superliga
José Adolfo Valencia,0.8,0.3,0.1,0.4,Superliga
Gabriel Esparza,0.3,0.1,-,0.2,Superliga
Jonás Gutiérrez,-,-,-,-,Superliga
Dany Cure,0.6,-,-,0.6,Superliga
Enzo Cabrera,-,-,-,-,Superliga
Joaquín Indacoechea,0.3,-,-,0.3,Superliga
Luis Sequeira,-,-,-,-,Superliga
Enzo Ybañez,-,-,-,-,Superliga
Alan Ruiz,1.2,0.8,-,0.3,Superliga
José Luis Rodríguez,1,-,-,1,Superliga
Juan Nardoni,-,-,-,-,Superliga
Lucas Orellano,0.8,0.8,-,-,Superliga
Gastón Comas,0.8,0.4,-,0.4,Superliga
Alexis Rodríguez,0.7,0.1,0.1,0.5,Superliga
Franco Pérez,0.6,0.1,-,0.4,Superliga
Alexander Díaz,0.9,0.4,-,0.5,Superliga
Juan Zurbriggen,-,-,-,-,Superliga
Ramiro Ruiz Rodriguez,-,-,-,-,Superliga
Renzo Paparelli,-,-,-,-,Superliga
Mauro Da Luz,0.8,0.2,-,0.6,Superliga
Hugo Silveira,1.4,-,0.1,1.3,Superliga
Matías Moya,1,0.6,-,0.4,Superliga
Marcelo Freites,0.6,0.3,-,0.2,Superliga
Andrés Mehring,-,-,-,-,Superliga
José Barreto,0.9,0.1,-,0.8,Superliga
Facundo Pons,0.7,0.3,0.3,-,Superliga
Braian Ojeda,0.6,0.2,-,0.4,Superliga
Jesús Vargas,0.6,0.2,-,0.4,Superliga
Leonardo Villalba,0.5,0.3,-,0.2,Superliga
Alfonso Parot,-,-,-,-,Superliga
Mateo Montenegro,-,-,-,-,Superliga
Alan Marinelli,-,-,-,-,Superliga
Nicolás Orsini,0.4,0.1,-,0.3,Superliga
Luciano Pizarro,-,-,-,-,Superliga
Leonel Picco,0.5,0.5,-,-,Superliga
Mauricio Caranta,-,-,-,-,Superliga
Joaquín Varela,0.3,0.2,-,0.2,Superliga
Fausto Montero,-,-,-,-,Superliga
Franco González,0.3,0.3,-,-,Superliga
Eugenio Isnaldo,0.5,0.5,-,-,Superliga
Janeiler Rivas,1,-,-,1,Superliga
Pablo Cortizo,-,-,-,-,Superliga
Gastón Lodico,0.3,-,-,0.3,Superliga
Lorenzo Faravelli,0.6,0.4,-,0.3,Superliga
Agustín Curruhinca,0.3,-,0.2,0.2,Superliga
Fabián Cubero,-,-,-,-,Superliga
Mauro Valiente,0.5,-,-,0.5,Superliga
Facundo Barboza,0.3,-,-,0.3,Superliga
Daniel Osvaldo,0.5,0.5,-,-,Superliga
Braian Álvarez,0.4,-,-,0.4,Superliga
Lucas Ríos,-,-,-,-,Superliga
Benjamín Rollheiser,1.3,0.3,-,1,Superliga
Martín Cañete,0.3,-,-,0.3,Superliga
Pablo Cuadra,0.2,-,-,0.2,Superliga
Francisco Fydriszewski,-,-,-,-,Superliga
Matías Gómez,0.3,0.2,-,0.2,Superliga
Álvaro Barreal,0.6,0.6,-,-,Superliga
Camilo Albornoz,-,-,-,-,Superliga
Cristian Chávez,1,0.7,-,0.3,Superliga
Nicolás Castro,0.3,0.3,-,-,Superliga
Ezequiel Cérica,0.7,0.2,-,0.5,Superliga
Facundo Tobares,-,-,-,-,Superliga
Federico Vietto,-,-,-,-,Superliga
Gustavo Toledo,0.3,0.3,-,-,Superliga
Agustín Fontana,0.8,0.2,0.1,0.5,Superliga
Nicolás Leguizamón,1.3,0.3,0.1,0.9,Superliga
Agustín Lagos,-,-,-,-,Superliga
Iván Maggi,-,-,-,-,Superliga
Damián Fernández,-,-,-,-,Superliga
Juan Franzoni,-,-,-,-,Superliga
Martín Payero,1,1,-,-,Superliga
Nicolás Fernández,0.5,0.3,0.3,-,Superliga
Raúl Bobadilla,1,-,-,1,Superliga
Alejo Antilef,0.8,0.3,-,0.5,Superliga
Bruno Bianchi,0.5,-,-,0.5,Superliga
Francisco Pizzini,-,-,-,-,Superliga
Giuliano Galoppo,-,-,-,-,Superliga
Ezequiel Navarro,-,-,-,-,Superliga
Sebastián Assis,0.5,0.5,-,-,Superliga
Joaquín Arzura,-,-,-,-,Superliga
Nahuel Barrios,0.5,0.5,-,-,Superliga
Cristian Chávez,0.4,0.1,-,0.3,Superliga
Franco Ibarra,-,-,-,-,Superliga
Nicolás Leguizamón,-,-,-,-,Superliga
Tomás Andrade,0.3,0.3,-,-,Superliga
Claudio Villagra,0.3,-,-,0.3,Superliga
Agustín Álvarez,-,-,-,-,Superliga
Francesco Lo Celso,-,-,-,-,Superliga
Israel Damonte,-,-,-,-,Superliga
Francisco Silva,-,-,-,-,Superliga
Matías Caruzzo,0.5,-,-,0.5,Superliga
Victor Ramis,0.2,-,-,0.2,Superliga
Facundo Farías,-,-,-,-,Superliga
Carlos Alcaraz,-,-,-,-,Superliga
Cristian Núñez,-,-,-,-,Superliga
Elías Pereyra,-,-,-,-,Superliga
Mauro Barraza,0.5,0.5,-,-,Superliga
Nicolás Avellaneda,-,-,-,-,Superliga
Leonel Ferroni,2,2,-,-,Superliga
Rodrigo Cabral,0.5,0.5,-,-,Superliga
Sebastián Cocimano,1,0.5,0.5,-,Superliga
Tobías Zarate,-,-,-,-,Superliga
Fabián Bordagaray,-,-,-,-,Superliga
Jorge Ortega,1,-,-,1,Superliga
Juan Miritello,-,-,-,-,Superliga
Néstor Ortigoza,-,-,-,-,Superliga
Luca Andrada,1,1,-,-,Superliga
Faustino Dettler,-,-,-,-,Superliga
Favio Cabral,-,-,-,-,Superliga
Franco Godoy,-,-,-,-,Superliga
Lucas Ambrogio,-,-,-,-,Superliga
Brian Fernández,1,-,-,1,Superliga
Fernando Cosciuc,-,-,-,-,Superliga
Braian Maidana,1,1,-,-,Superliga
Francisco González,-,-,-,-,Superliga
Rodrigo Contreras,0.7,0.3,-,0.3,Superliga
Agustin Hausch,-,-,-,-,Superliga
Hernán Burbano,-,-,-,-,Superliga
Rodrigo Villagra,-,-,-,-,Superliga
Marcos Peano,-,-,-,-,Superliga
Marcelo Herrera,0.5,-,-,0.5,Superliga
Nelson Insfrán,-,-,-,-,Superliga
Khalil Caraballo,-,-,-,-,Superliga
Guy Mbenza,3,-,1,2,Jupiler_league
Jéremy Doku,2,0.7,-,1.3,Jupiler_league
Paul Onuachu,3,0.2,0.6,2.2,Jupiler_league
Darren Keet,-,-,-,-,Jupiler_league
Ryota Morioka,1.4,1.1,-,0.3,Jupiler_league
Louis Verstraete,1.2,0.6,0.4,0.2,Jupiler_league
Krépin Diatta,2.7,1,0.1,1.7,Jupiler_league
Theo Bongonda,3,1.5,0.1,1.5,Jupiler_league
Noa Lang,2.9,0.8,0.2,1.9,Jupiler_league
Junya Ito,2.1,0.8,0.1,1.2,Jupiler_league
Dieumerci Mbokani,2.5,0.1,0.5,2,Jupiler_league
Selim Amallah,2.8,1.5,0.1,1.1,Jupiler_league
Raphael Holzhauser,1.9,0.9,-,1,Jupiler_league
Mandela Keita,-,-,-,-,Jupiler_league
Hans Vanaken,1.7,0.5,0.1,1.1,Jupiler_league
Tarik Tissoudali,2.6,0.7,0.1,1.8,Jupiler_league
Ruud Vormer,1.6,0.9,0.1,0.7,Jupiler_league
Thomas Henry,2.5,0.4,0.4,1.7,Jupiler_league
Rafael Romo,-,-,-,-,Jupiler_league
Xavier Mercier,1.8,1,-,0.8,Jupiler_league
Roman Yaremchuk,3,0.8,0.2,2,Jupiler_league
Maxime Busi,0.4,0.4,-,-,Jupiler_league
Bryan Heynen,0.8,0.6,-,0.2,Jupiler_league
Joris Kayembe,0.3,0.2,-,0.1,Jupiler_league
Joachim van Damme,1.5,0.8,0.3,0.4,Jupiler_league
Joakim Maehle,0.7,0.2,-,0.5,Jupiler_league
Vadis Odjidja-Ofoe,1.2,0.6,-,0.6,Jupiler_league
Strahinja Pavlovic,1.2,0.2,0.1,0.9,Jupiler_league
Alessio Castro-Montes,0.8,0.4,0.1,0.3,Jupiler_league
Hugo Siquet,0.6,0.3,-,0.3,Jupiler_league
Robin Himmelmann,-,-,-,-,Jupiler_league
Lior Refaelov,2.2,1,0.1,1.2,Jupiler_league
Zinho Vanheusden,0.5,0.3,-,0.3,Jupiler_league
Faiz Selemani,2.1,1.1,-,1,Jupiler_league
Michael Frey,2.2,0.6,0.1,1.5,Jupiler_league
Julien de Sart,1.8,1.3,-,0.5,Jupiler_league
Moussa Sissako,0.3,0.3,-,-,Jupiler_league
Albert Sambi Lokonga,1.2,1.2,-,0.1,Jupiler_league
Konstantinos Laifis,1.3,0.7,-,0.5,Jupiler_league
Daniel Muñoz,0.6,0.1,0.1,0.4,Jupiler_league
Yuma Suzuki,2,0.4,0.3,1.3,Jupiler_league
Abdoulaye Seck,0.8,0.1,0.2,0.5,Jupiler_league
Ognjen Vranjes,0.5,-,0.3,0.3,Jupiler_league
Gianni Bruno,3.2,0.8,0.4,2,Jupiler_league
Lukas Nmecha,2.8,0.7,0.2,2,Jupiler_league
Nuno da Costa,2.4,0.7,0.4,1.4,Jupiler_league
Junior Pius,0.3,-,-,0.3,Jupiler_league
Laurent Henkinet,-,-,-,-,Jupiler_league
Yevhenii Makarenko,0.9,0.6,-,0.3,Jupiler_league
Charles De Ketelaere,1.3,0.4,0.1,0.7,Jupiler_league
Sebastien Bruzzese,-,-,-,-,Jupiler_league
Bas Dost,1.8,0.1,0.4,1.4,Jupiler_league
Andrew Hjulsager,2.5,1.4,0.1,1,Jupiler_league
Clinton Mata,0.3,0.2,-,0.1,Jupiler_league
Maxime D'Arpino,0.8,0.7,-,0.1,Jupiler_league
Rob Schoofs,2,1,-,1,Jupiler_league
Nicolas Gavory,0.5,0.4,-,0.1,Jupiler_league
Alexis Gamboa,0.1,0.1,-,-,Jupiler_league
Klauss,2.8,0.5,0.3,2,Jupiler_league
Alexandre De Bruyn,1.5,-,1,0.5,Jupiler_league
Percy Tau,2.3,0.8,0.1,1.4,Jupiler_league
Merveille Bokadi,0.8,0.1,0.1,0.6,Jupiler_league
Brandon Mechele,0.4,0.1,0.1,0.3,Jupiler_league
Knowledge Musona,3.1,1.4,-,1.6,Jupiler_league
Aboubakary Koita,2.2,1.6,-,0.6,Jupiler_league
Geoffrey Hairemans,1.7,0.9,-,0.8,Jupiler_league
Jan Van den Bergh,0.6,0.1,0.2,0.3,Jupiler_league
Frédéric Duplus,1.2,0.7,-,0.5,Jupiler_league
Sven Kums,0.7,0.5,-,0.2,Jupiler_league
Jordan Botaka,0.8,0.6,-,0.2,Jupiler_league
Adrien Trebel,0.9,0.8,-,0.1,Jupiler_league
Maarten Vandevoordt,-,-,-,-,Jupiler_league
Kristian Thorstvedt,1.2,0.6,0.1,0.5,Jupiler_league
Peter Zulj,1,0.6,0.1,0.3,Jupiler_league
Terem Moffi,2,0.5,-,1.5,Jupiler_league
Arthur Theate,0.6,0.2,0.1,0.2,Jupiler_league
Junior Pius,0.7,-,0.2,0.5,Jupiler_league
Thomas Kaminski,-,-,-,-,Jupiler_league
Noe Dussenne,0.9,-,0.1,0.8,Jupiler_league
Eduard Sobol,1.1,0.8,-,0.3,Jupiler_league
Ali Gholizadeh,1.9,0.9,0.1,0.9,Jupiler_league
Louis Bostyn,-,-,-,-,Jupiler_league
Damien Marcq,0.5,0.4,0.1,0.1,Jupiler_league
Michael Murillo,0.8,0.1,0.2,0.5,Jupiler_league
Saad Agouzoul,0.7,0.1,0.1,0.5,Jupiler_league
Louis Patris,-,-,-,-,Jupiler_league
Ilombe Mboyo,2.2,0.5,0.1,1.6,Jupiler_league
Stef Peeters,1.6,1.3,-,0.3,Jupiler_league
Jere Uronen,0.6,0.3,-,0.3,Jupiler_league
Jean Marcelin,0.8,0.1,0.2,0.6,Jupiler_league
Osman Bukari,2.1,0.7,-,1.3,Jupiler_league
Mergim Vojvoda,-,-,-,-,Jupiler_league
Paul Mukairu,1.1,0.2,-,0.9,Jupiler_league
Kylian Hazard,1.4,0.9,-,0.5,Jupiler_league
Collins Fai,0.5,0.3,-,0.2,Jupiler_league
Simon Deli,0.5,0.2,-,0.3,Jupiler_league
Smail Prevljak,2.6,0.4,0.3,1.9,Jupiler_league
Casper de Norre,0.7,0.4,-,0.3,Jupiler_league
Giorgi Chakvetadze,1.7,1,-,0.7,Jupiler_league
Alessandro Ciranni,0.6,0.5,-,-,Jupiler_league
Nordin Jackers,-,-,-,-,Jupiler_league
Ibrahima Seck,1.1,0.2,0.1,0.9,Jupiler_league
Jack Hendry,0.3,-,0.1,0.2,Jupiler_league
Didier Lamkel Ze,2.3,0.7,0.1,1.5,Jupiler_league
Dino Hotic,1.4,1.1,-,0.3,Jupiler_league
Tarik Tissoudali,1.3,0.3,0.2,0.8,Jupiler_league
Zinho Gano,2,0.1,0.4,1.5,Jupiler_league
Niklas Dorsch,0.6,0.3,-,0.2,Jupiler_league
Bogdan Mykhaylichenko,0.5,0.4,-,0.1,Jupiler_league
Jérémy Taravel,0.4,0.1,0.2,0.2,Jupiler_league
Ognjen Vranjes,0.6,-,-,0.6,Jupiler_league
Ike Ugbo,1.8,0.1,0.3,1.4,Jupiler_league
Christian Brüls,1.7,1.3,-,0.4,Jupiler_league
Daiki Hashioka,1,0.5,-,0.5,Jupiler_league
Milad Mohammadi,1,0.6,-,0.4,Jupiler_league
Kerim Mrabti,1.6,0.5,0.1,0.9,Jupiler_league
Dimitri Lavalée,0.7,0.4,-,0.4,Jupiler_league
Gilles Dewaele,1,0.4,-,0.6,Jupiler_league
Ryan Sanusi,0.8,0.5,-,0.3,Jupiler_league
Ismaila Coulibaly,1.8,1.2,-,0.6,Jupiler_league
Jean Onana,1.1,0.5,-,0.6,Jupiler_league
Núrio Fortuna,0.8,0.4,-,0.3,Jupiler_league
Trent Sainsbury,0.8,0.2,0.1,0.5,Jupiler_league
Ritchie de Laet,0.3,0.1,0.1,0.2,Jupiler_league
Jonathan Buatu,0.2,-,0.1,0.1,Jupiler_league
Vaclav Jemelka,0.1,-,-,-,Jupiler_league
Dylan Ouédraogo,-,-,-,-,Jupiler_league
Jean-Luc Dompé,1.2,0.5,-,0.7,Jupiler_league
Mamadou Fall,1.1,0.2,0.1,0.9,Jupiler_league
Ortwin De Wolf,-,-,-,-,Jupiler_league
Kamal Sowah,2.2,1.1,-,1,Jupiler_league
Dorian Dessoleil,0.7,0.1,0.1,0.5,Jupiler_league
Omar Govea,1.3,1.2,-,0.1,Jupiler_league
