Name,Total_shots,OutOfBox,SixYardBox,PenaltyArea,League
Zafer Görgen,-,-,-,-,Super_lig
Endri Cekici,1.6,1,-,0.6,Super_lig
Erdogan Yesilyurt,1.6,0.8,0.1,0.7,Super_lig
Teenage Hadebe,0.3,-,0.1,0.2,Super_lig
Ogulcan Çaglayan,1.4,0.2,0.2,1,Super_lig
Mykola Morozyuk,0.4,0.3,-,0.1,Super_lig
Eray Birnican,-,-,-,-,Super_lig
Cenk Ahmet Alkilic,0.8,0.5,-,0.2,Super_lig
Atakan Ridvan Çankaya,0.2,-,0.1,-,Super_lig
Alexandros Katranis,0.4,0.2,-,0.1,Super_lig
Hüseyin Türkmen,0.3,-,0.1,0.2,Super_lig
Recep Niyaz,1.2,0.8,0.1,0.4,Super_lig
Aatif Chahechouhe,1.1,0.4,-,0.6,Super_lig
Fehmi Mert Günok,-,-,-,-,Super_lig
Zvonimir Sarlija,0.4,-,-,0.3,Super_lig
Irfan Can Egribayat,-,-,-,-,Super_lig
Nouha Dicko,1.6,0.4,0.3,0.9,Super_lig
Yusuf Abdioglu,0.1,-,-,-,Super_lig
Adis Jahovic,1.5,0.3,0.1,1.2,Super_lig
Abdurrahim Dursun,0.5,0.5,-,-,Super_lig
Milan Skoda,1.8,0.1,0.1,1.6,Super_lig
Boli Bolingoli-Mbombo,0.3,0.2,-,0.1,Super_lig
Hakan Özmert,1,0.8,-,0.2,Super_lig
Bangaly-Fodé Koita,1.6,0.3,0.1,1.2,Super_lig
Oussama Haddadi,0.3,0.1,-,0.2,Super_lig
Ramazan Civelek,0.1,0.1,-,-,Super_lig
Eric Lichaj,0.1,0.1,-,-,Super_lig
Amedej Vetrih,0.3,0.2,0.1,-,Super_lig
Jimmy Durmaz,0.9,0.5,-,0.4,Super_lig
Mesut Çaytemel,0.2,0.2,-,-,Super_lig
Pawel Olkowski,0.4,0.1,-,0.3,Super_lig
Kubilay Kanatsizkus,1,0.1,0.1,0.7,Super_lig
Arvydas Novikovas,1.7,1,-,0.7,Super_lig
Strahil Popov,0.4,0.3,-,0.2,Super_lig
Yalcin Kayan,0.3,0.1,-,0.2,Super_lig
Nehuén Paz,0.3,-,0.1,0.3,Super_lig
Aliou Badji,1.5,0.1,0.3,1.1,Super_lig
Miguel Lopes,0.8,0.1,-,0.7,Super_lig
Alper Potuk,1,0.3,-,0.7,Super_lig
Marko Mihojevic,0.4,0.1,0.1,0.1,Super_lig
Batuhan Unsal,-,-,-,-,Super_lig
Necip Uysal,0.2,0.1,-,0.1,Super_lig
Jean-Armel Kana-Biyik,0.3,-,0.2,0.1,Super_lig
Khouma Babacar,2.6,1.1,0.1,1.4,Super_lig
Danijel Aleksic,1.8,0.7,0.1,0.9,Super_lig
Loïc Rémy,1.6,0.4,0.1,1.2,Super_lig
Aksel Aktas,1,0.7,-,0.3,Super_lig
Kevin Mirallas,1.5,0.6,0.1,0.9,Super_lig
Selim Ay,0.2,-,0.1,0.1,Super_lig
Zoran Kvrzic,0.8,0.4,-,0.4,Super_lig
Joseph Martin Paintsil,1.5,0.5,0.1,1,Super_lig
Marin Anicic,0.5,-,-,0.5,Super_lig
Aaron Appindangoyé,0.7,0.2,-,0.5,Super_lig
Efe Tatli,0.7,0.3,-,0.3,Super_lig
Mert Hakan Yandas,1.3,0.6,0.1,0.6,Super_lig
Samba Camara,0.2,-,-,0.2,Super_lig
Mustafa Eskihellac,0.6,0.3,-,0.2,Super_lig
Gökhan Akkan,-,-,-,-,Super_lig
Fatih Kuruçuk,0.4,0.1,-,0.3,Super_lig
Fabiano,0.7,0.3,0.1,0.3,Super_lig
Berkan Kutlu,1.2,0.7,0.1,0.4,Super_lig
Ante Kulusic,0.2,-,-,0.2,Super_lig
Ismail Cipe,-,-,-,-,Super_lig
Artur Sobiech,0.9,-,0.1,0.8,Super_lig
Júnior Morais,0.2,0.1,-,-,Super_lig
Lamine Gassama,-,-,-,-,Super_lig
Fedor Kudryashov,0.1,-,0.1,0.1,Super_lig
Dimitrios Kolovetsios,0.4,-,0.1,0.3,Super_lig
Ruud Boffin,-,-,-,-,Super_lig
Kayacan Erdogan,-,-,-,-,Super_lig
Zanka,-,-,-,-,Super_lig
Jakub Szumski,-,-,-,-,Super_lig
Fatih Aksoy,0.4,0.1,-,0.3,Super_lig
Oguz Yilmaz,0.3,-,0.1,0.3,Super_lig
Ulas Zengin,-,-,-,-,Super_lig
Omer Bayram,0.4,0.2,-,0.2,Super_lig
Moryke Fofana,0.7,0.1,-,0.6,Super_lig
Ertugrul Taskiran,-,-,-,-,Super_lig
Omer Ali Sahiner,0.4,0.3,-,0.1,Super_lig
Balázs Megyeri,-,-,-,-,Super_lig
Oghenekaro Etebo,0.3,0.3,-,-,Super_lig
Mesut Özil,0.7,0.3,0.1,0.3,Super_lig
Torgeir Børven,1,-,0.2,0.8,Super_lig
Afriyie Acquah,0.7,0.5,-,0.3,Super_lig
Bright Samuel,0.7,0.1,-,0.6,Super_lig
Godfred Donsah,0.5,0.3,-,0.3,Super_lig
Erdi Dikmen,0.2,-,-,0.2,Super_lig
Emir Dilaver,0.1,-,-,0.1,Super_lig
Deni Milosevic,1,0.5,-,0.4,Super_lig
Manolis Siopis,0.2,0.2,-,-,Super_lig
Ayman Ben Mohamed,-,-,-,-,Super_lig
Atila Turan,0.4,0.4,-,-,Super_lig
Saba Lobzhanidze,1.2,0.3,0.1,0.8,Super_lig
Akin Alkan,-,-,-,-,Super_lig
Tayfur Bingöl,0.6,0.1,-,0.5,Super_lig
Ozer Ozdemir,0.2,0.1,-,0.1,Super_lig
Hasan Huseyin Acar,1.6,1,-,0.6,Super_lig
Muhammed Kerem Akturkoglu,1.1,0.4,-,0.7,Super_lig
Fabrício Baiano,0.6,0.3,-,0.3,Super_lig
Tolga Cigerci,0.3,0.3,-,-,Super_lig
Korcan Celikay,-,-,-,-,Super_lig
Dorukhan Tokoz,0.2,0.1,-,0.1,Super_lig
Eren Albayrak,0.2,0.2,-,-,Super_lig
Hasan Hatipoglu,0.8,-,0.2,0.6,Super_lig
Zlatko Tripic,0.8,0.5,-,0.4,Super_lig
Mikkel Diskerud,0.4,0.2,-,0.3,Super_lig
Claudemir,0.3,0.2,-,0.1,Super_lig
Tiago Lopes,0.6,0.3,-,0.3,Super_lig
Ramazan Kose,-,-,-,-,Super_lig
Ferhat Kaplan,-,-,-,-,Super_lig
Sidney Sam,1.2,0.5,0.1,0.6,Super_lig
Bogdan Stancu,1.2,0.2,0.1,0.8,Super_lig
Bilal Basacikoglu,0.7,0.2,-,0.5,Super_lig
Artem Kravets,1.6,0.2,0.1,1.2,Super_lig
Olarenwaju Kayode,1.2,0.2,0.3,0.7,Super_lig
Baris Yardimci,0.4,0.2,-,0.2,Super_lig
Titi,0.3,-,0.1,0.2,Super_lig
Zakarya Bergdich,-,-,-,-,Super_lig
Ricardo Gomes,2.1,0.6,0.2,1.2,Super_lig
Lukas Podolski,1.4,0.5,-,0.8,Super_lig
Damjan Djokovic,1.2,1.1,0.1,0.1,Super_lig
Semih Kaya,0.4,-,0.1,0.3,Super_lig
Aziz Behich,0.4,0.2,-,0.2,Super_lig
Okan Kocuk,-,-,-,-,Super_lig
Murat Paluli,0.3,0.1,-,0.1,Super_lig
Mustafa Pektemek,1.1,0.2,0.1,0.8,Super_lig
Robert Piris da Motta,0.7,0.2,-,0.4,Super_lig
Oguzhan Ozyakup,0.7,0.5,-,0.3,Super_lig
Oltan Karakullukcu,1,0.1,0.1,0.8,Super_lig
Oguz Ceylan,0.4,0.2,0.1,0.1,Super_lig
Mattias Johansson,0.8,0.6,-,0.2,Super_lig
Beykan Simsek,0.5,0.3,0.2,-,Super_lig
Gabriel Obertan,0.9,0.4,-,0.4,Super_lig
Marcelo Goiano,-,-,-,-,Super_lig
Adil Demirbag,0.3,0.1,-,0.3,Super_lig
Jonathan Bolingi,0.9,0.2,0.1,0.6,Super_lig
Caner Osmanpasa,0.4,-,-,0.3,Super_lig
Javi Montero,0.2,0.1,-,0.1,Super_lig
Baris Yardimci,-,-,-,-,Super_lig
Carlos Ponck,0.4,0.1,0.1,0.3,Super_lig
Sefa Yilmaz,1.1,0.2,0.1,0.8,Super_lig
Alaaddin Okumus,-,-,-,-,Super_lig
Tomas Brecka,0.1,-,-,0.1,Super_lig
Peter Zulj,1.4,0.4,0.1,0.8,Super_lig
Marafona,0.1,-,-,0.1,Super_lig
Alin Tosca,0.2,-,-,0.1,Super_lig
João Pereira,-,-,-,-,Super_lig
Emiliano Viviano,-,-,-,-,Super_lig
Levan Shengelia,1.1,0.6,0.1,0.4,Super_lig
Jean-Claude Billong,0.2,-,-,0.2,Super_lig
Marcel Tisserand,0.4,-,0.2,0.2,Super_lig
Jeremain Lens,0.5,0.3,0.1,0.2,Super_lig
Ibrahim Akdag,0.6,0.6,-,-,Super_lig
Gilbert Koomson,0.3,-,-,0.3,Super_lig
Gokhan Kardes,-,-,-,-,Super_lig
Cristian Sapunaru,0.3,0.1,-,0.2,Super_lig
Dimitrios Chatziisaias,-,-,-,-,Super_lig
Danny Drinkwater,0.4,0.2,-,0.2,Super_lig
Guray Vural,0.9,0.6,-,0.3,Super_lig
Kevin Varga,0.9,0.3,-,0.6,Super_lig
Wilfried Kanga,1.6,0.3,-,1.3,Super_lig
Ilhan Parlak,1.2,0.3,0.1,0.8,Super_lig
Adam Bareiro,1.5,0.2,0.2,1,Super_lig
Jefferson,0.7,0.3,0.1,0.3,Super_lig
Ibrahim Sehic,-,-,-,-,Super_lig
Berkay Özcan,0.5,0.3,-,0.2,Super_lig
Omer Ali Sahiner,0.5,0.2,-,0.3,Super_lig
Aaron Lennon,0.3,0.1,-,0.3,Super_lig
Yasir Subasi,0.2,0.1,-,0.1,Super_lig
Vegar Eggen Hedenstad,0.3,0.2,-,0.1,Super_lig
Adis Jahovic,0.7,0.1,-,0.5,Super_lig
David Pavelka,-,-,-,-,Super_lig
Tarkan Serbest,0.2,0.1,0.1,0.1,Super_lig
Abdullah Durak,0.3,0.1,-,0.1,Super_lig
Léo Duarte,0.4,-,-,0.4,Super_lig
Erik Sabo,1,0.4,-,0.6,Super_lig
Alexandru Epureanu,0.5,0.1,-,0.4,Super_lig
Kubilay Aktas,0.2,-,0.1,0.1,Super_lig
Floyd Ayité,1.4,0.7,0.1,0.6,Super_lig
Tarik Cetin,-,-,-,-,Super_lig
Dario Melnjak,0.4,0.3,-,0.1,Super_lig
Murat Ucar,0.1,0.1,-,-,Super_lig
Joseph Attamah,0.4,0.4,-,0.1,Super_lig
Elbasan Rashani,0.8,0.2,-,0.7,Super_lig
Volkan Babacan,-,-,-,-,Super_lig
Giuliano,1.3,0.3,0.1,0.8,Super_lig
Manuel Fernandes,0.5,0.4,-,0.1,Super_lig
Costel Pantilimon,-,-,-,-,Super_lig
Enver Cenk Sahin,0.4,0.1,-,0.3,Super_lig
Arturo Mina,1.1,0.3,0.1,0.7,Super_lig
Kenan Özer,1.1,0.4,-,0.7,Super_lig
Derrick Luckassen,0.3,0.1,-,0.3,Super_lig
Petrus Boumal,0.3,0.2,-,0.1,Super_lig
Daniel Lukasik,0.7,0.4,-,0.2,Super_lig
Fredrik Gulbrandsen,1.4,0.3,0.1,1,Super_lig
Murat Akça,0.5,0.3,-,0.3,Super_lig
Alparslan Erdem,0.2,0.2,-,-,Super_lig
Mohammed Kesselly Kamara,0.8,0.1,-,0.6,Super_lig
Anthony Uzodimma,0.5,-,-,0.5,Super_lig
Anton Maglica,1.3,0.1,0.3,0.9,Super_lig
Isaac Sackey,0.4,0.1,-,0.3,Super_lig
Dominik Furman,0.5,0.3,-,0.1,Super_lig
Evren Eren Elmali,0.3,0.3,-,-,Super_lig
Rafael,0.8,0.4,-,0.4,Super_lig
Jesse Sekidika,1,0.3,-,0.7,Super_lig
Youssouf Ndayishimiye,0.1,0.1,-,0.1,Super_lig
Ziya Erdal,0.1,0.1,-,0.1,Super_lig
Flávio,0.5,0.2,0.1,0.3,Super_lig
Anderson Esiti,0.3,0.2,-,0.1,Super_lig
Júnior Caiçara,-,-,-,-,Super_lig
Paolo Hurtado,1.2,0.5,0.2,0.5,Super_lig
Papiss Demba Cissé,1.1,0.1,0.3,0.6,Super_lig
Konrad Michalak,0.6,0.3,-,0.3,Super_lig
Seyed Majid Hosseini,-,-,-,-,Super_lig
Michal Pazdan,0.3,-,-,0.3,Super_lig
Amar Rahmanovic,0.9,0.2,0.1,0.6,Super_lig
Gökdeniz Bayrakdar,1.4,0.5,0.1,0.9,Super_lig
Tunay Torun,0.7,0.4,-,0.4,Super_lig
Marvin Bakalorz,0.5,0.3,-,0.3,Super_lig
Johanna Omolo,0.6,0.2,0.3,0.2,Super_lig
Junior Fernandes,1.2,0.4,0.2,0.6,Super_lig
Gökhan Töre,1,0.4,-,0.6,Super_lig
Radoslaw Murawski,0.3,0.3,-,0.1,Super_lig
Ahmet Gulay,-,-,-,-,Super_lig
Ersin Destanoglu,-,-,-,-,Super_lig
Damian Kadzior,0.9,0.6,0.1,0.3,Super_lig
Koray Altinay,0.2,-,-,0.1,Super_lig
Emre Güral,1.3,0.7,0.1,0.5,Super_lig
Filip Novák,0.2,-,0.1,0.1,Super_lig
Isaac Cofie,0.3,0.2,-,0.1,Super_lig
Cenk Gönen,-,-,-,-,Super_lig
Mehmet Erdem Ugurlu,-,-,-,-,Super_lig
Dogukan Sinik,0.9,0.5,-,0.3,Super_lig
Kaan Kanak,0.8,0.5,-,0.2,Super_lig
Rahman Bugra Cagiran,0.7,0.6,0.1,-,Super_lig
Demba Ba,2.5,0.7,0.3,1.4,Super_lig
Kerim Alici,0.2,-,-,0.2,Super_lig
Oguzhan Capar,-,-,-,-,Super_lig
Soner Dikmen,1,0.6,0.1,0.3,Super_lig
Ertugrul Ersoy,-,-,-,-,Super_lig
Osman Celik,0.3,0.1,-,0.2,Super_lig
Erkan Kas,0.3,-,-,0.3,Super_lig
Selim Ilgaz,0.5,0.3,-,0.2,Super_lig
Efkan Bekiroglu,1.2,0.8,-,0.4,Super_lig
Ilhan Parlak,1,-,-,1,Super_lig
Musa Cagiran,0.7,0.3,0.1,0.3,Super_lig
Benik Afobe,0.8,-,0.1,0.6,Super_lig
Mahmut Tekdemir,0.6,0.2,0.1,0.4,Super_lig
Hasan Ali Kaldirim,0.4,0.3,-,0.1,Super_lig
Fabien Farnolle,-,-,-,-,Super_lig
Onur Bulut,0.6,0.4,-,0.2,Super_lig
Mitchell Donald,0.4,0.1,-,0.3,Super_lig
Mirza Cihan,0.5,0.5,-,-,Super_lig
Rashid,0.6,0.6,-,0.1,Super_lig
Ersan Gülüm,0.2,0.1,-,0.1,Super_lig
Mete Demir,1.8,0.8,-,1,Super_lig
Stephen Mallan,1.1,0.7,-,0.4,Super_lig
Kamil Ahmet Çörekçi,0.3,0.3,-,0.1,Super_lig
Ugur Uçar,0.1,-,-,0.1,Super_lig
Pierre-Yves Polomat,0.2,0.2,-,0.1,Super_lig
Cemali Sertel,0.3,0.1,-,0.2,Super_lig
Enzo Crivelli,1,0.1,0.1,0.9,Super_lig
Hasan Ayaroglu,0.2,0.1,-,0.2,Super_lig
Denis Alibec,1.1,0.7,-,0.3,Super_lig
Yunus Malli,0.5,0.4,-,0.1,Super_lig
Alexander Søderlund,1.1,-,0.2,0.9,Super_lig
Besard Sabovic,0.5,0.4,-,0.2,Super_lig
Sinan Gümüs,1.1,0.3,-,0.7,Super_lig
Zargo Toure,0.3,0.1,-,0.1,Super_lig
Sakib Aytac,0.1,-,0.1,0.1,Super_lig
Amedej Vetrih,-,-,-,-,Super_lig
Giovanni Sio,1.7,0.9,0.1,0.7,Super_lig
Rahmetullah Berisbek,0.1,0.1,-,0.1,Super_lig
Abdulkadir Sunger,-,-,-,-,Super_lig
Márcio Mossoró,0.2,0.1,-,0.1,Super_lig
Ramazan Civelek,0.2,0.2,-,0.1,Super_lig
Ceyhun Gülselam,0.8,0.2,-,0.5,Super_lig
Paul Mukairu,-,-,-,-,Super_lig
Mustafa Akbas,0.2,-,-,0.2,Super_lig
Ricardo Friedrich,-,-,-,-,Super_lig
Geraldo,0.8,0.4,0.1,0.4,Super_lig
Alper Uludag,0.3,-,-,0.3,Super_lig
Mehmet Goktug Bakirbas,-,-,-,-,Super_lig
Mamadou Samassa,-,-,-,-,Super_lig
Dogan Erdogan,0.3,0.2,-,0.2,Super_lig
Fede Varela,0.3,-,-,0.3,Super_lig
Yusuf Sari,0.7,0.4,-,0.3,Super_lig
Guven Yalcin,0.9,0.4,0.2,0.4,Super_lig
Bulent Cevahir,0.1,0.1,-,-,Super_lig
Burak Camoglu,0.1,0.1,-,0.1,Super_lig
Dever Orgill,0.8,0.1,-,0.7,Super_lig
André Sousa,0.5,0.4,-,0.1,Super_lig
Ferdi Kadioglu,0.4,0.3,-,0.1,Super_lig
Muris Mesanovic,1.2,0.3,0.1,0.8,Super_lig
Ibrahim Sissoko,0.4,0.1,-,0.3,Super_lig
Veton Tusha,0.6,0.2,-,0.5,Super_lig
Yannis Salibur,1.3,0.5,-,0.8,Super_lig
Umut Günes,0.6,0.3,-,0.3,Super_lig
Ali Eren Iyican,-,-,-,-,Super_lig
Mert Yilmaz,0.2,0.2,-,-,Super_lig
Yaw Ackah,0.1,0.1,-,-,Super_lig
Umut Bulut,0.7,-,0.2,0.5,Super_lig
Farouk Miya,0.7,0.4,-,0.3,Super_lig
Alan Carius,1,0.6,0.1,0.3,Super_lig
Ismaël Diomandé,1.2,0.7,-,0.5,Super_lig
Ahmed Ildiz,0.5,0.4,-,0.1,Super_lig
Halil Pehlivan,0.1,-,-,-,Super_lig
Omurcan Artan,-,-,-,-,Super_lig
Murat Yildirim,0.3,0.2,-,0.2,Super_lig
Jody Lukoki,0.4,0.1,-,0.3,Super_lig
Gorkem Can,-,-,-,-,Super_lig
Murat Sarigül,-,-,-,-,Super_lig
Fernando,0.7,0.2,-,0.5,Super_lig
Jorge Félix,0.5,0.1,0.1,0.4,Super_lig
Jimmy Durmaz,1,-,-,1,Super_lig
Kartal Kayra Yilmaz,-,-,-,-,Super_lig
Mirkan Aydin,0.5,0.1,-,0.4,Super_lig
Hasan Ayaroglu,1,-,-,1,Super_lig
Zakarya Bergdich,0.1,-,-,0.1,Super_lig
Omar Imeri,0.3,0.1,0.1,0.1,Super_lig
Bogdan Butko,-,-,-,-,Super_lig
Dusan Jovancic,-,-,-,-,Super_lig
Kemal Ademi,0.3,-,-,0.3,Super_lig
Kerim Frei,0.1,-,0.1,-,Super_lig
Harun Tekin,-,-,-,-,Super_lig
Brown Ideye,0.6,-,0.1,0.4,Super_lig
Erdon Daci,0.9,0.3,-,0.6,Super_lig
Guilherme,-,-,-,-,Super_lig
Hadi Sacko,0.7,0.1,0.1,0.5,Super_lig
Batuhan Kirdaroglu,-,-,-,-,Super_lig
Deniz Türüç,2,0.7,-,1.3,Super_lig
Jeremain Lens,1.5,-,1,0.5,Super_lig
André,0.7,0.2,0.1,0.5,Super_lig
Ismail Yüksek,1,1,-,-,Super_lig
Rashad Muhammed,1.3,0.2,-,1.1,Super_lig
Ahmet Oguz,-,-,-,-,Super_lig
Olcay Sahan,0.3,0.3,-,0.1,Super_lig
Oguz Guctekin,0.2,0.2,-,-,Super_lig
Assane Dioussé,0.4,0.2,-,0.2,Super_lig
Emirhan Kascioglu,0.3,-,-,0.3,Super_lig
Mevlüt Erdinç,1.2,0.1,0.3,0.8,Super_lig
Idriz Voca,0.3,0.2,-,0.2,Super_lig
Furkan Soyalp,0.3,0.2,-,0.1,Super_lig
Yasin Öztekin,0.6,0.5,-,0.2,Super_lig
Berat Kalkan,-,-,-,-,Super_lig
Hasan Yesilyurt,0.3,0.3,-,-,Super_lig
Valentine Ozornwafor,-,-,-,-,Super_lig
Feyzi Yildirim,0.1,0.1,-,-,Super_lig
Ali Yavuz Kol,0.6,0.3,-,0.4,Super_lig
Zvonimir Kozulj,0.4,0.4,-,-,Super_lig
Gökhan Karadeniz,0.9,0.4,-,0.4,Super_lig
Yasin Pehlivan,0.1,-,-,0.1,Super_lig
Kemal Ademi,1.5,0.2,0.2,1.2,Super_lig
Casimir Ninga,0.5,0.1,0.1,0.3,Super_lig
Azubuike Okechukwu,0.1,0.1,-,-,Super_lig
Berk Yildiz,-,-,-,-,Super_lig
Emre Colak,0.4,0.3,-,0.1,Super_lig
Muhammed Egemen Pehlivan,0.4,0.3,-,0.1,Super_lig
Ahmed Yasin,0.4,0.1,-,0.3,Super_lig
Ravil Tagir,-,-,-,-,Super_lig
Bora Kadioglu,-,-,-,-,Super_lig
Eric Ndizeye,-,-,-,-,Super_lig
Omer Uzun,1,-,-,1,Super_lig
Muhammet Özkal,0.4,-,0.1,0.3,Super_lig
Mustafa Çeçenoglu,0.8,0.8,-,-,Super_lig
Samuel Emem Eduok,0.5,0.3,-,0.3,Super_lig
Fousseni Diabaté,0.2,0.2,-,-,Super_lig
Hüseyin Altintas,-,-,-,-,Super_lig
Serdar Gurler,0.3,0.1,-,0.2,Super_lig
Muhammed Mert,0.2,0.2,-,-,Super_lig
Dogucan Haspolat,0.2,0.2,-,-,Super_lig
Hasan Huseyin Acar,-,-,-,-,Super_lig
Stefano Napoleoni,0.9,0.1,0.3,0.6,Super_lig
Kemal Rüzgar,0.1,-,-,0.1,Super_lig
Emin Bayram,-,-,-,-,Super_lig
Matthieu Dossevi,0.2,0.1,-,0.2,Super_lig
Dzenan Burekovic,0.2,0.2,-,0.1,Super_lig
Bilal Basacikoglu,0.3,0.2,0.1,0.1,Super_lig
Hélder Barbosa,0.8,0.2,-,0.6,Super_lig
Abdurrahman Canli,0.2,0.2,-,-,Super_lig
Ali Kaan Guneren,0.5,0.3,-,0.3,Super_lig
Nadir Ciftci,1,-,-,1,Super_lig
Lucas Mugni,0.6,0.3,-,0.3,Super_lig
Anil Koç,0.5,0.2,-,0.4,Super_lig
Serhat Ahmetoglu,0.5,0.5,-,-,Super_lig
Jetmir Topalli,1,0.2,0.2,0.6,Super_lig
Orkan Cinar,0.5,0.5,-,0.1,Super_lig
Kubilay Sönmez,0.1,-,-,0.1,Super_lig
Vato Arveladze,0.3,0.3,-,-,Super_lig
Burak Süleyman,0.2,-,-,0.2,Super_lig
Emre Demir,0.5,0.2,0.1,0.2,Super_lig
Özgür Cek,-,-,-,-,Super_lig
Ilker Karakas,0.6,0.2,0.1,0.4,Super_lig
Mucahit Albayrak,-,-,-,-,Super_lig
Omer Faruk Beyaz,-,-,-,-,Super_lig
Fernando Zuqui,0.5,0.4,-,0.1,Super_lig
Arouna Koné,0.5,0.1,0.2,0.2,Super_lig
Ender Aygören,0.3,-,-,0.3,Super_lig
Dogan Can Golpek,0.3,0.3,-,-,Super_lig
Sahverdi Cetin,0.4,0.3,-,0.1,Super_lig
Melih Okutan,0.3,-,-,0.3,Super_lig
Mostapha El Kabir,0.8,0.2,0.1,0.5,Super_lig
Ismail Guven,-,-,-,-,Super_lig
Mithat Pala,0.2,0.2,-,-,Super_lig
Yavuz Aygun,-,-,-,-,Super_lig
Zeki Yildirim,0.2,-,-,0.2,Super_lig
Kevin Luckassen,0.8,0.1,0.1,0.6,Super_lig
Yasin Dulger,0.4,0.3,-,0.1,Super_lig
Harrison Manzala,-,-,-,-,Super_lig
Muhammed Emin Sarikaya,0.3,0.3,-,-,Super_lig
Luka Adzic,0.7,0.3,0.1,0.4,Super_lig
Youssouf Kone,-,-,-,-,Super_lig
Ilhan Depe,0.3,0.3,-,-,Super_lig
Mustafa Hüseyin Seyhan,0.2,0.1,-,0.1,Super_lig
Aly Mallé,0.1,-,-,0.1,Super_lig
Safa Kinali,0.2,0.1,-,0.1,Super_lig
Ahmet Canbaz,0.5,0.5,-,-,Super_lig
Ali Yavuz Kol,0.5,-,-,0.5,Super_lig
Ufuk Akyol,0.3,0.2,-,0.1,Super_lig
Furkan Kulekci,0.5,0.5,-,-,Super_lig
Soner Örnek,1,-,0.3,0.8,Super_lig
Ahmet Karademir,-,-,-,-,Super_lig
Srdan Spiridonovic,-,-,-,-,Super_lig
Abdul-Aziz Tetteh,-,-,-,-,Super_lig
Nurettin Korkmaz,0.2,-,-,0.2,Super_lig
Joseph Akomadi,-,-,-,-,Super_lig
Mucahit Can Akcay,-,-,-,-,Super_lig
Kerem Atakan Kesgin,-,-,-,-,Super_lig
Kubilay Aktas,0.2,-,-,0.2,Super_lig
Mehmet Umut Nayir,-,-,-,-,Super_lig
Brahim Darri,0.3,0.3,-,-,Super_lig
Thuram,-,-,-,-,Super_lig
Jugurtha Hamroun,0.3,-,-,0.3,Super_lig
Mugdat Celik,0.2,-,0.1,0.1,Super_lig
Berke Gurbuz,-,-,-,-,Super_lig
Volkan Findikli,-,-,-,-,Super_lig
Embiya Ayyldiz,0.6,-,-,0.6,Super_lig
Mevlut Han Ekelik,-,-,-,-,Super_lig
Efe Binici,0.5,0.3,-,0.3,Super_lig
Abdullah Sahindere,-,-,-,-,Super_lig
Adem Dogan,-,-,-,-,Super_lig
Atakan Gündüz,-,-,-,-,Super_lig
Bartug Elmaz,-,-,-,-,Super_lig
Dogukan Emeksiz,-,-,-,-,Super_lig
Emir Dede,-,-,-,-,Super_lig
Emre Karaal,-,-,-,-,Super_lig
Erce Kardesler,-,-,-,-,Super_lig
Ferhat Erdogen,-,-,-,-,Super_lig
Hakan Yesil,-,-,-,-,Super_lig
Mahamadou Ba,1,-,-,1,Super_lig
Mert Sarikus,-,-,-,-,Super_lig
Muhammed Uzun,-,-,-,-,Super_lig
Muhammed Eren Kiryolcu,-,-,-,-,Super_lig
Murat Saglam,-,-,-,-,Super_lig
Yusuf Ozdemir,-,-,-,-,Super_lig
Alberk Koç,0.3,0.1,-,0.1,Super_lig
Cebrail Karayel,-,-,-,-,Super_lig
Jean-Armel Drole,-,-,-,-,Super_lig
Sami Gokhan Altiparmak,0.1,-,-,0.1,Super_lig
Yilmaz Basravi,-,-,-,-,Super_lig
Ömer Sismanoglu,0.3,-,-,0.3,Super_lig
Stiven Plaza,-,-,-,-,Super_lig
Atakan Üner,-,-,-,-,Super_lig
Erdogan Kaya,-,-,-,-,Super_lig
Mehmet Ali Ulaman,-,-,-,-,Super_lig
Fatih Yigit Sanliturk,-,-,-,-,Super_lig
Enes Karakus,0.5,-,-,0.5,Super_lig
Übeyd Adiyaman,-,-,-,-,Super_lig
Caglar Sahin Akbaba,-,-,-,-,Super_lig
Alpay Celebi,-,-,-,-,Super_lig
Armando Sadiku,0.8,0.2,-,0.6,Super_lig
Gerard Gohou,3,-,-,3,Super_lig
Guido Herrera,-,-,-,-,Super_lig
Yaw Ackah,0.5,0.5,-,-,Super_lig
Andre Biyogo Poko,-,-,-,-,Super_lig
Oytun Ozdogan,-,-,-,-,Super_lig
Emiliano Buendía,2.8,1.5,0.1,1.2,Championship
William Forrester,2,-,-,2,Championship
Kieffer Moore,2.5,0.4,0.4,1.8,Championship
Krystian Bielik,0.7,0.1,0.2,0.5,Championship
Joe Rodon,-,-,-,-,Championship
Ivan Toney,3,0.6,0.4,2.1,Championship
Michal Helik,0.6,-,0.3,0.3,Championship
Alfie Mawson,0.5,-,-,0.5,Championship
Connor Taylor,2,-,-,2,Championship
Arnaut Danjuma Groeneveld,2.1,0.9,0.1,1.2,Championship
Grant Hanley,0.6,-,0.2,0.4,Championship
Jordy de Wijs,0.7,-,0.1,0.6,Championship
Robert Dickie,0.5,0.1,0.1,0.4,Championship
Mads Andersen,0.5,-,0.1,0.4,Championship
Sean Morrison,0.8,-,0.2,0.6,Championship
Shaun Hutchinson,0.7,0.1,0.2,0.5,Championship
Adam Armstrong,4.7,1.4,0.1,3.3,Championship
Todd Cantwell,2,0.9,-,1.1,Championship
Ismaila Sarr,2.2,0.6,0.1,1.5,Championship
