,Unnamed: 0,Name,Team,Age,Apps,start_bench,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating,League,Tackles,Inter,Fouls,Offsides,Clear,Drb_past,Blocks,OwnG,Drb_per_game,Fouled,Off,Disp,UnsTch,Total_shots,OutOfBox,SixYardBox,PenaltyArea,KeyP,AvgP,Crosses,LongB,ThrB,Main_role,is_pos_c,is_pos_l,is_pos_r,secondary_role,is_pos_sec_c,is_pos_sec_l,is_pos_sec_r,third_role,is_pos_third_c,is_pos_third_l,is_pos_third_r,name,date_of_birth,height,foot,joined,contract_until,market_value,nationality_1,nationality_2,nationality_3
4974,4974,Marek Suchy,Augsburg,33,3,2,305,0,0,2,0,0.0,88.1,1.2,0,6.34,Bundesliga,0.8,0.8,1.0,1.2,1.8,0.2,0.6,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6,0.2,1.0,0.0, D,1,0,0,None,0,0,0,None,0,0,0,Marek Suchy,1988-03-29,1.83,right,2019-07-08,2021-06-30,500000.0,'Czech Republic',None,None
4975,4975,Mariano,Real Madrid,27,5,11,508,1,0,0,0,0.9,69.5,1.3,0,6.28,La_Liga,0.3,0.0,0.5,0.0,0.2,0.6,0.1,0,0.4,0.3,0.8,0.9,0.8,0.9,0.3,0.1,0.5,0.1,6.6,0.0,0.1,0.0, FW,1,0,0,None,0,0,0,None,0,0,0,Mariano,1986-06-23,1.77,right,2020-07-30,2022-12-31,700000.0,'Brazil',None,None
4976,4976,Mariano Andujar,Estudiantes,37,23,0,2070,0,0,2,0,0.0,70.6,0.3,0,6.61,Superliga,0.0,0.1,0.0,0.0,0.7,0.0,0.0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1,0.0,4.7,0.0, GK,1,0,0,None,0,0,0,None,0,0,0,Mariano Andujar,1983-07-30,1.94,right,2016-07-25,2022-12-31,1100000.0,'Argentina', 'Italy',None
4977,4977,Mariano Bittolo,Newell's Old Boys,31,23,0,2070,0,7,3,0,0.3,77.0,1.8,2,7.22,Superliga,2.6,1.7,0.6,0.3,2.7,1.3,0.1,0,0.8,0.8,0.0,0.6,1.1,0.3,0.1,0.0,0.2,1.7,38.1,1.4,2.1,0.0, D,0,1,0,None,0,0,0,None,0,0,0,Mariano Bittolo,1990-04-24,1.75,left,2018-07-28,2023-12-31,1100000.0,'Argentina', 'Italy',None
4978,4978,Mariano Peralta Bauer,San Lorenzo,23,0,2,55,0,0,1,0,0.0,81.3,0.0,0,6.37,Superliga,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,2.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0, FW,1,0,0,None,0,0,0,None,0,0,0,Mariano Peralta Bauer,1998-02-20,1.8,right,2020-01-03,2021-06-30,1300000.0,'Argentina',None,None
4979,4979,Marijan Cavar,Greuther Fuerth,23,0,1,2,0,0,0,0,0.0,0.0,0.0,0,6.17,Bundesliga_2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, M,1,0,0,None,0,0,0,None,0,0,0,Marijan Cavar,1998-02-02,1.84,right,2021-01-14,2021-06-30,250000.0,'Bosnia-Herzegovina', 'Croatia',None
4980,4980,Marin Anicic,Konyaspor,31,2,0,123,0,0,0,0,0.5,86.5,2.0,0,6.59,Super_lig,1.0,1.5,0.0,0.5,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,37.0,0.0,4.0,0.0, D,1,0,0,None,0,0,0,None,0,0,0,Marin Anicic,1989-08-17,1.92,left,2019-08-02,2022-06-30,125000.0,'Bosnia-Herzegovina', 'Croatia',None
4981,4981,Marin Pongracic,Wolfsburg,23,7,3,578,0,0,0,1,0.1,85.0,1.4,0,6.52,Bundesliga,1.3,1.1,1.2,0.5,2.7,0.2,0.5,0,0.0,0.2,0.0,0.0,0.4,0.1,0.0,0.0,0.1,0.0,32.0,0.0,3.1,0.0, D,1,0,0,None,0,0,0,None,0,0,0,Marin Pongracic,1997-09-11,1.9,right,2020-01-15,2024-06-30,8500000.0,'Croatia', 'Germany',None
4982,4982,Marinho,Santos FC,31,1,0,90,0,0,1,0,6.0,97.4,4.0,0,6.49,Brasileirao,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0.0,8.0,0.0,0.0,4.0,6.0,4.0,0.0,2.0,1.0,38.0,0.0,0.0,0.0, AM,1,1,1,None,0,0,0,None,0,0,0,Marinho,1990-05-29,1.69,left,2019-05-25,2022-12-31,4000000.0,'Brazil',None,None
4983,4983,Mario Engels,Sparta Rotterdam,27,16,11,1438,3,4,1,0,1.0,66.5,0.4,0,6.39,Eredivisie,0.4,0.3,1.3,0.0,0.1,0.4,0.0,0,0.3,0.9,0.6,0.9,2.1,1.0,0.0,0.1,0.8,0.6,8.9,0.4,0.2,0.0, AM,1,1,1,FW,1,0,0,None,0,0,0,Mario Engels,1993-10-22,1.84,right,2020-10-04,2022-06-30,500000.0,'Germany',None,None
4984,4984,Mario Fernandes,CSKA Moscow,30,23,0,1974,1,1,4,0,0.5,81.2,2.0,2,7.19,Russian_premier_league,1.9,2.2,0.7,0.0,2.4,0.4,0.5,0,0.3,1.0,0.2,0.3,0.7,0.5,0.0,0.1,0.4,1.7,48.3,1.0,1.1,0.0, D,0,0,1,M,0,0,1,None,0,0,0,Mario FernandesMario Fernandes,1990-09-19,1.87,right,2012-07-01,2024-06-30,16000000.0,'Russia', 'Brazil',None
4985,4985,Mario Gaspar,Villarreal,30,22,3,1852,0,2,3,1,0.6,82.5,1.4,1,6.77,La_Liga,2.2,1.2,0.8,0.5,1.7,0.8,0.2,0,0.4,0.4,0.0,0.2,0.8,0.6,0.2,0.0,0.4,0.5,35.4,0.4,1.4,0.0, D,1,0,1,M,0,0,1,None,0,0,0,Mario Gaspar,1990-11-24,1.8,right,2011-01-01,2023-06-30,5000000.0,'Spain',None,None
4986,4986,Mario Gonzalez,Tondela,25,25,2,2137,15,2,0,0,2.1,65.2,2.2,2,6.89,Liga_nos,0.2,0.2,0.7,0.0,0.5,0.4,0.0,0,0.7,1.2,0.6,1.0,2.3,2.1,0.3,0.3,1.5,0.3,15.7,0.0,0.7,0.1, FW,1,0,0,None,0,0,0,None,0,0,0,Mario Gonzalez,1996-02-25,1.83,right,2020-09-15,2021-06-30,3000000.0,'Spain',None,None
4987,4987,Mario Götze,PSV Eindhoven,28,17,1,1411,5,6,0,0,0.8,85.1,0.3,0,7.29,Eredivisie,1.5,1.2,0.4,0.0,0.2,1.3,0.0,0,1.4,0.9,0.2,1.2,2.1,0.8,0.1,0.2,0.6,1.4,59.6,0.3,2.1,0.1, M,1,1,1,FW,1,0,0,None,0,0,0,Mario Götze,1992-06-03,1.76,right,2020-10-06,2022-06-30,12000000.0,'Germany',None,None
4988,4988,Mario Hermoso,Atletico,25,30,1,2584,1,1,5,0,0.6,84.2,1.1,0,6.8,La_Liga,1.8,1.2,1.0,0.1,2.0,0.8,0.3,1,0.3,1.0,0.1,0.3,0.8,0.6,0.3,0.1,0.3,0.3,57.1,0.1,3.1,0.0, D,1,1,0,None,0,0,0,None,0,0,0,Mario Hermoso,1995-06-18,1.85,left,2019-07-18,2024-06-30,35000000.0,'Spain',None,None
4989,4989,Mario Lemina,Fulham,27,19,9,1705,1,0,5,0,0.7,83.5,0.8,1,6.6,Premier_league,2.2,1.1,1.1,0.1,0.7,0.8,0.2,0,0.9,0.5,0.0,0.8,0.9,0.7,0.5,0.0,0.2,0.4,31.7,0.0,1.7,0.0, DMC,1,0,0,None,0,0,0,None,0,0,0,Mario Lemina,1993-09-01,1.84,right,2017-08-08,2022-06-30,10000000.0,'Gabon', 'France',None
4990,4990,Mario Lopez,Aldosivi,25,1,0,88,0,0,0,0,0.0,71.4,1.0,0,7.33,Superliga,3.0,1.0,1.0,4.0,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,0.0,1.0,0.0, D,1,0,0,None,0,0,0,None,0,0,0,Mario Lopez,1995-07-06,1.84,right,2020-01-10,2022-06-30,300000.0,'Paraguay',None,None
4991,4991,Mario Mandzukic,AC Milan,35,1,9,204,0,0,1,0,0.5,71.4,1.0,0,6.19,Serie_A,0.7,0.2,0.9,0.0,0.3,0.1,0.0,0,0.0,0.2,0.2,0.1,0.1,0.5,0.0,0.0,0.5,0.2,4.9,0.0,0.1,0.0, M,0,1,0,FW,1,0,0,None,0,0,0,Mario Mandzukic,1986-05-21,1.9,right,2021-01-19,2021-06-30,800000.0,'Croatia',None,None
4992,4992,Mario Pasalic,Atalanta,26,10,15,1115,6,2,2,0,0.8,86.1,0.6,2,6.63,Serie_A,1.0,0.3,0.8,0.0,0.2,0.3,0.0,0,0.4,0.4,0.0,0.7,1.0,0.8,0.1,0.0,0.7,0.7,26.5,0.0,1.4,0.0, M,1,0,0,None,0,0,0,None,0,0,0,Mario Pasalic,1995-02-09,1.88,right,2020-09-01,2025-06-30,23000000.0,'Croatia',None,None
4993,4993,Mario Rui,Napoli,30,17,10,1666,0,2,4,0,0.7,84.6,0.4,0,6.63,Serie_A,0.9,1.0,0.6,0.1,0.8,0.6,0.1,0,0.5,1.5,0.1,0.1,0.9,0.7,0.5,0.0,0.2,1.1,43.4,0.9,1.8,0.0, D,0,1,0,M,0,1,0,None,0,0,0,Mario Rui,1991-05-27,1.68,left,2018-01-03,2025-06-30,8000000.0,'Portugal',None,None
4994,4994,Mario Stroeykens,Anderlecht,16,0,3,16,0,0,0,0,0.3,80.0,0.3,0,6.16,Jupiler_league,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.3,5.0,0.0,0.0,0.0, M,1,0,0,None,0,0,0,None,0,0,0,Mario Stroeykens,2004-09-29,1.8,right,2021-01-01,2023-06-30,500000.0,'Belgium',None,None
4995,4995,Mario Vrancic,Norwich,32,19,13,1719,3,5,3,0,1.8,80.0,0.9,1,6.68,Championship,1.1,0.5,1.0,0.0,0.3,0.5,0.0,0,0.4,0.7,0.1,0.7,0.7,1.8,1.0,0.1,0.7,1.0,30.3,0.2,1.5,0.1, M,1,1,0,None,0,0,0,None,0,0,0,Mario Vrancic,1989-05-23,1.87,left,2017-07-01,2021-06-30,1500000.0,'Bosnia-Herzegovina', 'Germany',None
4996,4996,Marios Ogkmpoe,Hamilton Academical,26,15,5,1290,3,1,3,0,1.5,59.2,4.6,0,6.55,Premiership,0.3,0.2,1.1,0.0,0.4,0.4,0.1,0,0.6,0.7,0.5,1.4,2.1,1.5,0.5,0.0,1.0,0.5,15.8,0.1,0.1,0.0, FW,1,0,0,None,0,0,0,None,0,0,0,Marios Ogboe,1994-10-10,1.88,right,2018-01-24,2021-05-31,350000.0,'Greece', 'Nigeria',None
4997,4997,Marius Bulter,Union Berlin,28,8,18,968,1,0,1,0,0.7,66.4,0.5,0,6.3,Bundesliga,0.6,0.5,0.5,0.0,0.3,0.5,0.1,0,0.4,0.6,0.1,0.4,1.1,0.7,0.3,0.0,0.3,0.5,10.0,0.4,0.2,0.0, D,0,0,1,M,1,1,1,FW,1,0,0,Marius Bulter,1993-03-29,1.88,right,2020-07-01,2022-06-30,1700000.0,'Germany',None,None
4998,4998,Marius Funk,Greuther Fuerth,25,1,0,90,0,0,0,0,0.0,75.9,1.0,0,7.23,Bundesliga_2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,5.0,0.0, GK,1,0,0,None,0,0,0,None,0,0,0,Marius Funk,1996-01-01,1.87,right,2016-07-01,2022-06-30,200000.0,'Germany',None,None
4999,4999,Marius Gersbeck,Karlsruher SC,25,33,0,2970,0,0,1,0,0.0,66.9,0.6,1,6.74,Bundesliga_2,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,43.4,0.0,11.6,0.0, GK,1,0,0,None,0,0,0,None,0,0,0,Marius Gersbeck,1995-06-20,1.87,left,2019-07-01,2023-06-30,700000.0,'Germany',None,None
5000,5000,Marius Noubissi,Beerschot,24,9,7,987,4,3,1,0,2.2,68.8,1.1,1,6.66,Jupiler_league,0.3,0.2,0.9,0.0,0.4,0.3,0.1,0,0.9,0.9,0.3,1.4,2.3,2.2,1.0,0.1,1.1,0.5,15.6,0.1,0.3,0.0, FW,1,0,0,None,0,0,0,None,0,0,0,Marius Noubissi,1996-11-28,1.8,right,2018-08-23,2022-06-30,1200000.0,'Cameroon',None,None
5001,5001,Marius Wolf,FC Koln,26,29,2,2563,2,2,3,0,1.3,67.3,0.8,1,6.55,Bundesliga,1.1,0.9,0.9,0.0,1.5,0.8,0.1,0,1.2,1.8,0.2,1.5,1.7,1.3,0.4,0.3,0.6,0.7,32.9,0.3,2.0,0.0, D,0,0,1,M,1,1,1,None,0,0,0,Marius Wolf,1995-05-27,1.87,right,2020-10-02,2021-06-30,4000000.0,'Germany',None,None
5002,5002,Mark Beck,Harrogate,27,14,13,1268,4,1,0,0,0.9,53.5,6.6,0,6.79,League_two,0.3,0.0,1.2,0.0,0.7,0.1,0.1,0,0.1,1.1,0.1,0.5,1.2,0.9,0.0,0.3,0.6,0.5,17.7,0.0,0.1,0.0, FW,1,0,0,None,0,0,0,None,0,0,0,Mark BeckMark Beck,1994-02-02,1.96,right,2017-11-08,2021-06-30,75000.0,'Scotland', 'England',None
5003,5003,Mark Beevers,Peterborough,31,45,0,4019,0,1,8,0,0.2,79.4,5.3,1,7.07,League_one,0.8,1.9,1.0,0.4,3.8,0.3,0.8,0,0.2,1.2,0.0,0.1,0.5,0.2,0.0,0.1,0.2,0.2,50.0,0.0,2.6,0.0, D,1,0,0,None,0,0,0,None,0,0,0,Mark Beevers,1989-11-21,1.93,left,2019-07-01,2022-06-30,400000.0,'England',None,None
5004,5004,Mark Connolly,Dundee United,29,21,2,1961,0,0,4,0,0.8,70.7,4.1,1,6.84,Premiership,0.7,1.8,0.9,0.7,4.5,0.2,0.9,0,0.2,1.6,0.0,0.3,0.5,0.8,0.0,0.2,0.6,0.0,38.0,0.0,4.3,0.0, D,1,0,0,None,0,0,0,None,0,0,0,Mark Connolly,1991-12-16,1.85,right,2019-01-31,2023-05-31,350000.0,'Ireland',None,None
5005,5005,Mark Cullen,Port Vale,29,8,10,687,2,0,0,0,0.6,67.7,0.6,1,6.19,League_two,0.2,0.1,1.0,0.0,0.1,0.1,0.0,0,0.2,0.4,0.3,0.3,0.9,0.6,0.1,0.1,0.5,0.3,11.0,0.0,0.2,0.0, FW,1,0,0,None,0,0,0,None,0,0,0,Mark Cullen,1992-04-21,1.76,left,2019-07-01,2021-06-30,150000.0,'England',None,None
5006,5006,Mark Diemers,Feyenoord,27,23,6,1979,3,3,2,0,1.4,86.5,0.3,0,6.8,Eredivisie,1.4,0.7,0.7,0.0,0.4,0.8,0.0,0,0.5,2.1,0.0,1.1,1.2,1.4,0.9,0.0,0.5,1.1,38.5,0.5,1.6,0.0, M,1,1,0,FW,1,0,0,None,0,0,0,Mark Diemers,1993-10-11,1.75,right,2020-07-01,2023-06-30,1800000.0,'Netherlands',None,None
5007,5007,Mark Duffy,Fleetwood,35,8,16,817,0,1,4,0,0.1,84.2,0.5,0,6.31,League_one,0.7,0.4,0.5,0.0,0.0,0.2,0.0,0,0.1,0.6,0.0,0.8,0.4,0.1,0.0,0.0,0.1,0.7,23.2,0.4,1.4,0.0, AM,1,1,1,None,0,0,0,None,0,0,0,Mark Duffy,1985-10-07,1.75,right,2020-09-04,2021-06-30,400000.0,'England',None,None
5008,5008,Mark Ellis,Tranmere,32,5,1,366,0,0,0,0,0.5,52.3,2.7,0,6.33,League_two,0.5,0.8,0.7,0.5,2.5,0.2,0.5,0,0.0,0.3,0.0,0.2,0.2,0.5,0.0,0.2,0.3,0.0,21.7,0.0,1.7,0.0, D,1,0,0,None,0,0,0,None,0,0,0,Mark Ellis,1988-09-30,1.88,right,2018-07-01,2021-06-30,100000.0,'England',None,None
5009,5009,Mark Flekken,Freiburg,27,3,0,270,0,0,0,0,0.0,72.6,0.0,0,6.92,Bundesliga,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.7,0.0,11.3,0.0, GK,1,0,0,None,0,0,0,None,0,0,0,Mark Flekken,1993-06-13,1.94,both,2018-07-01,2022-06-30,2500000.0,'Netherlands',None,None
5010,5010,Mark Halstead,Morecambe,30,9,0,810,0,0,1,0,0.0,28.7,0.0,0,6.55,League_two,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,5.9,0.0, GK,1,0,0,None,0,0,0,None,0,0,0,Mark Halstead,1990-09-17,1.9,right,2018-07-09,2021-06-30,100000.0,'England',None,None
5011,5011,Mark Harris,Cardiff,22,6,10,647,3,1,0,0,0.5,78.2,0.4,0,6.38,Championship,0.3,0.0,0.6,0.0,0.3,0.1,0.1,0,0.1,0.4,0.4,0.7,1.4,0.5,0.2,0.1,0.2,0.4,6.9,0.1,0.1,0.0, FW,1,0,0,None,0,0,0,None,0,0,0,Mark Harris,1998-12-29,1.82,right,2020-07-01,2023-06-30,600000.0,'Wales',None,None
5012,5012,Mark Howard,Scunthorpe,34,34,0,3060,0,1,0,0,0.0,33.8,0.1,1,6.47,League_two,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.2,0.0,9.1,0.0, GK,1,0,0,None,0,0,0,None,0,0,0,Mark Howard,1986-09-21,1.9,right,2020-10-22,2021-06-30,300000.0,'England',None,None
5013,5013,Mark Hughes,Accrington,34,36,0,3181,0,0,5,0,0.1,75.5,3.3,0,6.83,League_one,1.2,1.9,0.8,0.8,3.8,0.6,1.0,1,0.1,1.0,0.0,0.1,0.4,0.1,0.1,0.0,0.1,0.2,43.8,0.0,6.9,0.0, D,1,0,0,None,0,0,0,None,0,0,0,Mark Hughes,1986-12-09,1.9,right,2016-01-29,2021-06-30,200000.0,'England',None,None
5014,5014,Mark Little,Bristol Rovers,32,2,3,205,0,0,1,0,0.0,64.3,0.8,0,6.38,League_one,1.0,0.8,0.2,0.2,1.0,0.8,0.4,0,0.0,0.6,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.2,0.0, D,0,0,1,M,0,0,1,None,0,0,0,Mark Little,1988-08-20,1.85,right,2019-07-01,2021-06-30,250000.0,'England', 'Jamaica',None
5015,5015,Mark Marshall,Northampton,34,18,11,1537,1,6,1,0,0.6,74.8,0.3,1,6.43,League_one,0.7,0.4,0.9,0.0,0.5,0.7,0.0,0,0.4,1.0,0.2,1.1,1.8,0.6,0.2,0.0,0.3,1.1,10.5,1.0,0.8,0.0, M,0,1,1,None,0,0,0,None,0,0,0,Mark Marshall,1986-05-09,1.7,left,2020-01-25,2021-06-30,200000.0,'Jamaica', 'England',None
5016,5016,Mark McKenzie,Genk,22,8,5,790,0,0,1,0,0.2,90.5,1.3,0,6.51,Jupiler_league,1.2,0.7,0.5,0.5,3.0,0.4,0.6,0,0.2,0.2,0.1,0.0,0.2,0.2,0.0,0.0,0.2,0.2,38.1,0.0,2.5,0.0, D,1,0,0,None,0,0,0,None,0,0,0,Mark McKenzie,1999-02-25,1.84,left,2021-01-07,2025-06-30,5000000.0,'United States',None,None
5017,5017,Mark Noble,West Ham,34,8,13,707,0,0,1,0,0.0,88.6,0.1,0,6.17,Premier_league,0.4,0.6,0.4,0.0,0.1,0.5,0.1,0,0.1,0.4,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.2,20.5,0.1,1.3,0.0, M,1,0,0,None,0,0,0,None,0,0,0,Mark Noble,1987-05-08,1.8,right,2004-01-01,2022-06-30,2000000.0,'England', 'Ireland',None
5018,5018,Mark O'Hara,Motherwell,25,21,2,1850,4,0,2,1,1.0,73.1,3.5,1,6.68,Premiership,1.2,1.0,1.1,0.0,1.8,0.5,0.4,0,0.2,0.6,0.0,0.3,0.9,1.0,0.5,0.1,0.4,0.3,34.0,0.0,1.6,0.0, D,1,0,0,DMC,1,0,0,None,0,0,0,Mark O'Hara,1995-12-12,1.83,right,2020-07-01,2022-05-31,600000.0,'Scotland',None,None
5019,5019,Mark Oxley,Southend,30,41,0,3690,0,0,2,0,0.0,35.2,0.2,2,6.39,League_two,0.1,0.0,0.0,0.0,0.8,0.0,0.0,0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,28.7,0.0,7.4,0.0, GK,1,0,0,None,0,0,0,None,0,0,0,Mark Oxley,1990-09-28,1.9,right,2016-07-12,2021-06-30,250000.0,'England',None,None
5020,5020,Mark Reynolds,Dundee United,34,31,0,2740,1,0,3,0,0.2,65.4,3.5,1,6.71,Premiership,1.4,1.3,0.8,0.9,4.9,0.5,0.5,0,0.2,0.4,0.0,0.1,0.7,0.2,0.0,0.1,0.2,0.1,38.7,0.0,3.9,0.0, D,1,0,0,None,0,0,0,None,0,0,0,Mark Reynolds,1987-05-07,1.8,left,2019-07-01,2022-05-31,300000.0,'Scotland',None,None
5021,5021,Mark Sykes,Oxford,23,23,11,2068,0,2,4,1,1.0,74.4,0.6,0,6.45,League_one,1.4,0.4,1.4,0.0,0.7,0.6,0.1,0,0.6,1.4,0.1,1.0,1.2,1.0,0.4,0.1,0.4,0.4,19.9,0.1,0.9,0.0, AM,1,0,1,None,0,0,0,None,0,0,0,Mark Sykes,1997-08-04,1.82,right,2019-01-02,2021-06-30,25000.0,'Ireland', 'Northern Ireland',None
5022,5022,Mark Travers,Swindon,22,8,0,720,0,0,0,0,0.0,40.1,0.5,0,6.49,League_one,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.8,0.0,7.6,0.0, GK,1,0,0,None,0,0,0,None,0,0,0,Mark Travers,1999-05-18,1.91,right,2020-07-01,2023-06-30,500000.0,'Ireland',None,None
5023,5023,Mark Uth,Schalke,29,18,2,1499,3,1,5,0,1.8,80.0,0.4,1,6.56,Bundesliga,1.3,0.3,1.4,0.0,0.5,0.9,0.0,0,0.9,1.4,0.5,1.1,2.5,1.8,1.0,0.0,0.8,1.2,24.3,1.0,1.6,0.1, AM,1,0,1,FW,1,0,0,None,0,0,0,Mark UthMark Uth,1991-08-24,1.85,left,2018-07-01,2022-06-30,3000000.0,'Germany',None,None
5024,5024,Mark Wright,Crawley,34,1,0,46,0,0,0,0,0.0,46.2,0.0,0,5.84,League_two,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,2.0,0.0, M,1,0,0,None,0,0,0,None,0,0,0,Mark Wright,1987-01-20,1.78,left,2020-12-14,2021-06-30,25000.0,'England',None,None
5025,5025,Mark van der Maarel,FC Utrecht,31,19,6,1711,2,3,5,0,0.5,81.6,1.1,0,6.62,Eredivisie,2.0,1.1,1.2,0.2,1.3,1.4,0.2,0,0.1,0.5,0.0,0.3,0.5,0.5,0.1,0.0,0.4,0.6,39.0,0.1,2.7,0.0, D,1,1,1,None,0,0,0,None,0,0,0,Mark van der Maarel,1989-08-12,1.77,right,2009-07-01,2023-06-30,500000.0,'Netherlands',None,None
5026,5026,Mark-Anthony Kaye,Los Angeles FC,26,7,0,601,0,0,0,0,1.0,81.9,1.4,0,6.76,MLS,2.0,1.6,1.1,0.0,0.6,0.9,0.3,0,1.7,1.4,0.1,1.0,3.4,1.0,0.3,0.1,0.6,1.1,58.3,0.3,2.3,0.0, M,1,0,0,None,0,0,0,None,0,0,0,Mark-Anthony Kaye,1994-12-02,1.85,right,2018-02-05,2021-12-31,6000000.0,'Canada', 'Jamaica',None
5027,5027,Marko Bakic,Royal Excel Mouscron,27,18,5,1597,2,1,7,0,0.7,79.7,0.6,0,6.47,Jupiler_league,1.4,0.7,0.7,0.0,1.2,0.8,0.3,0,0.3,0.9,0.0,0.4,0.7,0.7,0.6,0.0,0.0,0.7,30.0,0.2,2.5,0.0, M,1,0,0,None,0,0,0,None,0,0,0,Marko Bakic,1993-11-01,1.86,right,2019-07-01,2023-06-30,600000.0,'Montenegro',None,None
5028,5028,Marko Dmitrovic,Eibar,29,35,0,3121,1,0,0,0,0.1,50.2,0.3,1,6.43,La_Liga,0.1,0.0,0.0,0.0,0.6,0.1,0.0,0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,27.7,0.0,8.9,0.0, GK,1,0,0,None,0,0,0,None,0,0,0,Marko Dmitrovic,1992-01-24,1.94,left,2017-07-01,2021-06-30,8000000.0,'Serbia',None,None
5029,5029,Marko Dugandzic,PFC Sochi,27,4,10,330,1,0,4,0,0.7,70.5,0.6,0,6.07,Russian_premier_league,0.1,0.0,0.8,0.0,0.1,0.3,0.1,0,0.1,0.3,0.3,0.5,0.6,0.7,0.1,0.2,0.4,0.0,6.3,0.0,0.1,0.0, FW,1,0,0,None,0,0,0,None,0,0,0,Marko Dugandzic,1994-04-07,1.9,left,2020-10-14,2022-06-30,500000.0,'Croatia',None,None
5030,5030,Marko Grujic,Porto,25,9,14,818,2,0,3,0,0.5,84.9,2.7,0,6.75,Liga_nos,0.8,0.4,1.1,0.0,0.8,0.2,0.1,0,0.4,0.6,0.0,0.2,0.4,0.5,0.2,0.0,0.3,0.2,23.6,0.0,1.3,0.0, DMC,1,0,0,None,0,0,0,None,0,0,0,Marko Grujic,1996-04-13,1.91,right,2020-10-06,2021-06-30,15000000.0,'Serbia',None,None
5031,5031,Marko Ilic,Kortrijk,23,22,0,1980,0,0,0,0,0.0,59.1,0.2,0,6.57,Jupiler_league,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.9,0.0,8.0,0.0, GK,1,0,0,None,0,0,0,None,0,0,0,Marko Ilic,1998-02-03,1.91,right,2020-09-10,2024-06-30,800000.0,'Serbia',None,None
5032,5032,Marko Jevtovic,Konyaspor,27,34,1,2867,4,2,9,0,1.4,82.0,2.7,2,6.83,Super_lig,1.7,1.4,1.6,0.1,1.4,1.3,0.4,1,0.2,1.0,0.0,0.5,0.7,1.4,0.6,0.1,0.7,0.5,49.1,0.1,3.1,0.1, DMC,1,0,0,None,0,0,0,None,0,0,0,Marko Jevtovic,1993-07-24,1.94,right,2018-08-01,2021-06-30,2100000.0,'Serbia',None,None
5033,5033,Marko Kolar,FC Emmen,26,9,5,663,1,1,1,0,0.7,80.3,0.4,0,6.27,Eredivisie,0.4,0.1,0.5,0.0,0.1,0.0,0.1,0,0.3,0.6,0.1,0.3,1.1,0.7,0.1,0.1,0.6,0.4,10.9,0.0,0.1,0.1, AM,0,1,1,FW,1,0,0,None,0,0,0,Marko Kolar,1995-05-31,1.85,right,2019-07-01,2021-06-30,325000.0,'Croatia',None,None
