,Unnamed: 0,Name,Team,Age,Apps,start_bench,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating,League,Tackles,Inter,Fouls,Offsides,Clear,Drb_past,Blocks,OwnG,Drb_per_game,Fouled,Off,Disp,UnsTch,Total_shots,OutOfBox,SixYardBox,PenaltyArea,KeyP,AvgP,Crosses,LongB,ThrB,Main_role,is_pos_c,is_pos_l,is_pos_r,secondary_role,is_pos_sec_c,is_pos_sec_l,is_pos_sec_r,third_role,is_pos_third_c,is_pos_third_l,is_pos_third_r,name,date_of_birth,height,foot,joined,contract_until,market_value,nationality_1,nationality_2,nationality_3
27,27,Aaron Seydel,Darmstadt,25,2,12,285,1,0,0,0,0.5,64.8,0.8,0,6.18,Bundesliga_2,0.1,0.2,0.9,0.0,0.2,0.2,0.1,0,0.4,0.1,0.1,0.1,0.9,0.5,0.1,0.1,0.4,0.3,6.3,0.0,0.2,0.0, AM,0,1,0,None,0,0,0,None,0,0,0,Aaron Seydel,1996-02-07,1.99,left,2020-08-06,2022-06-30,325000.0,'Germany',None,None
28,28,Aaron Taylor-Sinclair,Livingston,30,5,1,432,0,0,1,0,0.3,60.5,4.0,0,6.53,Premiership,1.0,0.8,1.5,0.5,1.5,0.3,0.8,0,0.5,1.0,0.0,0.0,0.5,0.3,0.0,0.0,0.3,0.3,26.2,0.2,2.8,0.0, D,1,0,0,None,0,0,0,None,0,0,0,Aaron Taylor-Sinclair,1991-04-08,1.83,left,2019-11-06,2021-05-31,300000.0,'Antigua and Barbuda', 'Scotland',None
29,29,Aaron Tshibola,Kilmarnock,26,26,2,2221,3,1,9,0,0.5,82.9,1.5,0,6.54,Premiership,1.1,0.9,1.8,0.0,1.0,0.9,0.5,0,0.6,1.9,0.2,1.2,1.7,0.5,0.1,0.0,0.4,0.6,35.1,0.0,2.0,0.0, DMC,1,0,0,None,0,0,0,None,0,0,0,Aaron Tshibola,1995-01-02,1.9,right,2020-07-31,2021-05-31,600000.0,'DR Congo', 'England',None
30,30,Aaron Wan-Bissaka,Man Utd,23,34,0,3060,2,4,3,0,0.2,84.9,1.1,3,7.15,Premier_league,2.6,1.8,0.9,0.2,1.8,0.4,0.5,0,1.0,0.4,0.0,0.6,1.0,0.2,0.1,0.0,0.1,0.9,53.1,0.4,0.8,0.0, D,0,0,1,M,0,0,1,None,0,0,0,Aaron Wan-Bissaka,1997-11-26,1.83,right,2019-07-01,2024-06-30,40000000.0,'England', 'DR Congo',None
31,31,Aaron Wildig,Morecambe,29,40,0,3467,9,5,4,0,1.7,69.5,1.8,5,6.95,League_two,1.4,0.6,0.8,0.0,0.6,0.4,0.3,0,0.3,1.0,0.1,0.7,1.2,1.7,0.6,0.3,0.9,1.8,28.6,1.5,1.2,0.0, M,1,0,0,None,0,0,0,None,0,0,0,Aaron Wildig,1992-04-15,1.75,right,2015-07-01,2021-06-30,250000.0,'England', 'Wales',None
32,32,Abbas Ibrahim,Pacos de Ferreira,23,3,7,275,0,0,0,0,0.1,86.0,0.2,0,6.18,Liga_nos,0.7,0.3,0.4,0.0,0.2,0.4,0.1,0,0.2,0.8,0.1,0.4,1.0,0.1,0.1,0.0,0.0,0.4,12.1,0.0,1.1,0.0, M,1,0,0,None,0,0,0,None,0,0,0,Abbas Ibrahim,1998-01-02,1.71,right,2019-07-01,2024-06-30,250000.0,'Nigeria',None,None
33,33,Abdallah Ali Mohamed,Deportivo Alaves,21,1,1,66,0,0,0,0,0.0,86.7,0.5,0,6.19,La_Liga,1.0,0.5,0.5,0.0,0.0,0.5,0.0,0,0.0,0.5,0.0,0.5,1.5,0.0,0.0,0.0,0.0,0.5,7.5,0.0,0.0,0.0, M,1,0,0,None,0,0,0,None,0,0,0,Abdallah Ali Mohamed,1999-04-11,1.78,right,2020-09-28,2021-06-30,150000.0,'Comoros', 'France',None
34,34,Abdel Medioub,Tondela,23,12,4,1036,0,1,3,0,0.3,78.8,1.5,0,6.42,Liga_nos,0.7,1.3,1.0,0.1,2.3,0.2,0.3,0,0.4,0.1,0.1,0.3,0.6,0.3,0.1,0.1,0.2,0.6,35.3,0.0,2.0,0.0, D,1,0,0,None,0,0,0,None,0,0,0,Abdel Medioub,1997-08-28,1.97,right,2020-09-28,2021-06-30,350000.0,'Algeria', 'France',None
35,35,Abdou Diallo,PSG,25,17,5,1488,0,1,1,2,0.2,93.1,1.1,0,6.72,Ligue_1,0.7,1.1,0.8,0.3,1.5,0.2,0.4,0,0.8,0.4,0.0,0.0,0.7,0.2,0.0,0.0,0.1,0.0,51.3,0.2,2.1,0.0, D,1,1,0,None,0,0,0,None,0,0,0,Abdou Diallo,1996-05-04,1.87,left,2019-07-16,2024-06-30,25000000.0,'Senegal', 'France',None
36,36,Abdou Harroui,Sparta Rotterdam,23,32,0,2775,6,2,1,0,2.3,82.4,1.0,2,7.24,Eredivisie,3.1,1.0,1.1,0.0,0.6,1.5,0.2,0,2.0,1.8,0.0,2.5,3.2,2.3,1.4,0.0,0.9,1.2,42.8,0.5,3.7,0.0, DMC,1,0,0,M,0,0,1,None,0,0,0,Abdou Harroui,1998-01-13,1.82,both,2018-07-01,2022-06-30,3500000.0,'Netherlands', 'Morocco',None
37,37,Abdoul Kader Bamba,Nantes,27,6,23,902,3,1,2,0,0.5,79.9,0.1,0,6.37,Ligue_1,0.6,0.2,0.3,0.0,0.1,0.2,0.0,0,0.9,1.4,0.0,0.6,0.9,0.5,0.2,0.0,0.3,0.8,15.3,0.3,0.5,0.0, AM,0,1,1,None,0,0,0,None,0,0,0,Abdoul Kader Bamba,1994-05-25,1.76,right,2019-07-01,2024-06-30,2000000.0,'France', 'Mali',None
38,38,Abdoul Tapsoba,Standard Liege,19,4,14,556,0,0,4,0,0.6,72.7,0.8,0,6.18,Jupiler_league,0.5,0.2,1.2,0.0,0.1,0.2,0.0,0,0.2,0.6,0.3,0.5,0.7,0.6,0.1,0.0,0.6,0.2,7.1,0.1,0.2,0.1, FW,1,0,0,None,0,0,0,None,0,0,0,Abdoul Tapsoba,2001-08-23,1.77,right,2020-07-01,2022-06-30,800000.0,'Burkina Faso',None,None
39,39,Abdoulay Diaby,Anderlecht,30,2,7,235,1,0,0,0,0.9,72.6,0.1,0,6.23,Jupiler_league,0.6,0.2,0.7,0.0,0.0,0.4,0.1,0,0.0,0.2,0.1,0.4,1.0,0.9,0.6,0.0,0.3,0.1,8.1,0.1,0.3,0.0, AM,1,1,1,FW,1,0,0,None,0,0,0,Abdoulay Diaby,1991-05-21,1.73,left,2021-01-18,2021-06-30,2000000.0,'Mali', 'France',None
40,40,Abdoulaye Ba,Moreirense,30,11,1,984,0,0,2,0,0.6,79.7,2.6,0,6.7,Liga_nos,1.4,1.3,0.5,0.3,3.3,0.6,0.5,0,0.3,0.3,0.2,0.0,0.7,0.6,0.4,0.0,0.2,0.0,32.1,0.0,2.6,0.0, D,1,0,0,None,0,0,0,None,0,0,0,Abdoulaye Ba,1991-01-01,1.97,right,2021-01-07,2022-06-30,500000.0,'Senegal',None,None
41,41,Abdoulaye Bamba,Angers,31,16,0,1350,0,0,2,0,0.1,79.2,0.6,0,6.45,Ligue_1,1.7,1.2,0.9,0.2,1.6,0.6,0.1,0,0.3,0.4,0.0,0.2,0.8,0.1,0.0,0.0,0.1,0.5,40.5,0.4,1.6,0.1, D,0,1,1,M,0,0,1,None,0,0,0,Abdoulaye Bamba,1990-04-25,1.82,right,2017-01-01,2023-06-30,1200000.0,"""Cote d'Ivoire""", 'Italy',None
42,42,Abdoulaye Doucoure,Everton,28,29,0,2452,2,3,6,0,0.6,85.1,1.3,0,6.78,Premier_league,1.8,1.3,0.8,0.1,0.9,1.0,0.2,0,0.7,0.4,0.0,0.9,1.2,0.6,0.3,0.1,0.2,0.7,46.2,0.0,1.3,0.1, M,1,0,0,None,0,0,0,None,0,0,0,Abdoulaye Doucoure,1993-01-01,1.83,right,2020-09-08,2023-06-30,25000000.0,'France', 'Mali',None
43,43,Abdoulaye Seck,Royal Antwerp,28,37,0,3260,4,2,6,1,0.8,79.4,4.1,3,7.06,Jupiler_league,1.9,1.2,0.9,0.3,3.2,0.4,0.4,1,0.8,0.6,0.2,0.2,0.5,0.8,0.1,0.2,0.5,0.4,58.1,0.4,5.5,0.0, D,1,0,0,None,0,0,0,None,0,0,0,Abdoulaye Seck,1992-06-04,1.92,right,2018-08-29,2023-06-30,2000000.0,'Senegal',None,None
44,44,Abdoulaye Sissako,Zulte Waregem,23,7,13,629,0,1,0,0,0.2,80.2,0.6,0,6.22,Jupiler_league,0.9,0.7,0.6,0.2,0.4,0.4,0.0,0,0.8,0.3,0.0,0.6,1.0,0.2,0.0,0.0,0.2,0.3,18.7,0.1,1.1,0.0, DMC,1,0,0,None,0,0,0,None,0,0,0,Abdoulaye Sissako,1998-05-26,1.86,right,2019-08-29,2022-06-30,1200000.0,'France', 'Mali',None
45,45,Abdoulaye Toure,Nantes,27,20,9,1686,2,2,2,0,0.9,85.1,1.1,0,6.5,Ligue_1,1.0,0.8,0.7,0.0,0.6,0.6,0.1,0,0.7,1.0,0.0,0.6,1.0,0.9,0.7,0.0,0.2,0.5,32.3,0.1,1.2,0.1, DMC,1,0,0,None,0,0,0,None,0,0,0,Abdoulaye Toure,1994-03-03,1.88,right,2014-07-01,2022-06-30,4000000.0,'France', 'Guinea',None
46,46,Abdoulie Sanyang,Beerschot,22,7,12,712,0,2,2,0,0.5,73.2,0.1,0,6.44,Jupiler_league,1.5,0.1,0.7,0.0,0.1,0.3,0.0,0,1.3,0.9,0.1,1.3,2.1,0.5,0.2,0.0,0.3,0.7,10.4,0.2,0.5,0.0, FW,1,0,0,None,0,0,0,None,0,0,0,Abdoulie Sanyang,1999-05-08,1.73,left,2020-08-04,2021-06-30,700000.0,'The Gambia',None,None
47,47,Abdourahmane Barry,Greuther Fuerth,21,6,3,611,0,0,0,0,0.4,77.0,1.7,0,6.3,Bundesliga_2,0.7,1.4,1.4,1.0,2.9,0.1,0.2,0,0.1,0.2,0.0,0.2,0.3,0.4,0.0,0.0,0.4,0.2,38.1,0.2,3.2,0.0, D,1,0,0,None,0,0,0,None,0,0,0,Abdourahmane Barry,2000-02-21,1.85,right,2020-08-19,2022-06-30,300000.0,'France', 'Guinea',None
48,48,Abdu Conte,Moreirense,23,21,1,1845,0,3,2,0,0.4,78.5,0.6,0,6.55,Liga_nos,1.3,0.6,1.5,0.2,0.7,0.4,0.1,0,0.6,1.1,0.1,0.6,1.3,0.4,0.3,0.0,0.1,0.8,35.1,1.0,2.1,0.0, D,0,1,0,M,0,1,0,None,0,0,0,Abdu Conte,1998-03-24,1.83,left,2019-07-22,2023-06-30,1500000.0,'Portugal', 'Guinea-Bissau',None
49,49,Abdul Mumin,Vitoria de Guimaraes,22,24,1,2029,0,0,4,1,0.2,83.4,1.5,0,6.37,Liga_nos,0.7,0.7,1.1,0.5,3.8,0.4,0.4,0,0.1,0.6,0.0,0.2,0.7,0.2,0.0,0.0,0.2,0.0,45.3,0.0,3.3,0.0, D,1,0,0,None,0,0,0,None,0,0,0,Abdul Mumin,1998-06-06,1.88,right,2020-08-15,2024-06-30,2000000.0,'Ghana',None,None
50,50,Abdul Nurudeen,Eupen,22,1,0,90,0,0,0,0,0.0,81.8,1.0,0,6.32,Jupiler_league,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,2.0,0.0, GK,1,0,0,None,0,0,0,None,0,0,0,Abdul Nurudeen,1999-02-08,1.9,right,2017-07-01,2022-06-30,50000.0,'Ghana',None,None
51,51,Abdul-Aziz Tetteh,Gaziantep FK,31,0,1,7,0,0,0,0,0.0,71.4,0.0,0,6.05,Super_lig,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0, DMC,1,0,0,None,0,0,0,None,0,0,0,Abdul-Aziz Tetteh,1990-05-25,1.86,right,2019-08-05,2022-06-30,200000.0,'Ghana',None,None
52,52,Abdulkadir Omur,Trabzonspor,21,18,5,1518,2,3,0,0,1.2,87.8,0.3,1,6.71,Super_lig,1.0,0.2,0.5,0.0,0.0,0.9,0.0,0,1.4,1.4,0.1,1.3,2.0,1.2,0.6,0.0,0.6,1.0,32.0,0.4,0.6,0.0, AM,1,1,1,None,0,0,0,None,0,0,0,Abdulkadir Omur,1999-06-25,1.68,left,2016-04-25,2022-06-30,8500000.0,'Turkey',None,None
53,53,Abdulkadir Parmak,Trabzonspor,26,23,3,1863,0,0,6,0,0.4,90.8,0.8,0,6.69,Super_lig,1.4,0.7,0.8,0.0,0.7,0.9,0.1,0,1.4,1.7,0.0,0.9,1.4,0.4,0.2,0.0,0.2,0.3,47.2,0.1,0.9,0.0, DMC,1,0,0,None,0,0,0,None,0,0,0,Abdulkadir Parmak,1994-12-28,1.76,right,2016-07-15,2023-06-30,3000000.0,'Turkey',None,None
54,54,Abdulkadir Sunger,Denizlispor,21,7,0,630,0,0,0,0,0.0,65.3,0.4,0,6.34,Super_lig,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,33.7,0.0,7.3,0.0, GK,1,0,0,None,0,0,0,None,0,0,0,Abdulkadir Sunger,2000-05-24,1.88,left,2020-07-16,2025-06-30,200000.0,'Turkey',None,None
55,55,Abdulkerim Bardakci,Konyaspor,26,37,0,3316,2,3,9,0,0.6,83.9,2.5,2,6.85,Super_lig,1.6,1.8,1.2,0.4,3.1,0.6,0.3,0,0.4,0.6,0.1,0.2,0.7,0.6,0.1,0.2,0.4,0.3,51.1,0.1,3.8,0.0, D,1,0,0,None,0,0,0,None,0,0,0,Abdulkerim Bardakci,1994-09-07,1.84,left,2011-08-10,2022-06-30,1700000.0,'Turkey',None,None
56,56,Abdullah Durak,Rizespor,34,19,10,1739,0,2,4,0,0.3,82.3,0.5,0,6.47,Super_lig,1.5,0.9,0.9,0.0,0.6,1.7,0.1,0,0.5,1.1,0.0,0.4,0.8,0.3,0.1,0.0,0.1,0.3,32.7,0.1,2.3,0.0, D,0,0,1,DMC,1,0,0,None,0,0,0,Abdullah Durak,1987-04-01,1.81,right,2018-01-31,2021-06-30,125000.0,'Turkey',None,None
57,57,Abdullah Sahindere,Genclerbirligi,17,0,1,1,0,0,0,0,0.0,0.0,0.0,0,6.0,Super_lig,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, D,1,0,0,None,0,0,0,None,0,0,0,Abdullah Sahindere,2003-06-09,1.84,right,2019-07-01,2021-06-30,100000.0,'Turkey',None,None
58,58,Abdulsamed Damlu,Yeni Malatyaspor,21,13,0,1170,0,0,1,0,0.0,53.8,0.5,1,6.73,Super_lig,0.0,0.1,0.0,0.0,0.7,0.0,0.0,0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,0.0,6.5,0.0, GK,1,0,0,None,0,0,0,None,0,0,0,Abdulsamed Damlu,1999-07-25,1.91,left,2014-07-01,2024-06-30,700000.0,'Turkey',None,None
59,59,Abdurrahman Canli,Hatayspor,24,1,11,187,1,0,2,0,0.2,84.1,0.3,0,6.16,Super_lig,0.3,0.3,0.4,0.0,0.4,0.0,0.0,0,0.0,0.3,0.0,0.1,0.1,0.2,0.2,0.0,0.0,0.1,5.8,0.0,0.8,0.0, D,1,0,0,None,0,0,0,None,0,0,0,Abdurrahman Canli,1997-05-04,1.81,right,2019-08-28,2022-06-30,200000.0,'Turkey',None,None
60,60,Abel Hernandez,Fluminense,30,1,0,75,0,0,1,0,3.0,50.0,5.0,0,7.27,Brasileirao,2.0,0.0,4.0,0.0,2.0,0.0,0.0,0,1.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,1.0,14.0,0.0,0.0,0.0, FW,1,0,0,None,0,0,0,None,0,0,0,Abel Hernandez,1990-08-08,1.85,left,2021-04-16,2021-12-31,2400000.0,'Uruguay',None,None
61,61,Abel Ruiz,Braga,21,16,9,1293,3,3,1,0,0.8,79.8,0.6,1,6.55,Liga_nos,0.3,0.0,0.8,0.0,0.4,0.1,0.0,0,0.6,0.9,0.2,0.6,1.3,0.8,0.0,0.2,0.6,0.6,12.3,0.0,0.1,0.0, FW,1,0,0,None,0,0,0,None,0,0,0,Abel Ruiz,2000-01-28,1.8,right,2020-07-01,2025-06-30,7000000.0,'Spain',None,None
62,62,Aboubacar Keita,Columbus,21,1,2,147,0,0,1,0,0.0,89.2,0.0,0,6.37,MLS,0.0,0.3,0.7,0.0,1.3,0.3,1.7,0,0.3,1.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,27.7,0.0,4.3,0.0, D,1,0,0,None,0,0,0,None,0,0,0,Aboubacar Keita,2000-04-06,1.85,right,2019-01-22,2022-06-30,1000000.0,'United States', 'Guinea',None
63,63,Aboubakar Kamara,Dijon,26,7,3,560,1,0,1,1,1.1,73.7,1.5,1,6.31,Ligue_1,0.3,0.0,1.4,0.0,0.2,0.6,0.0,0,0.8,1.7,0.1,1.6,1.8,1.1,0.4,0.1,0.6,0.7,13.3,0.5,0.4,0.0, AM,0,0,1,FW,1,0,0,None,0,0,0,Aboubakar Kamara,1995-03-07,1.77,right,2021-02-01,2021-06-30,2000000.0,'Mauritania', 'France',None
64,64,Aboubakar Keita,OH Leuven,23,0,3,49,0,0,0,0,0.0,81.3,0.7,0,6.05,Jupiler_league,0.3,1.0,0.3,0.0,1.0,0.7,0.0,0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,5.3,0.0,1.0,0.0, DMC,1,0,0,None,0,0,0,None,0,0,0,Aboubakar Keita,1997-11-05,1.84,right,2019-07-01,2022-06-30,250000.0,"""Cote d'Ivoire""",None,None
65,65,Aboubakary Koita,Waasland-Beveren,22,20,7,1790,7,1,3,0,2.2,79.0,0.4,4,6.98,Jupiler_league,1.2,0.4,0.8,0.0,0.1,1.0,0.0,0,2.2,2.3,0.1,2.5,1.7,2.2,1.6,0.0,0.6,1.1,19.0,1.1,1.2,0.0, AM,0,1,0,FW,1,0,0,None,0,0,0,Aboubakary Koita,1998-09-20,1.75,right,2019-07-19,2023-06-30,1200000.0,'Belgium', 'Senegal',None
66,66,Abraham Odoh,Rochdale,21,0,2,19,0,1,0,0,0.0,100.0,0.0,0,6.43,League_one,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,2.5,0.0,0.0,0.0, FW,1,0,0,None,0,0,0,None,0,0,0,Abraham Odoh,2000-01-25,1.68,right,2021-02-26,2022-06-30,25000.0,'England',None,None
67,67,Abu Ogogo,Bristol Rovers,31,3,0,202,0,0,1,0,1.0,77.5,1.3,0,6.42,League_one,0.7,1.7,2.0,0.0,0.7,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,0.0,0.3,0.0,23.7,0.0,0.7,0.0, M,1,0,0,None,0,0,0,None,0,0,0,Abu Ogogo,1989-11-03,1.77,right,2019-01-31,2021-06-30,150000.0,'England', 'Ghana',None
68,68,Abubakar Kadyrov,FK Akhmat,24,0,1,4,0,0,1,0,0.0,100.0,0.0,0,5.88,Russian_premier_league,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0, FW,1,0,0,None,0,0,0,None,0,0,0,Abubakar Kadyrov,1996-08-26,1.8,right,2019-07-01,2021-06-30,50000.0,'Russia',None,None
69,69,Achraf El Bouchataoui,Feyenoord,21,1,2,103,0,0,0,0,0.3,90.7,1.0,0,6.54,Eredivisie,0.0,0.3,0.0,0.0,0.3,0.3,0.3,0,0.3,0.0,0.0,0.3,0.3,0.3,0.0,0.3,0.0,0.0,50.0,0.0,3.7,0.0, M,1,0,0,None,0,0,0,None,0,0,0,Achraf El Bouchataoui,2000-01-12,1.79,right,2019-07-01,2022-06-30,250000.0,'Netherlands', 'Morocco',None
70,70,Achraf Hakimi,Inter,22,29,8,2673,7,8,6,0,1.1,84.5,0.4,3,6.98,Serie_A,1.4,0.6,0.8,0.0,0.4,0.7,0.0,0,0.9,1.0,0.2,0.5,1.5,1.1,0.4,0.0,0.7,1.0,32.7,0.8,0.9,0.0, D,0,1,1,M,0,0,1,None,0,0,0,Achraf Hakimi,1998-11-04,1.81,right,2020-09-01,2025-06-30,60000000.0,'Morocco', 'Spain',None
71,71,Achraf Lazaar,Watford,29,2,3,222,0,0,0,0,0.8,68.0,1.4,1,6.7,Championship,1.8,1.0,1.0,0.0,1.0,1.0,0.2,0,0.6,0.2,0.0,0.8,0.4,0.8,0.6,0.0,0.2,0.0,20.0,0.0,0.4,0.0, D,0,1,0,M,0,1,0,None,0,0,0,Achraf Lazaar,1992-01-22,1.84,left,2021-02-11,2021-06-30,350000.0,'Morocco', 'Italy',None
72,72,Adam Armstrong,Blackburn,24,40,0,3469,28,5,3,0,4.7,75.7,0.4,6,7.15,Championship,0.4,0.2,1.3,0.0,0.0,0.3,0.0,0,1.2,0.8,1.0,1.2,2.7,4.7,1.4,0.1,3.3,1.0,18.2,0.2,0.7,0.0, AM,1,1,1,FW,1,0,0,None,0,0,0,Adam Armstrong,1997-02-10,1.73,right,2018-08-06,2022-06-30,16000000.0,'England',None,None
73,73,Adam Bareiro,Alanyaspor,24,20,17,1837,5,1,5,0,1.5,79.9,1.2,1,6.48,Super_lig,0.4,0.1,1.3,0.0,0.3,0.3,0.0,0,0.3,1.2,0.2,0.5,1.6,1.5,0.2,0.2,1.0,0.8,14.5,0.1,0.5,0.0, FW,1,0,0,None,0,0,0,None,0,0,0,Adam Bareiro,1996-07-26,1.84,right,2020-08-24,2021-06-30,2600000.0,'Paraguay',None,None
74,74,Adam Bodzek,Fortuna Duesseldorf,35,20,8,1572,0,1,7,0,0.1,82.6,1.0,0,6.42,Bundesliga_2,0.8,0.8,0.7,0.0,0.8,0.8,0.1,0,0.2,1.0,0.0,0.4,0.3,0.1,0.1,0.0,0.0,0.2,26.9,0.0,2.6,0.0, D,1,0,0,DMC,1,0,0,None,0,0,0,Adam Bodzek,1985-09-07,1.84,right,2011-01-01,2022-06-30,250000.0,'Germany', 'Poland',None
75,75,Adam Buksa,New England,24,6,2,547,4,0,1,0,3.6,76.0,5.1,1,7.31,MLS,0.3,0.0,1.9,0.0,1.1,0.6,0.1,0,1.1,1.5,0.3,0.8,3.3,3.6,0.4,0.4,2.9,0.5,15.6,0.1,0.4,0.0, FW,1,0,0,None,0,0,0,None,0,0,0,Adam Buksa,1996-07-12,1.93,left,2020-01-01,2022-12-31,4500000.0,'Poland',None,None
76,76,Adam Clayton,Birmingham,32,10,4,873,0,0,3,1,0.1,76.3,0.7,0,6.16,Championship,1.0,1.1,1.6,0.0,1.0,1.3,0.4,0,0.2,0.6,0.0,0.4,0.5,0.1,0.1,0.0,0.0,0.2,30.7,0.1,3.7,0.0, M,1,0,0,None,0,0,0,None,0,0,0,Adam Clayton,1989-01-14,1.75,right,2020-09-01,2022-06-30,1000000.0,'England',None,None
77,77,Adam Crookes,Port Vale,23,13,3,1216,1,0,2,0,0.3,59.2,3.4,0,6.66,League_two,1.3,0.8,0.7,0.4,2.9,0.5,0.3,0,0.3,0.7,0.0,0.1,0.3,0.3,0.1,0.1,0.2,0.3,33.1,0.3,2.4,0.0, D,1,1,0,None,0,0,0,None,0,0,0,Adam Crookes,1997-11-18,1.83,left,2019-07-01,2021-06-30,25000.0,'England',None,None
78,78,Adam Davies,Stoke,28,17,0,1486,0,0,1,0,0.0,57.9,0.2,0,6.5,Championship,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,27.6,0.0,6.4,0.0, GK,1,0,0,None,0,0,0,None,0,0,0,Adam Davies,1992-07-17,1.85,right,2019-07-01,2022-06-30,700000.0,'Wales', 'Germany',None
79,79,Adam Dzwigala,St. Pauli,25,6,7,608,0,0,2,0,0.3,79.8,1.4,0,6.48,Bundesliga_2,1.1,1.2,0.5,0.3,2.7,0.8,0.2,0,0.0,0.2,0.1,0.1,0.3,0.3,0.2,0.0,0.2,0.0,23.2,0.0,1.7,0.0, D,1,0,0,None,0,0,0,None,0,0,0,Adam Dzwigala,1995-09-25,1.85,right,2020-12-17,2022-06-30,400000.0,'Poland',None,None
80,80,Adam Idah,Norwich,20,1,16,328,3,1,3,1,0.8,63.5,0.2,0,6.26,Championship,0.2,0.1,0.5,0.1,0.4,0.2,0.0,0,0.6,0.1,0.3,0.4,1.3,0.8,0.2,0.1,0.5,0.4,5.0,0.1,0.1,0.0, FW,1,0,0,None,0,0,0,None,0,0,0,Adam Idah,2001-02-11,1.9,right,2019-07-01,2024-06-30,2000000.0,'Ireland', 'Nigeria',None
81,81,Adam Jakubech,Kortrijk,24,12,0,1080,0,0,1,0,0.0,62.3,0.1,0,6.47,Jupiler_league,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.4,0.0,9.3,0.0, GK,1,0,0,None,0,0,0,None,0,0,0,Adam Jakubech,1997-01-02,1.88,right,2019-08-19,2021-06-30,600000.0,'Slovakia',None,None
82,82,Adam Lallana,Brighton,33,16,14,1592,1,1,0,0,0.7,85.0,0.3,0,6.45,Premier_league,0.9,0.5,0.6,0.0,0.4,1.0,0.1,0,0.6,0.7,0.1,0.5,0.8,0.7,0.2,0.0,0.5,0.8,30.8,0.1,0.6,0.0, AM,1,1,1,None,0,0,0,None,0,0,0,Adam Lallana,1988-05-10,1.72,both,2020-07-27,2023-06-30,4000000.0,'England',None,None
83,83,Adam Long,Wigan,20,10,3,897,0,0,1,0,0.2,68.3,1.5,0,6.36,League_one,0.5,0.9,0.4,0.5,3.4,0.1,1.3,0,0.1,0.4,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.0,24.2,0.0,2.5,0.0, D,1,0,0,None,0,0,0,None,0,0,0,Adam Long,2000-11-11,1.84,right,2020-07-01,2023-06-30,25000.0,'England',None,None
84,84,Adam Lundqvist,Houston,27,8,0,709,0,1,0,0,0.1,71.1,1.0,0,6.71,MLS,2.0,2.5,1.1,0.3,1.3,1.6,0.1,0,0.1,0.9,0.0,0.4,0.6,0.1,0.1,0.0,0.0,0.3,35.9,0.3,2.0,0.0, D,0,1,1,None,0,0,0,None,0,0,0,Adam Lundqvist,1994-03-20,1.75,left,2018-04-26,2022-12-31,950000.0,'Sweden',None,None
85,85,Adam Maher,FC Utrecht,27,25,0,2181,2,4,5,0,1.4,79.9,1.8,5,7.56,Eredivisie,2.8,1.8,1.8,0.0,1.4,1.0,0.4,0,1.3,2.3,0.0,1.4,1.6,1.4,1.2,0.0,0.1,2.5,61.8,2.0,4.9,0.1, M,1,0,1,None,0,0,0,None,0,0,0,Adam Maher,1993-07-20,1.74,right,2019-07-01,2022-06-30,4000000.0,'Netherlands', 'Morocco',None
86,86,Adam Marusic,Lazio,28,33,3,2971,2,3,3,0,0.8,85.4,0.8,2,6.66,Serie_A,1.1,1.1,0.5,0.3,1.3,0.6,0.2,1,0.7,0.4,0.1,0.6,0.7,0.8,0.2,0.1,0.5,0.8,37.3,0.4,1.6,0.0, D,1,0,1,M,0,1,1,None,0,0,0,Adam Marusic,1992-10-17,1.85,right,2017-07-01,2022-06-30,10000000.0,'Montenegro', 'Serbia',None
