Name,Team,Age,Apps,start_bench,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating,League,Tackles,Inter,Fouls,Offsides,Clear,Drb_past,Blocks,OwnG,Drb_per_game,Fouled,Off,Disp,UnsTch,Total_shots,OutOfBox,SixYardBox,PenaltyArea,KeyP,AvgP,Crosses,LongB,ThrB,Main_role,is_pos_c,is_pos_l,is_pos_r,secondary_role,is_pos_sec_c,is_pos_sec_l,is_pos_sec_r,third_role,is_pos_third_c,is_pos_third_l,is_pos_third_r
Christoph Kramer,Borussia M.Gladbach,30,23,5,2036,0,2,5,0,0.3,85.7,0.7,0,6.68,Bundesliga,2.0,1.2,1.1,0.0,1.3,1.1,0.4,0,0.8,0.7,0.0,0.3,0.8,0.3,0.3,0.0,0.1,0.4,46.6,0.1,1.5,0.0, DMC,1,0,0,None,0,0,0,None,0,0,0
Dan Burn,Brighton,29,23,4,2060,1,0,5,0,0.6,75.6,3.6,3,6.75,Premier_league,1.9,1.1,1.3,0.1,2.6,1.0,0.3,1,0.4,0.2,0.1,0.3,1.0,0.6,0.1,0.0,0.4,0.4,40.7,0.3,1.1,0.0, D,1,1,0,M,0,1,0,None,0,0,0
Filipe Augusto,Rio Ave,27,23,2,2028,0,0,8,1,0.8,86.7,0.9,1,6.72,Liga_nos,2.3,1.5,2.8,0.1,1.0,1.4,0.4,1,1.0,2.2,0.0,0.8,0.8,0.8,0.6,0.0,0.2,0.6,55.3,0.1,3.1,0.0, DMC,1,0,0,None,0,0,0,None,0,0,0
Nouha Dicko,Gaziantep FK,29,23,5,1940,4,0,4,0,1.6,74.7,1.5,1,6.63,Super_lig,0.5,0.3,1.8,0.0,0.1,0.3,0.1,0,1.1,1.0,0.7,1.4,2.4,1.6,0.4,0.3,0.9,0.5,11.9,0.3,0.1,0.0, AM,0,0,1,FW,1,0,0,None,0,0,0
Jean-Paul Boëtius,Mainz,27,23,8,2075,2,4,5,0,0.9,71.1,0.5,1,6.69,Bundesliga,1.4,1.1,0.9,0.0,0.3,1.0,0.1,0,0.8,1.2,0.0,0.9,1.6,0.9,0.5,0.1,0.3,1.1,24.7,0.3,1.2,0.2, AM,1,1,0,FW,1,0,0,None,0,0,0
Marcel Sobottka,Fortuna Duesseldorf,27,23,9,2079,5,3,5,0,0.9,78.9,1.0,1,6.75,Bundesliga_2,1.6,1.2,1.4,0.0,0.8,0.5,0.1,0,0.4,0.8,0.0,0.4,1.2,0.9,0.2,0.1,0.6,0.6,21.2,0.1,1.0,0.0, DMC,1,0,0,None,0,0,0,None,0,0,0
Julien de Sart,Kortrijk,26,23,1,1945,1,2,5,0,1.8,75.4,2.2,1,7.09,Jupiler_league,2.8,2.0,1.8,0.0,1.0,1.0,0.2,0,0.5,1.3,0.0,0.6,1.0,1.8,1.3,0.0,0.5,1.3,45.8,0.7,4.6,0.0, DMC,1,0,0,None,0,0,0,None,0,0,0
Sebastiaan Bornauw,FC Koln,22,23,1,2082,1,1,3,0,0.8,81.7,2.7,0,6.71,Bundesliga,1.2,1.7,1.0,0.5,4.2,0.5,1.1,0,0.2,0.4,0.1,0.0,0.3,0.8,0.0,0.0,0.7,0.0,38.1,0.0,3.8,0.0, D,1,0,0,None,0,0,0,None,0,0,0
Abdulkadir Parmak,Trabzonspor,26,23,3,1863,0,0,6,0,0.4,90.8,0.8,0,6.69,Super_lig,1.4,0.7,0.8,0.0,0.7,0.9,0.1,0,1.4,1.7,0.0,0.9,1.4,0.4,0.2,0.0,0.2,0.3,47.2,0.1,0.9,0.0, DMC,1,0,0,None,0,0,0,None,0,0,0
Nacho Monreal,Real Sociedad,35,23,3,2082,1,1,1,0,0.5,81.6,1.2,2,6.66,La_Liga,1.2,1.2,1.0,0.2,1.3,0.5,0.1,0,0.3,0.6,0.1,0.3,0.5,0.5,0.2,0.1,0.2,0.4,37.6,0.2,1.3,0.0, D,1,1,0,M,0,1,0,None,0,0,0
Ianis Hagi,Rangers,22,23,10,1970,7,11,3,0,1.8,81.7,0.5,2,6.91,Premiership,0.9,0.2,0.7,0.0,0.1,0.6,0.0,0,0.6,1.4,0.1,0.7,2.0,1.8,1.0,0.1,0.7,1.0,27.3,0.3,0.8,0.0, AM,1,0,1,None,0,0,0,None,0,0,0
Jaime Mata,Getafe,32,23,10,2042,5,0,10,1,1.2,68.3,2.5,0,6.31,La_Liga,0.4,0.2,2.1,0.0,0.5,0.5,0.1,0,0.1,1.1,0.8,0.6,1.8,1.2,0.0,0.1,1.1,0.5,16.7,0.1,0.2,0.0, FW,1,0,0,None,0,0,0,None,0,0,0
Callum Whelan,Oldham,22,23,8,2017,0,2,1,0,0.5,82.7,0.2,0,6.39,League_two,0.7,0.9,0.5,0.0,0.7,0.7,0.3,0,0.4,0.4,0.0,0.7,1.2,0.5,0.3,0.0,0.2,0.8,38.1,0.3,3.2,0.0, DMC,1,0,0,None,0,0,0,None,0,0,0
Jordan Ayew,Crystal Palace,29,23,10,2098,1,3,4,0,0.8,81.0,0.9,0,6.52,Premier_league,1.1,0.5,1.4,0.0,0.3,0.8,0.1,0,1.6,1.9,0.2,1.8,2.5,0.8,0.2,0.0,0.5,0.4,19.2,0.1,0.3,0.0, AM,1,1,1,FW,1,0,0,None,0,0,0
Franco Fragapane,Talleres,28,23,0,1861,3,3,2,0,1.0,74.9,0.3,1,6.86,Superliga,1.2,0.5,0.8,0.0,0.1,1.1,0.0,0,1.8,1.7,0.1,1.3,1.5,1.0,0.2,0.0,0.7,2.1,32.1,0.7,1.4,0.1, AM,1,1,1,None,0,0,0,None,0,0,0
Mariano Bittolo,Newell's Old Boys,31,23,0,2070,0,7,3,0,0.3,77.0,1.8,2,7.22,Superliga,2.6,1.7,0.6,0.3,2.7,1.3,0.1,0,0.8,0.8,0.0,0.6,1.1,0.3,0.1,0.0,0.2,1.7,38.1,1.4,2.1,0.0, D,0,1,0,None,0,0,0,None,0,0,0
Joe McNerney,Crawley,31,23,3,2011,1,0,5,0,0.5,55.9,6.4,1,6.87,League_two,1.5,1.0,1.2,0.5,5.3,0.6,0.5,0,0.1,0.7,0.1,0.1,0.5,0.5,0.0,0.2,0.4,0.1,27.7,0.0,2.2,0.0, D,1,0,0,None,0,0,0,None,0,0,0
Mark McGuinness,Ipswich,20,23,1,2089,1,0,2,0,0.6,81.0,6.2,3,7.21,League_one,1.1,2.3,1.4,0.4,5.5,0.8,0.7,1,0.2,0.6,0.0,0.2,0.5,0.6,0.0,0.2,0.5,0.2,58.7,0.0,3.4,0.0, D,1,0,0,None,0,0,0,None,0,0,0
Ethan Ampadu,Sheff Utd,20,23,2,2091,0,0,3,0,0.3,82.3,2.1,1,6.7,Premier_league,2.3,2.0,1.0,0.2,3.3,1.0,0.8,1,0.5,1.0,0.0,0.2,0.6,0.3,0.2,0.0,0.1,0.4,40.2,0.2,2.2,0.0, D,1,0,0,DMC,1,0,0,None,0,0,0
Mario Fernandes,CSKA Moscow,30,23,0,1974,1,1,4,0,0.5,81.2,2.0,2,7.19,Russian_premier_league,1.9,2.2,0.7,0.0,2.4,0.4,0.5,0,0.3,1.0,0.2,0.3,0.7,0.5,0.0,0.1,0.4,1.7,48.3,1.0,1.1,0.0, D,0,0,1,M,0,0,1,None,0,0,0
Agustín Rossi,Lanus,25,23,0,2070,0,0,1,0,0.0,64.8,0.3,1,6.91,Superliga,0.1,0.0,0.0,0.0,0.7,0.0,0.0,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.4,0.0,8.5,0.0, GK,1,0,0,None,0,0,0,None,0,0,0
Joachim van Damme,KV Mechelen,29,23,0,2037,3,0,8,0,1.5,76.7,3.6,3,7.17,Jupiler_league,2.4,2.2,2.7,0.1,1.6,1.1,0.5,0,0.8,0.9,0.2,1.3,0.8,1.5,0.8,0.3,0.4,0.7,52.7,0.0,5.0,0.0, DMC,1,0,0,None,0,0,0,None,0,0,0
Faiz Selemani,Kortrijk,27,23,7,2164,8,7,3,1,2.1,70.5,0.6,6,7.1,Jupiler_league,1.2,0.6,0.8,0.0,0.2,0.8,0.1,0,1.5,2.2,0.1,2.3,2.4,2.1,1.1,0.0,1.0,2.3,29.3,1.8,1.6,0.2, AM,1,1,0,FW,1,0,0,None,0,0,0
Hakan Özmert,Antalyaspor,36,23,5,1733,3,2,7,1,1.0,84.8,0.1,4,6.62,Super_lig,1.6,0.6,1.0,0.1,0.9,1.2,0.1,0,1.0,1.5,0.0,0.5,0.9,1.0,0.8,0.0,0.2,0.6,32.1,0.3,2.4,0.0, M,1,0,0,None,0,0,0,None,0,0,0
Ricardo Friedrich,Ankaragucu,28,23,1,2067,0,0,2,0,0.0,46.9,0.2,0,6.33,Super_lig,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9,0.0,6.6,0.0, GK,1,0,0,None,0,0,0,None,0,0,0
Rouwen Hennings,Fortuna Duesseldorf,33,23,10,2109,9,3,3,0,1.7,72.2,1.6,2,6.73,Bundesliga_2,0.3,0.2,0.8,0.1,0.9,0.3,0.0,0,0.3,0.7,0.3,0.4,1.3,1.7,0.3,0.0,1.3,0.6,16.5,0.2,0.7,0.0, FW,1,0,0,None,0,0,0,None,0,0,0
Giovanni Reyna,Borussia Dortmund,18,23,9,1984,4,5,1,0,1.2,83.1,0.5,2,6.81,Bundesliga,0.8,0.3,0.8,0.0,0.3,0.5,0.0,0,1.4,1.5,0.1,1.4,1.7,1.2,0.4,0.2,0.6,1.1,27.3,0.4,0.4,0.1, AM,1,1,1,None,0,0,0,None,0,0,0
Sasa Kalajdzic,Stuttgart,23,23,10,2140,16,5,1,0,2.1,68.7,2.9,7,7.02,Bundesliga,0.5,0.3,0.9,0.0,0.6,0.5,0.0,0,0.5,1.1,0.1,0.9,2.4,2.1,0.3,0.2,1.5,0.8,20.0,0.0,0.3,0.0, FW,1,0,0,None,0,0,0,None,0,0,0
Obite Evan Ndicka,Eintracht Frankfurt,21,23,0,2044,3,1,10,0,0.7,84.8,2.1,0,6.84,Bundesliga,1.3,2.0,1.4,0.7,3.3,0.5,0.3,0,0.4,1.3,0.0,0.6,1.1,0.7,0.0,0.2,0.6,0.3,55.6,0.1,1.7,0.0, D,1,1,0,None,0,0,0,None,0,0,0
Lars Stindl,Borussia M.Gladbach,32,23,7,1967,14,8,6,0,1.9,83.0,0.9,2,7.01,Bundesliga,0.8,0.4,1.4,0.0,0.5,0.8,0.1,0,0.3,1.0,0.1,1.0,1.4,1.9,0.7,0.1,1.1,1.5,33.4,0.4,1.4,0.2, M,1,0,1,FW,1,0,0,None,0,0,0
Álvaro Morata,Juventus,28,23,9,2019,11,9,3,1,1.8,76.5,1.1,4,6.91,Serie_A,0.5,0.2,1.2,0.0,0.7,0.8,0.1,0,0.7,1.4,0.6,1.3,2.3,1.8,0.1,0.3,1.4,1.3,17.9,0.2,0.5,0.1, AM,0,1,0,FW,1,0,0,None,0,0,0
Samba Camara,Sivasspor,28,23,5,2095,0,0,2,0,0.2,80.6,1.4,0,6.58,Super_lig,0.7,1.1,0.6,0.4,3.8,0.2,0.4,0,0.1,0.4,0.0,0.2,0.3,0.2,0.0,0.0,0.2,0.0,31.0,0.0,2.5,0.0, D,1,0,0,None,0,0,0,None,0,0,0
Ridge Munsy,Wuerzburger Kickers,31,23,4,1861,7,0,2,0,1.0,58.3,2.8,1,6.61,Bundesliga_2,0.4,0.1,0.8,0.1,0.3,0.4,0.1,0,0.8,1.0,0.7,1.0,2.9,1.0,0.1,0.0,0.8,0.6,13.8,0.1,0.1,0.0, AM,0,1,1,FW,1,0,0,None,0,0,0
Nuno Santos,Sporting,26,23,8,1920,7,6,4,0,1.1,80.3,0.3,1,6.86,Liga_nos,0.5,0.3,0.5,0.0,0.1,0.3,0.0,0,0.7,1.0,0.1,0.4,1.1,1.1,0.5,0.1,0.5,1.4,25.6,1.2,0.9,0.0, AM,1,1,1,None,0,0,0,None,0,0,0
Deni Milosevic,Konyaspor,26,23,7,1803,2,2,2,0,1.0,92.6,0.2,1,6.54,Super_lig,0.7,0.3,0.9,0.0,0.2,0.8,0.0,0,0.7,0.4,0.1,0.9,1.0,1.0,0.5,0.0,0.4,0.9,35.3,0.3,1.3,0.0, AM,1,1,1,FW,1,0,0,None,0,0,0
René,Maritimo,29,23,4,2025,0,0,9,0,0.2,83.4,1.0,0,6.46,Liga_nos,1.4,0.8,1.4,0.1,2.2,0.8,0.2,0,0.6,1.5,0.0,0.3,0.6,0.2,0.1,0.0,0.1,0.1,35.1,0.1,2.6,0.0, D,1,0,0,DMC,1,0,0,None,0,0,0
Hirving Lozano,Napoli,25,23,9,1972,11,3,6,0,1.8,76.6,0.5,2,6.98,Serie_A,0.9,0.6,1.0,0.0,0.2,0.8,0.0,0,0.9,2.2,0.3,0.7,1.7,1.8,0.5,0.2,1.2,1.1,16.7,0.4,0.3,0.0, AM,0,1,1,FW,1,0,0,None,0,0,0
Francisco Geraldes,Rio Ave,26,23,9,1916,0,2,4,0,1.0,80.1,0.2,0,6.46,Liga_nos,0.9,0.5,0.6,0.0,0.1,0.7,0.0,0,1.0,1.5,0.1,1.0,1.9,1.0,0.6,0.0,0.4,0.7,26.2,0.1,1.3,0.1, AM,1,1,1,None,0,0,0,None,0,0,0
Zoran Nizic,FK Akhmat,31,23,1,2020,0,1,3,0,0.3,83.2,2.5,1,6.79,Russian_premier_league,1.0,1.6,0.8,0.3,3.9,0.2,0.9,0,0.4,0.6,0.0,0.1,0.3,0.3,0.0,0.0,0.2,0.2,40.5,0.0,4.0,0.0, D,1,0,0,None,0,0,0,None,0,0,0
Cohen Bramall,Colchester,25,23,0,2063,0,3,3,0,0.7,65.8,1.6,1,6.82,League_two,1.2,0.8,0.8,0.3,2.8,0.6,0.5,0,0.7,0.4,0.3,0.7,1.2,0.7,0.5,0.0,0.2,1.4,39.0,1.7,2.7,0.0, D,0,1,0,None,0,0,0,None,0,0,0
Emmanuel Agbadou,Eupen,23,23,0,1986,1,0,2,2,0.5,82.7,1.7,2,6.76,Jupiler_league,1.8,2.6,1.7,0.3,3.1,1.0,0.7,0,0.7,0.3,0.2,0.5,0.9,0.5,0.3,0.0,0.2,0.5,49.9,0.1,3.0,0.0, D,1,0,0,DMC,1,0,0,None,0,0,0
Ihlas Bebou,Hoffenheim,27,23,9,2204,9,7,3,0,1.5,76.9,1.8,1,6.96,Bundesliga,0.8,0.5,0.8,0.0,0.5,0.2,0.1,0,1.3,1.0,0.1,1.8,3.4,1.5,0.1,0.2,1.2,1.2,18.0,0.5,0.3,0.0, M,1,1,1,FW,1,0,0,None,0,0,0
Bernard Berisha,FK Akhmat,29,23,4,1956,8,2,10,0,2.1,66.7,0.3,2,6.82,Russian_premier_league,1.1,0.7,1.3,0.0,0.0,0.7,0.0,0,1.3,1.3,0.7,1.5,2.3,2.1,0.7,0.2,1.3,1.2,18.3,0.7,1.6,0.0, M,1,1,1,FW,1,0,0,None,0,0,0
Bogdan Mykhaylichenko,Anderlecht,24,23,0,2054,1,1,3,0,0.5,82.0,1.5,2,6.86,Jupiler_league,2.0,1.8,1.1,0.0,1.1,1.0,0.2,0,0.7,1.3,0.0,0.3,1.0,0.5,0.4,0.0,0.1,0.9,58.1,0.6,2.2,0.0, D,0,1,0,None,0,0,0,None,0,0,0
Gustavo Assunção,Famalicao,21,23,3,1911,1,0,10,0,0.3,86.6,0.8,0,6.38,Liga_nos,1.0,0.9,1.8,0.0,1.5,1.2,0.0,0,0.3,0.9,0.0,0.3,0.6,0.3,0.2,0.0,0.2,0.2,42.7,0.0,3.0,0.0, DMC,1,0,0,None,0,0,0,None,0,0,0
Julian Weigl,Benfica,25,23,5,2036,0,0,10,0,0.3,91.1,0.9,1,6.78,Liga_nos,1.5,1.0,1.4,0.1,1.0,0.9,0.3,0,0.7,1.3,0.0,0.4,0.8,0.3,0.1,0.0,0.1,0.4,61.6,0.1,3.4,0.0, D,1,0,0,DMC,1,0,0,None,0,0,0
Coll Donaldson,Ross County,26,23,2,2022,1,0,6,0,0.4,66.0,3.6,0,6.58,Premiership,1.2,1.5,1.1,0.8,4.8,0.8,0.6,0,0.2,0.7,0.0,0.1,0.6,0.4,0.1,0.0,0.2,0.2,39.6,0.0,4.0,0.0, D,1,0,0,None,0,0,0,None,0,0,0
Nicky Clark,Dundee United,30,23,6,1904,8,1,3,0,1.3,68.6,1.8,2,6.59,Premiership,0.3,0.4,0.7,0.0,1.1,0.3,0.2,0,0.3,1.1,0.2,0.9,1.6,1.3,0.5,0.1,0.7,0.9,22.5,0.3,0.8,0.0, AM,1,0,0,FW,1,0,0,None,0,0,0
Tiago Lopes,Denizlispor,32,23,1,1943,0,2,4,0,0.6,74.9,1.2,0,6.52,Super_lig,1.4,2.1,1.3,0.3,1.3,0.9,0.2,0,0.5,1.9,0.0,0.9,1.4,0.6,0.3,0.0,0.3,0.9,34.9,0.6,2.2,0.0, D,0,1,1,None,0,0,0,None,0,0,0
Eren Albayrak,Antalyaspor,30,23,10,2203,1,2,3,0,0.2,78.7,0.7,0,6.53,Super_lig,1.3,0.9,0.7,0.1,1.4,1.0,0.2,1,0.4,1.1,0.1,0.5,1.0,0.2,0.2,0.0,0.0,0.6,24.9,0.5,0.7,0.1, D,0,1,0,M,0,1,0,None,0,0,0
Al Musrati,Braga,25,23,5,1961,3,3,6,0,0.4,85.1,1.1,0,6.78,Liga_nos,1.5,1.5,1.2,0.1,0.5,0.9,0.1,0,0.3,0.3,0.0,0.5,0.4,0.4,0.3,0.0,0.1,0.6,42.1,0.1,4.8,0.1, DMC,1,0,0,None,0,0,0,None,0,0,0
Sergiño Dest,Barcelona,20,23,7,1919,2,1,1,0,0.5,90.0,0.2,0,6.63,La_Liga,1.0,0.3,0.5,0.0,0.6,0.5,0.1,0,1.0,0.4,0.1,0.9,1.1,0.5,0.1,0.0,0.4,0.8,37.2,0.2,0.2,0.0, D,0,0,1,M,0,0,1,None,0,0,0
Kingsley Coman,Bayern,24,23,6,1767,5,10,1,0,1.8,84.9,0.4,1,7.11,Bundesliga,0.5,0.1,0.4,0.0,0.1,0.7,0.0,0,1.9,1.2,0.2,1.3,1.7,1.8,0.7,0.1,1.0,1.6,25.5,0.9,0.9,0.0, AM,0,1,1,FW,1,0,0,None,0,0,0
Smail Prevljak,Eupen,26,23,4,1955,15,3,3,0,2.6,77.0,0.4,3,6.89,Jupiler_league,0.4,0.1,0.8,0.0,0.4,0.3,0.0,0,0.4,1.3,0.4,1.6,2.0,2.6,0.4,0.3,1.9,1.0,15.8,0.1,0.3,0.0, FW,1,0,0,None,0,0,0,None,0,0,0
Ilkay Gündogan,Man City,30,23,5,2031,13,2,1,0,1.9,91.7,0.4,2,7.29,Premier_league,0.9,0.7,0.3,0.0,0.3,1.0,0.1,0,1.0,0.9,0.0,0.5,1.1,1.9,0.7,0.2,1.1,1.5,61.2,0.3,1.6,0.0, M,1,0,0,None,0,0,0,None,0,0,0
Casper de Norre,OH Leuven,24,23,0,2020,1,3,3,0,0.7,79.3,0.2,0,6.88,Jupiler_league,2.3,1.9,0.3,0.3,1.1,0.6,0.2,0,1.0,0.9,0.0,1.3,0.8,0.7,0.4,0.0,0.3,0.8,38.7,0.0,2.7,0.0, D,0,1,0,M,0,1,0,None,0,0,0
Rochinha,Vitoria de Guimaraes,26,23,10,1967,6,5,2,0,1.0,75.6,0.2,3,6.97,Liga_nos,0.6,0.7,0.7,0.0,0.2,0.5,0.0,0,2.4,2.7,0.0,1.5,1.6,1.0,0.5,0.0,0.5,1.0,13.9,0.6,1.3,0.0, AM,1,1,1,FW,1,0,0,None,0,0,0
Joelinton,Newcastle,24,23,8,1990,4,2,3,0,1.4,73.0,2.7,1,6.75,Premier_league,1.1,0.3,0.8,0.0,0.7,0.7,0.1,0,1.2,1.2,0.2,1.4,2.6,1.4,0.3,0.0,1.1,0.5,18.8,0.0,0.3,0.0, AM,0,1,1,FW,1,0,0,None,0,0,0
Hannes Delcroix,Anderlecht,22,23,0,2015,0,0,1,0,0.6,87.8,1.8,0,6.81,Jupiler_league,1.5,1.5,0.8,0.3,3.0,0.3,0.7,0,0.1,0.4,0.0,0.1,0.4,0.6,0.0,0.0,0.6,0.2,59.4,0.0,3.7,0.0, D,1,0,0,None,0,0,0,None,0,0,0
Niklas Dorsch,Gent,23,23,6,2080,3,2,6,0,0.6,87.9,0.4,1,6.87,Jupiler_league,2.9,1.1,1.5,0.0,0.2,1.2,0.2,0,0.4,1.1,0.0,1.2,0.9,0.6,0.3,0.0,0.2,1.3,45.9,0.3,3.5,0.0, DMC,1,0,0,None,0,0,0,None,0,0,0
Emre Can,Borussia Dortmund,27,23,5,2134,1,4,5,0,0.6,87.0,1.6,0,7.06,Bundesliga,1.5,1.7,1.3,0.1,1.8,0.6,0.4,0,1.1,0.8,0.0,0.5,0.7,0.6,0.3,0.0,0.3,0.6,62.3,0.3,3.8,0.0, D,1,1,1,DMC,1,0,0,None,0,0,0
Daniel Udoh,Shrewsbury,24,23,16,2030,4,3,2,0,0.7,69.9,1.6,0,6.4,League_one,0.8,0.2,1.5,0.0,0.2,0.2,0.0,0,0.4,1.0,0.4,1.5,1.5,0.7,0.1,0.1,0.5,0.4,11.2,0.0,0.2,0.0, FW,1,0,0,None,0,0,0,None,0,0,0
Bojan Jokic,FC Ufa,35,23,1,1969,1,0,7,1,0.2,70.9,1.1,0,6.4,Russian_premier_league,0.9,1.6,1.6,0.3,3.0,0.3,0.3,0,0.1,1.0,0.0,0.2,0.7,0.2,0.1,0.0,0.0,0.5,38.8,0.8,4.0,0.0, D,1,1,0,M,0,1,0,None,0,0,0
Maracás,Pacos de Ferreira,27,23,0,1994,0,0,3,0,0.3,84.5,2.8,0,6.82,Liga_nos,1.6,1.8,1.0,0.6,4.1,0.6,0.7,0,0.2,0.3,0.1,0.1,0.5,0.3,0.0,0.0,0.2,0.1,38.1,0.0,3.1,0.0, D,1,0,0,None,0,0,0,None,0,0,0
Ryan Cooney,Morecambe,21,23,16,2393,0,2,9,0,0.4,63.0,0.6,1,6.59,League_two,2.1,1.3,0.6,0.2,1.1,0.6,0.1,0,0.3,1.2,0.0,0.2,0.4,0.4,0.4,0.0,0.1,0.4,16.9,0.2,1.0,0.0, D,0,0,1,None,0,0,0,None,0,0,0
Ethan Laird,Milton Keynes Dons,19,23,1,1847,0,3,5,0,0.8,71.4,2.5,0,6.79,League_one,1.3,1.0,1.1,0.2,1.1,0.3,0.1,0,1.3,2.3,0.2,2.2,2.1,0.8,0.2,0.0,0.6,1.1,22.6,0.4,0.5,0.0, M,0,0,1,None,0,0,0,None,0,0,0
Liam Gibson,Morecambe,24,23,3,1851,0,2,6,1,0.1,52.2,2.6,1,6.81,League_two,3.2,1.4,1.0,0.2,2.5,0.5,0.1,0,0.5,0.4,0.0,0.3,0.3,0.1,0.1,0.0,0.0,0.3,25.3,0.1,0.9,0.0, D,0,1,0,None,0,0,0,None,0,0,0
Ben Barclay,Accrington,24,23,3,2005,1,1,7,0,0.3,59.2,4.2,1,6.79,League_one,1.5,1.8,1.1,0.4,2.4,0.5,0.8,0,0.3,0.5,0.0,0.2,0.3,0.3,0.0,0.0,0.2,0.3,27.0,0.0,2.3,0.0, D,1,0,0,DMC,1,0,0,None,0,0,0
Scott Tanser,St. Johnstone,26,23,7,2058,2,0,1,0,0.7,59.4,3.4,0,6.82,Premiership,1.3,1.3,0.9,0.1,1.4,0.5,0.2,0,0.5,0.4,0.3,0.4,1.0,0.7,0.4,0.0,0.3,0.8,27.2,0.9,1.1,0.0, D,0,1,0,M,0,1,0,None,0,0,0
Carlos Gruezo,Augsburg,26,23,5,2092,0,0,4,0,0.6,79.6,0.2,0,6.35,Bundesliga,2.0,1.3,1.3,0.0,1.0,1.1,0.2,0,0.4,0.4,0.0,0.4,1.0,0.6,0.6,0.0,0.0,0.3,28.1,0.0,2.3,0.0, DMC,1,0,0,None,0,0,0,None,0,0,0
Kevin Varga,Kasimpasa,25,23,14,2160,4,4,4,0,0.9,73.6,0.5,1,6.48,Super_lig,0.8,0.7,0.6,0.0,0.4,0.8,0.1,0,0.8,0.3,0.2,0.4,1.4,0.9,0.3,0.0,0.6,0.5,16.6,0.2,0.6,0.0, AM,0,1,1,None,0,0,0,None,0,0,0
Julius Biada,Sandhausen,28,23,0,1832,2,1,3,0,2.5,67.2,0.4,1,6.72,Bundesliga_2,1.0,0.3,0.9,0.0,0.4,0.7,0.1,0,1.4,1.5,0.2,0.8,1.9,2.5,1.6,0.0,0.9,1.2,26.5,1.0,1.1,0.0, AM,1,0,0,FW,1,0,0,None,0,0,0
Mateo Cassierra,Belenenses SAD,24,23,9,1997,10,1,0,0,1.3,76.0,1.3,2,6.59,Liga_nos,0.2,0.1,0.7,0.0,0.5,0.3,0.0,0,0.6,0.7,0.8,0.8,1.5,1.3,0.1,0.3,0.8,0.6,13.9,0.1,0.2,0.0, FW,1,0,0,None,0,0,0,None,0,0,0
Riyad Mahrez,Man City,30,23,4,1955,9,6,0,0,2.1,88.4,0.6,4,7.31,Premier_league,0.7,0.3,0.5,0.0,0.1,0.9,0.0,0,1.7,1.1,0.3,1.1,1.7,2.1,0.7,0.1,1.3,1.6,37.2,0.7,0.9,0.0, AM,1,1,1,None,0,0,0,None,0,0,0
Richard Smallwood,Hull,30,23,4,1921,0,0,6,0,0.5,74.6,1.9,0,6.78,League_one,1.9,1.2,1.7,0.0,1.3,0.9,0.3,0,0.2,0.4,0.0,0.2,0.3,0.5,0.5,0.0,0.0,0.4,42.0,0.0,4.9,0.0, DMC,1,0,0,None,0,0,0,None,0,0,0
Tete Morente,Elche,24,23,7,2027,2,5,5,0,0.6,80.3,0.7,0,6.6,La_Liga,1.0,0.4,0.9,0.0,0.9,1.0,0.0,0,1.5,1.1,0.2,1.1,1.7,0.6,0.2,0.1,0.3,0.5,21.4,0.7,0.8,0.0, AM,1,0,1,None,0,0,0,None,0,0,0
Jordan Clark,Luton,27,23,11,2187,1,0,0,0,0.9,68.5,1.1,0,6.55,Championship,1.1,0.9,0.7,0.0,1.1,1.0,0.2,0,0.8,1.0,0.1,0.8,1.4,0.9,0.3,0.1,0.5,0.5,22.2,0.4,0.9,0.0, M,1,1,1,None,0,0,0,None,0,0,0
Marvin Zeegelaar,Udinese,30,23,1,1754,1,0,6,0,0.4,79.1,1.4,0,6.56,Serie_A,1.7,1.0,1.6,0.0,1.5,0.8,0.4,0,0.9,0.3,0.2,0.6,1.2,0.4,0.1,0.0,0.3,0.4,26.5,0.3,0.9,0.0, D,0,1,0,M,0,1,0,None,0,0,0
Óscar Mingueza,Barcelona,22,23,4,1907,2,2,4,0,0.4,92.9,0.5,0,6.76,La_Liga,1.9,0.7,0.7,0.4,1.6,0.9,0.2,0,0.3,0.6,0.0,0.3,0.3,0.4,0.1,0.1,0.3,0.3,59.1,0.1,1.4,0.0, D,1,0,1,None,0,0,0,None,0,0,0
Jean-Claude Billong,Hatayspor,27,23,3,2010,0,0,2,1,0.2,86.1,1.2,0,6.5,Super_lig,1.3,0.7,0.7,0.5,3.1,0.2,0.5,1,0.2,0.3,0.0,0.2,0.2,0.2,0.0,0.0,0.2,0.0,38.6,0.0,2.0,0.0, D,1,0,0,None,0,0,0,None,0,0,0
Iker Muniain,Athletic Bilbao,28,23,5,1955,5,3,1,0,0.8,86.0,0.4,1,6.82,La_Liga,0.7,0.4,0.6,0.0,0.1,0.6,0.0,0,1.5,2.5,0.1,1.2,1.7,0.8,0.3,0.2,0.4,1.3,33.8,0.5,1.4,0.1, AM,1,1,1,None,0,0,0,None,0,0,0
