Name,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
Diego González,0.6,1.1,1,0.3,2.5,0.3,0.5,1
Dani Calvo,0.9,0.5,0.8,0.3,3,0.1,0.5,-
Pedro López,1,0.7,0.6,-,1,0.3,0.2,-
Borja García,0.6,0.5,0.1,-,0.2,0.3,-,-
Rober Pier,0.7,1.8,1,0.1,2.5,0.5,0.8,-
Marcos Mauro,1,0.9,0.5,0.5,3.1,0.4,0.5,-
Pepe Sanchez,1.3,1.3,2.3,-,2.7,0.3,0.7,-
Mikel Rico,0.8,0.7,0.6,-,0.6,0.7,0.1,-
Anthony Lozano,0.4,0.1,1.7,-,0.3,0.4,-,-
Marko Dmitrovic,0.1,-,-,-,0.6,0.1,-,-
Mikel Balenziaga,1.1,0.3,0.7,0.1,1.7,0.4,0.3,-
Denis Cheryshev,0.9,0.6,1.2,-,0.7,1,-,-
Aitor Fernández,-,0.1,-,-,1,-,-,-
Eugeni Valderrama,0.7,1.7,-,-,1,0.3,-,-
Kevin Vázquez,1.4,1.1,0.8,0.1,1.3,0.8,-,-
Denis Vavro,0.6,1,0.8,0.3,1.8,0.3,-,1
Ander Barrenetxea,0.9,0.2,1.3,-,0.2,0.5,-,-
Joseba Zaldua,1.3,0.5,1.2,-,1.1,1,0.2,-
Helibelton Palacios,1.8,0.5,0.5,0.2,1.7,0.5,0.1,-
Pedro Bigas,0.5,1.1,1,1.4,2.5,0.3,0.3,-
Nacho,1.9,1.3,0.6,0.1,1.5,1.2,-,-
Shon Weissman,0.4,0.3,0.9,-,0.2,0.7,0.1,-
Víctor Laguardia,0.6,1.2,0.8,0.7,3,0.5,0.4,-
Unai García,1.1,0.8,0.8,0.6,2.2,0.4,0.5,1
Oihan Sancet,0.3,0.2,0.8,-,0.3,0.2,-,-
Oier Sanjurjo,1.2,0.9,1.8,-,1.2,1.3,0.2,-
Cote,1.1,0.9,0.6,0.3,1.1,0.3,-,-
Nemanja Radoja,1.1,0.9,0.8,-,0.6,0.7,0.1,-
Fernando Niño,0.5,0.1,0.4,-,0.1,0.4,-,-
Jordi Masip,-,0.1,-,-,0.7,0.1,-,-
Jorge Pombo,0.6,0.2,0.8,-,0.3,0.6,-,-
Miralem Pjanic,0.7,0.6,0.2,-,0.3,0.3,0.1,-
Juan Cruz,1.4,0.6,0.5,0.3,1.6,0.6,0.2,-
Domingos Duarte,1.1,1,0.8,0.3,2.9,0.2,0.7,-
Johan Mojica,1.2,0.9,1,0.2,1.3,0.6,0.2,-
Carlos Neva,0.5,1.2,0.3,0.2,1.7,0.2,0.2,-
Kike Pérez,1.1,0.7,1.3,-,0.6,1.1,-,-
Coke,1.4,0.8,0.7,0.3,1.5,0.8,0.1,-
Trincão,0.1,-,0.2,-,0.1,0.1,-,-
Roberto López,0.3,0.2,0.1,-,0.3,0.2,-,-
Joel Robles,-,-,0.1,-,0.7,0.1,-,-
Dimitri Foulquier,1.1,0.8,0.9,0.1,1.4,0.3,0.2,1
Nikola Vukcevic,1.1,0.6,1.4,0.1,0.9,0.7,0.4,-
Paulo Gazzaniga,0.1,0.1,-,-,0.5,-,-,-
Abdoulaye Diaby,2,-,1,-,-,-,-,-
Emre Mor,0.7,0.5,0.6,-,-,0.3,-,-
Jon Pacheco Dozagarat,-,1,-,-,-,-,-,-
Juan Pérez,-,-,-,-,1.3,-,-,-
Víctor Díaz,1.2,0.9,0.6,0.2,2.1,0.5,0.5,-
Pedro León,0.4,0.3,0.4,-,0.1,0.6,-,-
Martín Aguirregabiria,1.2,1,0.9,0.3,1.2,0.6,0.1,-
Xabier Etxeita,0.7,1.2,1.3,0.5,3.4,0.6,0.3,1
Óscar Rodríguez,0.8,0.5,0.7,-,0.1,0.4,-,-
Iván Marcone,1.9,1.1,0.9,-,0.9,1.5,0.2,-
Martín Montoya,1.2,0.4,0.6,0.4,1.2,0.4,0.2,-
Darko Brasanac,0.6,0.4,1.7,-,0.6,0.7,0.1,-
Sergi Guardiola,0.4,0.2,1.3,-,0.6,0.9,-,-
Miguel Ángel Atienza,1.7,0.8,0.8,-,0.9,1.3,0.1,-
William Carvalho,0.7,0.4,0.7,0.1,0.5,0.6,0.1,-
Eliaquim Mangala,-,0.9,0.7,0.3,1.7,0.1,0.9,-
Fran Beltrán,0.9,0.5,0.5,-,0.7,0.5,-,-
Asier Villalibre,0.1,0.1,0.5,-,0.4,0.2,-,-
Tachi,0.8,0.8,0.9,0.4,2.3,0.6,0.5,-
Takefusa Kubo,0.4,0.8,1,-,0.2,0.7,-,-
Jony,0.3,0.6,0.5,-,0.1,0.7,-,-
Takashi Inui,0.5,0.4,1,-,0.2,0.3,-,-
Roberto Navarro,1,1,1,-,-,2,-,-
Martín Merquelanz,0.7,0.2,0.3,0.1,0.3,0.4,0.1,-
Unai Vencedor,1.1,0.6,1.1,-,0.5,1.1,0.2,-
Francis Coquelin,0.9,1,0.7,-,0.5,0.5,0.1,-
Sofian Chakla,1.1,1.3,1.2,0.7,4.3,0.2,0.2,1
Bryan Gil,1,-,1,-,-,-,-,-
Andrés Fernández,-,-,-,-,0.8,-,-,-
Erick Cabaco,1.2,0.7,1.2,0.7,2.4,0.5,0.3,-
Sergio Álvarez,1.6,0.8,1.4,0.2,0.8,0.5,0.2,-
Iñigo Vicente,0.3,-,-,-,-,-,-,-
Pere Pons,0.9,0.3,0.7,-,0.4,0.5,0.1,-
Jonás Ramalho,1,0.4,0.2,0.2,1.2,0.4,-,-
