Name,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
Dmitri Rybchinsky,1.1,0.4,1,-,0.7,1,0.2,-
Arseni Logashov,1.9,1.1,1,0.1,1.6,0.4,-,-
Ivelin Popov,0.5,1.5,1,-,0.5,2,0.5,-
Bojan Jokic,0.9,1.6,1.6,0.3,3,0.3,0.3,-
Ilya Gaponov,0.7,1,0.2,0.3,0.6,-,0.3,-
Sergei Makarov,1.6,1.2,1.2,0.2,1.3,0.8,0.6,-
Danila Khotulev,1.3,0.3,0.8,0.5,0.8,-,-,-
Evgeni Lutsenko,0.2,0.2,0.6,-,0.3,0.1,-,-
Ilzat Akhmetov,1.8,1.2,1,-,0.4,0.4,0.1,-
Ilya Kamyshev,1.9,0.3,0.4,-,0.3,0.1,0.1,-
Maximilian Philipp,0.7,0.4,0.6,-,-,1,0.1,-
Sébastien Thill,0.9,0.4,0.4,-,0.4,0.1,0.4,-
Kirill Bozhenov,1.7,0.7,1.1,0.2,1.1,0.6,0.1,-
Vitali Lisakovich,0.5,-,1,-,-,0.3,-,-
Vladislav Panteleev,0.4,0.8,0.7,-,0.3,0.5,-,-
Artyom Arkhipov,0.6,0.5,1.3,0.1,0.6,0.5,0.1,-
Roman Tugarev,1.3,0.2,0.8,-,0.2,0.6,0.1,-
Maksim Glushenkov,0.3,0.2,0.7,-,0.2,0.5,-,-
Sly,0.4,0.2,0.7,-,0.1,0.2,0.1,-
Aleksandr Rudenko,0.4,0.3,1,-,0.1,0.4,0.1,-
Ari,-,0.1,0.2,-,0.3,-,-,-
Gia Grigalava,0.8,1.1,1,0.4,2.4,0.1,0.6,-
Oston Urunov,1.1,0.1,0.6,-,0.3,0.1,0.3,-
Egor Shamov,-,-,-,-,0.7,-,-,-
Mikhail Kostyukov,0.7,0.1,1.4,-,0.6,0.3,0.1,-
Maksim Martusevich,0.3,0.2,1.2,-,2,0.2,0.3,-
Dmitriy Chistyakov,-,1,0.5,0.5,4,-,-,-
Marco Aratore,1,-,1.5,-,1,-,-,-
Aleksandre Karapetian,0.2,0.1,1.1,-,0.3,0.3,0.1,-
George Melkadze,0.5,0.3,1.4,-,0.2,0.2,-,-
Vitali Shakhov,1.2,2,0.4,0.6,3.4,0.4,0.9,-
Armin Gigovic,0.9,0.8,0.8,0.1,0.7,0.4,0.1,-
Taras Burlak,0.9,1.5,0.7,0.1,2,0.6,0.5,-
Rodion Syamuk,-,-,-,-,3.4,0.2,-,-
Kirill Klimov,0.5,0.1,0.8,-,0.2,-,0.1,-
Ladislav Almasi,0.1,-,0.9,-,0.3,0.1,-,-
Danil Lipovoy,-,-,0.5,-,-,-,-,-
Aleksandr Sukhov,1.4,1.1,1.6,0.2,1.6,0.9,0.2,-
Vladimir Obukhov,0.2,-,0.6,-,0.3,0.3,0.1,-
Nayair Tiknizyan,0.4,0.8,0.6,-,0.3,0.2,-,-
Pavel Alikin,0.4,1.4,0.9,0.2,2.6,0.2,0.8,-
Azer Aliev,0.7,1.6,0.7,-,0.5,0.9,0.2,-
Nikita Chicherin,2,1.8,0.3,0.5,2.5,0.8,0.3,-
Ilia Shkurin,0.1,-,1,-,0.1,0.1,-,-
Kristijan Bistrovic,0.3,0.3,0.4,-,0.1,0.4,-,-
Mikhail Tikhonov,1.2,0.4,0.2,-,1.2,1.6,0.2,-
Elmir Nabiullin,0.8,0.4,0.5,-,0.9,0.4,0.1,-
Gabriel Iancu,0.5,0.3,0.8,-,0.2,0.3,-,-
Maksim Glushenkov,0.2,-,0.6,-,-,-,-,-
Kirill Folmer,0.5,0.4,0.3,-,0.4,0.4,0.1,-
Leon Musaev,0.7,0.2,0.6,-,0.2,0.2,0.2,-
Oleg Ivanov,0.5,0.2,0.6,-,0.4,0.4,0.1,-
Aleksandr Denisov,1,2.2,0.2,0.4,4.6,0.5,1,-
Maksim Barsov,-,-,0.3,-,-,-,-,-
Nicholas Lawrence Anwan,2.5,0.5,1.5,-,0.5,1.5,-,-
Evgeni Pesegov,1.2,0.7,1,-,0.7,0.8,0.2,-
Yuri Bavin,2.6,2.1,2,-,0.8,1.2,0.8,-
Yuri Bavin,0.3,1.1,0.7,-,0.4,0.4,0.3,-
Senin Sebai,0.6,-,1.5,-,0.1,-,0.1,-
Igor Konovalov,1.1,1.3,0.7,-,0.3,0.2,0.1,-
Varazdat Haroyan,1.5,1.1,2.3,0.1,4.9,0.6,0.4,-
Kirill Panchenko,0.5,0.2,1.2,0.1,0.3,0.3,0.1,-
Lechii Sadulaev,1,0.3,1.1,-,0.1,0.3,-,-
Dmitriy Stotskiy,0.3,0.3,0.7,-,1,0.7,-,-
Eduard Spertsyan,1.8,-,0.4,-,0.2,0.2,-,-
Aleksey Evseev,0.3,0.1,0.6,-,0.4,0.3,0.1,-
Kamil Mullin,-,0.1,1,-,0.2,0.1,-,-
Islambek Kuat,0.8,1.7,1.3,-,1.5,0.8,0.5,-
Catalin Carp,1.3,1.4,1,-,0.8,1.2,-,-
Azat Bayryev,0.6,0.5,1,0.3,3.8,0.3,0.9,-
Zaurbek Pliev,0.3,1.3,0.9,0.3,0.6,0.4,0.1,-
Bruno Fuchs,-,-,-,-,-,-,-,-
Evgeni Markov,0.3,0.1,0.9,-,0.4,0.1,-,-
Danil Prucev,0.5,0.4,0.4,-,0.1,0.3,0.2,-
Andrés Ponce,0.3,0.2,1.6,-,0.4,0.1,0.1,-
Artur Sokhiev,-,-,-,-,-,-,-,-
Lovro Bizjak,0.1,0.3,0.9,-,0.6,0.3,-,-
Nikolay Giorgobiani,0.8,0.3,0.5,-,0.3,0.3,-,-
Catalin Carp,1.2,1.2,1,-,1.8,0.6,-,-
Anatoliy Nemchenko,0.5,-,0.5,-,-,0.5,-,-
