Name,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
Diogo Leite,0.4,0.9,1.4,0.3,2.4,0.2,0.4,-
Steven Vitória,0.8,1.2,1.1,0.6,2.4,0.3,0.3,-
Abel Ruiz,0.3,-,0.8,-,0.4,0.1,-,-
Marcelo Hermes,2.3,1.1,1.3,0.1,1.6,1.5,0.2,-
Fabrício,0.6,0.2,1.6,-,0.4,0.6,-,-
Rúben Fernandes,0.5,1.1,0.5,0.6,2.9,0.3,0.8,-
Abdu Conté,1.3,0.6,1.5,0.2,0.7,0.4,0.1,-
Jean,2.8,1.5,1.6,-,1.5,1.7,0.7,-
Zié Ouattara,1.1,0.8,0.9,0.2,0.9,0.2,0.1,-
Filipe Ferreira,1.6,1.3,0.6,0.2,1.6,0.7,0.3,-
Beto,-,0.1,-,-,0.4,-,-,-
Afonso Sousa,0.9,0.7,0.8,-,0.2,1,-,-
Vincent Thill,0.9,0.5,1.1,-,0.2,1.1,0.1,-
Fábio Nunes,1.8,1.6,1.1,0.2,1.2,0.9,0.2,-
Pedro Mendes,0.2,0.4,0.8,-,0.3,0.4,0.3,1
Ruben Freitas,1.5,1.4,0.5,0.2,2,0.6,-,-
Ivo Pinto,1,1.1,1.1,0.2,1.6,0.6,0.2,-
Jhonata Robert,0.8,0.3,0.7,-,0.3,0.6,-,-
Brayan Riascos,0.6,0.4,1.8,-,0.9,0.8,-,-
Guga,1.8,0.5,1.2,-,0.1,1.4,0.1,-
Gonzalo Plata,0.9,0.6,0.4,-,-,0.3,-,-
Rafael Martins,0.4,-,0.9,0.1,0.5,0.2,0.1,-
Costinha,1.7,0.8,1.2,0.3,1.1,0.7,0.1,-
Rui Correia,0.6,1.8,0.7,0.6,3.3,0.7,0.7,-
Anderson Oliveira,0.9,0.4,0.9,-,0.2,0.8,0.1,-
João Afonso,2.1,1.2,1.7,-,1.4,1.2,0.3,-
Ricardo Alves,0.7,0.8,0.8,0.6,3.4,0.2,0.6,-
Felipe Pires,0.7,0.2,0.5,-,-,0.4,-,-
Abner Felipe,1.4,2.4,1.6,0.2,1.5,0.6,0.2,-
Sávio,1.6,1.1,0.5,0.2,1.1,0.5,-,-
Nuno Santos,1.2,1.3,1.2,-,0.6,1.6,0.2,1
Ewerton,1.4,0.9,1.5,-,0.6,0.9,0.2,-
Pedro Sá,1.5,1.2,1.3,-,1.2,1.2,0.5,-
Nikola Jambor,1.8,0.8,0.7,-,0.2,1.5,-,-
Daniel Bragança,1,0.4,1,-,0.1,0.4,-,-
Marco Pereira,-,-,-,-,0.7,0.1,-,1
Rashid,0.7,1.1,1.1,-,0.6,0.9,-,-
Diego Lopes,0.6,0.2,0.7,-,0.3,1,-,-
Francisco Moura,1,0.2,0.4,-,0.2,0.6,-,-
Anderson Silva,0.1,0.2,1.1,-,0.2,0.2,-,-
Pedro Pelágio,1.3,0.9,2.3,-,1.2,1.4,0.3,-
Diogo Salomão,0.8,1,0.7,0.1,0.8,0.5,0.1,-
Pedro Amaral,1,0.8,1,0.1,0.8,0.7,0.1,-
Nuno Tavares,1,0.4,1.6,0.1,0.6,0.4,-,-
Salvador Agra,0.4,0.3,1.1,-,0.3,0.7,-,-
Rafael Defendi,-,-,0.1,-,1.3,-,-,-
João Pedro,1.1,0.8,2,-,0.9,1.3,-,-
Larry Azouni,1.6,1.3,1.4,-,0.6,0.9,0.1,-
Bryan Róchez,0.4,0.1,1.1,-,0.4,0.3,0.1,-
