Name,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,League
Tyrell Malacia,1.5,1.3,1.3,0.1,0.7,0.7,0.2,-,Eredivisie
Orkun Kökcü,1,0.3,0.6,-,0.3,1.2,0.1,-,Eredivisie
Bart Ramselaar,0.9,0.6,0.5,-,0.1,0.6,-,-,Eredivisie
Lucas Schoofs,3,1.6,0.6,-,1.3,1.5,0.4,-,Eredivisie
Uros Spajic,1.3,1.5,1.3,0.8,3.3,0.4,0.5,-,Eredivisie
Mimoun Mahi,0.4,0.1,0.7,-,0.4,0.3,-,-,Eredivisie
Vito van Crooij,2.1,0.9,1.5,-,0.6,1.4,0.2,-,Eredivisie
Michael de Leeuw,0.7,0.4,1.5,-,1.2,0.6,0.1,-,Eredivisie
Said Bakari,2.6,2.4,0.7,0.4,1.9,1.5,0.3,-,Eredivisie
Nick Marsman,-,0.1,-,-,0.6,-,-,-,Eredivisie
Mark Diemers,1.4,0.7,0.7,-,0.4,0.8,-,-,Eredivisie
Jari Vlak,2.7,1.6,1.2,-,1.5,2,0.2,-,Eredivisie
Piet Velthuizen,-,-,-,-,1.5,-,-,-,Eredivisie
Evert Linthorst,2,1,1.7,0.1,1.3,1.7,0.3,-,Eredivisie
Bryan Linssen,1,0.4,1.4,-,0.2,0.7,-,-,Eredivisie
Cyril Ngonge,1,0.5,0.7,-,0.2,1.2,-,-,Eredivisie
Sebastian Polter,0.8,0.3,2.8,-,1.1,0.5,0.1,1,Eredivisie
Alessio Da Cruz,0.3,0.3,1,-,0.6,0.5,-,-,Eredivisie
Armando Broja,0.4,0.1,0.8,-,0.2,0.3,-,-,Eredivisie
Luka Adzic,0.9,0.5,0.8,-,0.4,1.2,-,-,Eredivisie
Mitchell van Bergen,0.9,0.7,0.4,-,0.2,0.9,0.1,-,Eredivisie
Mohamed Ihattaren,0.3,0.3,0.3,-,0.1,0.4,-,-,Eredivisie
Sven van Beek,1.2,2.7,0.6,0.6,3.4,0.7,0.4,1,Eredivisie
Matús Bero,1.9,1,2.4,-,0.5,1.5,0.1,-,Eredivisie
Dani de Wit,1.3,0.5,2.1,-,0.6,0.9,0.3,-,Eredivisie
Jurgen Ekkelenkamp,0.7,0.5,0.3,-,0.1,0.6,0.2,-,Eredivisie
Yuta Nakayama,1.6,1.1,1,0.2,2.3,0.6,0.6,-,Eredivisie
Kik Pierie,1.5,2.3,1,1.1,4.9,0.7,0.8,-,Eredivisie
Sven Mijnans,1.6,0.9,0.8,-,0.6,0.9,-,-,Eredivisie
Pol Llonch,3.9,1.4,1.5,-,1.1,2.3,0.2,-,Eredivisie
Tesfaldet Tekie,1.9,1.8,0.7,0.1,0.5,1.3,0.2,-,Eredivisie
Jordan Teze,1.5,1,0.8,0.3,2.1,0.5,0.5,-,Eredivisie
Gijs Smal,2.1,1.1,0.6,-,1.3,1.1,0.1,-,Eredivisie
Koen Bucker,-,-,-,-,-,-,-,-,Eredivisie
Joris van Overeem,1.9,1.9,1.1,-,1.1,1.1,0.3,-,Eredivisie
Adil Auassar,2.3,1.6,1.6,0.1,1.6,0.9,0.4,-,Eredivisie
Ben Rienstra,1.6,1.4,0.7,0.2,2.2,0.5,0.2,-,Eredivisie
Wouter Burger,1.5,1.6,0.5,0.1,0.7,0.9,0.1,-,Eredivisie
Melle Meulensteen,1.4,2,0.5,0.8,4.1,0.5,0.8,-,Eredivisie
Zakaria Labyad,0.3,0.2,0.7,-,-,0.2,-,-,Eredivisie
Kerim Frei,1.2,0.5,0.6,-,0.2,1.3,0.1,-,Eredivisie
Sebastian Holmén,1,1.9,0.9,0.4,3.8,0.4,1.1,-,Eredivisie
Lasse Schöne,1.4,1,0.5,-,1,0.8,0.3,-,Eredivisie
Kwasi Okyere Wriedt,0.3,-,1,-,0.4,0.4,-,-,Eredivisie
Tyronne Ebuehi,1.5,1.3,0.7,0.3,1.5,0.3,0.4,-,Eredivisie
Caner Cavlan,1.5,1.6,0.8,0.1,2.1,1.2,0.2,1,Eredivisie
Marco Rente,1.7,2.4,0.4,0.4,3.2,0.8,0.5,1,Eredivisie
Danny Post,3.3,2.3,1.9,-,1.8,2.1,0.5,-,Eredivisie
Yanick van Osch,0.1,0.1,-,-,1.2,-,-,-,Eredivisie
Siem de Jong,1.4,0.2,0.7,-,0.9,0.7,0.1,-,Eredivisie
John Goossens,1,1.7,0.7,-,1.6,0.8,0.2,-,Eredivisie
Gianni Zuiverloon,1.5,1.5,1.1,0.1,4.4,0.9,0.6,-,Eredivisie
Ibrahim Dresevic,0.9,1.9,0.6,0.5,2.7,0.6,0.6,-,Eredivisie
Mauro Júnior,1.1,0.9,0.8,-,0.2,0.7,0.1,-,Eredivisie
Sergio Padt,-,-,0.1,-,1.1,-,-,-,Eredivisie
Leonel Miguel,3,1,2,-,5,-,1,-,Eredivisie
Roel Janssen,1.7,1.8,1,0.6,4.6,0.7,0.7,-,Eredivisie
Nicolai Jørgensen,0.4,-,0.5,-,0.6,0.3,-,-,Eredivisie
Lucas Woudenberg,2.4,1.4,1.7,0.2,2.5,0.7,0.3,1,Eredivisie
Tom Beugelsdijk,0.8,1.5,0.8,0.5,4,0.5,0.3,-,Eredivisie
Mike te Wierik,1.8,1.9,2.1,0.5,2.5,0.7,0.3,-,Eredivisie
Bram van Polen,1.3,1.8,0.9,0.3,2.6,0.7,0.4,-,Eredivisie
Paul Quasten,1.9,1.8,0.9,0.1,1.4,0.8,0.1,-,Eredivisie
Giacomo Quagliata,1.7,2,1.1,0.2,1.7,0.8,0.1,-,Eredivisie
Luca de la Torre,2,0.8,0.5,-,0.6,0.8,0.1,-,Eredivisie
Pantelis Hatzidiakos,1,2,0.9,0.6,3.2,0.5,0.4,-,Eredivisie
Bryan Smeets,0.5,0.3,0.5,-,0.1,0.7,-,-,Eredivisie
Jayden Oosterwolde,1.9,1.6,1.3,0.3,1.6,0.7,0.2,-,Eredivisie
Michiel Kramer,0.5,0.3,1.1,-,0.9,0.1,0.1,-,Eredivisie
Ante Coric,-,-,-,-,1,1,-,-,Eredivisie
Ramiz Zerrouki,2,1.7,1.5,0.1,1.2,1.1,0.1,-,Eredivisie
Xavier Mous,-,-,-,-,1,-,-,1,Eredivisie
Mo El Hankouri,0.9,0.8,0.6,-,0.5,0.4,0.1,-,Eredivisie
Rodney Kongolo,1.7,1.4,1.2,-,1.2,1.3,0.2,-,Eredivisie
Lazaros Rota,2.3,1.3,1,0.1,1.3,1,0.4,-,Eredivisie
Nick Viergever,0.6,1.6,0.8,0.2,2.2,0.5,0.1,-,Eredivisie
Timo Baumgartl,0.6,1,1,0.1,1.6,0.1,0.3,-,Eredivisie
Oussama Darfalou,0.6,-,0.8,-,0.2,0.6,-,-,Eredivisie
Bruno Martins Indi,0.6,1.2,0.9,0.9,2.9,0.2,0.6,-,Eredivisie
Leroy Fer,1.4,0.7,1.4,-,1.5,0.9,0.1,1,Eredivisie
Simon Gustafson,1.5,0.9,1,-,0.9,0.8,0.1,1,Eredivisie
Erwin Mulder,-,-,-,-,0.6,0.1,-,-,Eredivisie
Tomás Suslov,1.2,0.5,0.9,-,0.4,0.9,-,-,Eredivisie
Mark van der Maarel,2,1.1,1.2,0.2,1.3,1.4,0.2,-,Eredivisie
Marko Vejinovic,2.2,1.2,2.1,-,1.2,1.5,0.5,-,Eredivisie
Anas Tahiri,1.1,1.1,0.6,-,0.4,0.8,0.1,-,Eredivisie
Luciano Narsingh,0.6,-,0.3,-,-,0.1,-,-,Eredivisie
Ramon Pascal Lundqvist,0.9,0.4,0.5,-,0.9,0.4,0.1,-,Eredivisie
Yvon Mvogo,-,-,-,-,0.5,-,-,1,Eredivisie
Thijs Oosting,1.2,0.4,0.5,-,0.9,0.8,0.2,-,Eredivisie
Remko Pasveer,0.1,-,-,-,0.3,0.2,-,-,Eredivisie
Timo Letschert,0.8,1.1,0.6,0.4,2.4,0.4,0.3,-,Eredivisie
Godfried Roemeratoe,2.3,1.2,1.2,-,0.6,0.7,0.2,-,Eredivisie
Luuk Koopmans,0.1,-,-,-,1,0.1,-,-,Eredivisie
Wessel Dammers,1,1.6,0.5,0.4,2.1,0.4,0.3,-,Eredivisie
Mica Pinto,1.6,1.2,0.8,0.2,1.7,0.9,0.2,-,Eredivisie
Ismail Azzaoui,1.8,0.6,0.7,-,0.6,1.3,0.1,-,Eredivisie
Aaron Meijers,1.7,0.5,0.5,0.1,1.3,0.6,0.3,-,Eredivisie
Rami Kaib,1.1,1.3,0.9,0.2,1.9,0.8,0.1,-,Eredivisie
Sherel Floranus,1.7,1.5,0.7,0.2,2.7,1.2,0.3,-,Eredivisie
Luciano Narsingh,0.5,0.5,0.2,-,0.2,0.4,-,-,Eredivisie
Sam Kersten,1.2,1.8,0.9,0.5,3.5,0.3,0.6,-,Eredivisie
Lars Nieuwpoort,2,0.7,0.7,0.3,2.7,1.3,1.3,-,Eredivisie
Zinedine Machach,1,0.3,1.6,-,0.2,0.8,0.2,-,Eredivisie
Ola John,0.3,0.2,0.1,-,0.1,0.1,-,-,Eredivisie
Sinan Bakis,0.5,0.2,0.9,-,0.3,0.4,-,-,Eredivisie
Daniël van Kaam,1.3,1.2,0.3,0.1,0.8,0.8,0.3,-,Eredivisie
Luciano Carty,-,-,0.5,-,0.5,-,-,-,Eredivisie
Enzo Cornelisse,1.2,1,0.3,0.2,1.3,0.7,0.8,-,Eredivisie
Leon Guwara,1.6,1.7,0.6,0.1,2,0.4,0.3,-,Eredivisie
Thomas Bruns,1.8,0.7,1,-,0.4,1,0.1,-,Eredivisie
Hamdi Akujobi,1.8,1.2,0.8,-,1.2,-,0.8,-,Eredivisie
Marco Bizot,-,-,0.1,-,0.8,-,-,-,Eredivisie
Emil Hansson,0.9,0.1,0.3,-,0.3,0.8,-,-,Eredivisie
Shaquille Pinas,1.3,1.7,1,0.5,3.3,0.9,1.3,1,Eredivisie
Martin Fraisl,-,-,-,-,0.9,0.1,-,-,Eredivisie
Othmane Boussaid,1,0.8,0.3,-,-,0.4,-,-,Eredivisie
Benjamin Nygren,1,0.2,0.6,-,0.4,0.8,-,-,Eredivisie
Wout Brama,1.3,1.2,1.2,0.1,1,0.6,0.3,-,Eredivisie
Maduka Okoye,-,-,-,-,0.5,-,-,-,Eredivisie
Joël Drommel,-,0.1,0.1,-,0.9,-,-,1,Eredivisie
Thomas van den Belt,1.4,1.6,0.4,-,1.4,0.9,0.1,-,Eredivisie
Deroy Duarte,1.5,0.5,0.8,-,0.7,0.9,0.1,-,Eredivisie
Martin Angha,1.4,1.4,1.1,0.8,3.8,1.1,0.6,-,Eredivisie
Mustafa Saymak,1.5,0.9,0.9,-,0.5,2.1,-,-,Eredivisie
Achraf El Bouchataoui,-,0.3,-,-,0.3,0.3,0.3,-,Eredivisie
Ché Nunnely,0.8,0.4,0.4,-,0.2,0.7,-,-,Eredivisie
Thomas Buitink,0.7,0.2,0.8,-,0.2,0.4,0.1,-,Eredivisie
Alois Dominik Oroz,1.1,1,0.3,0.1,0.6,0.4,0.1,-,Eredivisie
Thorsten Kirschbaum,-,-,-,-,0.6,-,-,-,Eredivisie
Slobodan Tedic,0.7,0.3,0.5,-,0.6,0.5,-,-,Eredivisie
Boy Kemper,1.5,1.5,0.6,0.3,3.2,0.5,0.8,-,Eredivisie
Yukinari Sugawara,1.2,1.2,0.5,0.2,1.3,0.8,0.1,-,Eredivisie
Luuk Wouters,1.7,1.8,0.5,0.4,2.7,1.2,0.4,-,Eredivisie
Armando Obispo,0.8,0.4,-,0.4,1.2,0.2,0.8,-,Eredivisie
Brian Brobbey,0.1,0.1,0.3,-,0.1,0.1,-,-,Eredivisie
Delano Burgzorg,0.6,0.3,0.8,0.1,0.3,0.5,-,-,Eredivisie
Lennerd Daneels,1.3,0.4,0.6,-,0.3,0.9,0.1,-,Eredivisie
Daniel Arzani,0.5,0.3,-,-,-,0.5,-,-,Eredivisie
Josua John,0.8,0.4,0.4,-,0.8,0.6,0.2,-,Eredivisie
Robbin Ruiter,-,-,-,-,0.7,0.1,-,-,Eredivisie
Driess Saddiki,2.1,2.6,0.9,-,0.8,2.4,0.3,-,Eredivisie
Jan-Arie van der Heijden,0.9,1.3,0.4,0.1,2.8,0.6,0.9,-,Eredivisie
Richard van der Venne,1,0.7,2,-,0.5,0.9,0.1,-,Eredivisie
Michael Heylen,1.3,1.4,0.6,0.7,3.3,0.5,0.5,-,Eredivisie
Rico Strieder,1.5,1.4,0.6,0.1,0.8,0.7,-,-,Eredivisie
Paul Gladon,0.3,-,1.1,-,0.5,0.4,-,-,Eredivisie
Arjen Robben,0.2,-,0.2,-,-,0.5,-,-,Eredivisie
Oussama Idrissi,0.6,-,0.6,-,-,0.6,-,-,Eredivisie
Derrick Köhn,2,1.5,1.1,0.2,2.1,0.5,0.2,1,Eredivisie
Immanuel Pherai,1,0.2,1.5,-,0.2,0.7,0.1,-,Eredivisie
Eric Oelschlägel,-,-,0.1,-,0.9,-,-,-,Eredivisie
João Teixeira,0.6,0.3,0.5,-,0.2,1.1,-,-,Eredivisie
Vurnon Anita,1.9,1.6,1.3,-,0.7,0.8,0.2,-,Eredivisie
Jaroslaw Jach,2.3,2,0.3,-,4,0.7,1.7,1,Eredivisie
Yorbe Vertessen,0.4,0.1,0.3,-,0.1,0.5,-,-,Eredivisie
John Yeboah,0.9,0.4,0.4,-,-,0.3,-,-,Eredivisie
Miquel Nelom,1.9,1,0.4,0.1,1.6,0.1,0.3,-,Eredivisie
Dennis Telgenkamp,0.1,0.1,-,-,0.3,0.1,-,-,Eredivisie
Peet Bijen,0.3,1,0.3,0.5,5.7,0.3,0.8,-,Eredivisie
Mats Knoester,1.3,0.9,0.6,0.2,2.2,0.3,0.5,-,Eredivisie
Christos Donis,0.8,1,0.6,-,1,0.4,0.2,-,Eredivisie
Silvinho Esajas,1,1.5,0.5,-,-,-,2,-,Eredivisie
Damil Dankerlui,1.9,1.1,0.8,0.1,1,1.2,0.1,-,Eredivisie
Eliano Reijnders,1.4,0.4,0.5,-,0.5,1,0.1,-,Eredivisie
Marco van Ginkel,0.6,0.3,0.5,-,0.5,0.3,-,-,Eredivisie
Mike van Duinen,0.9,0.2,0.3,-,0.7,0.7,-,-,Eredivisie
Wesley Spieringhs,2,1.6,0.9,-,0.8,1,0.3,-,Eredivisie
Dean Huiberts,1.9,1.1,1.2,-,0.5,1.7,0.2,-,Eredivisie
Arjen van der Heide,1.6,0.4,1,-,0.5,0.5,0.2,-,Eredivisie
Arijanet Muric,0.2,-,-,-,0.8,-,-,-,Eredivisie
Samy Bourard,0.9,0.5,1.2,-,0.3,1.4,0.2,-,Eredivisie
Pelle Clement,0.7,0.7,0.5,-,0.8,1,0.3,-,Eredivisie
Tomas Hajek,0.9,0.8,0.6,0.2,1.6,0.3,0.3,-,Eredivisie
Jesper Drost,1.4,0.7,0.6,-,0.6,0.7,0.1,-,Eredivisie
Orestis Kiomourtzoglou,1.7,1.3,1.1,-,1.1,0.9,0.6,-,Eredivisie
Steffen Schäfer,1.9,2,0.5,-,2.1,1,0.3,-,Eredivisie
Justin Hoogma,0.6,0.6,0.4,-,1.7,-,0.3,-,Eredivisie
Clint Leemans,0.3,0.1,0.2,-,0.3,0.5,-,-,Eredivisie
Lucas Bernadou,1.6,1.1,0.6,-,0.6,1.2,0.2,-,Eredivisie
Hilal Ben Moussa,1.5,1.1,0.6,-,1.2,0.6,0.1,-,Eredivisie
Marc-Olivier Doué,1.8,1.5,0.5,0.3,0.7,1.2,0.2,-,Eredivisie
Thomas Lam,1,0.9,1.3,0.5,3.3,0.4,0.4,-,Eredivisie
Patrick Joosten,0.3,0.1,0.4,-,0.2,0.3,-,-,Eredivisie
Nick Bakker,0.5,1,0.9,0.2,3.1,0.3,0.7,-,Eredivisie
Tijjani Reijnders,0.6,0.8,0.3,-,0.2,0.3,0.2,-,Eredivisie
Luka Ilic,0.9,0.5,0.4,-,0.4,0.7,-,-,Eredivisie
Nikolai Laursen,0.6,0.2,0.4,-,0.4,0.4,-,-,Eredivisie
Mateo Leš,1,1,1,-,1.7,0.7,1,-,Eredivisie
George Johnston,0.3,0.8,-,-,2.8,-,0.3,-,Eredivisie
Jorrit Hendrix,1,0.4,0.6,-,0.4,0.4,0.1,-,Eredivisie
Dario Dumic,0.8,0.5,0.8,0.5,2.6,0.3,0.3,1,Eredivisie
Kees de Boer,1.2,1.9,1,-,0.9,0.6,0.3,-,Eredivisie
Jorn Brondeel,-,0.1,-,-,1.2,-,-,-,Eredivisie
Eljero Elia,0.7,0.2,0.4,-,0.3,0.4,-,-,Eredivisie
Leeroy Owusu,1.6,1,0.6,0.2,1.7,0.6,0.2,-,Eredivisie
Aliou Balde,0.7,0.3,0.3,-,-,-,-,-,Eredivisie
Michael Zetterer,0.1,0.1,-,-,0.6,0.2,-,-,Eredivisie
Jesse Bosch,1.7,0.9,1.3,-,0.5,0.9,0.1,-,Eredivisie
Zakaria Aboukhlal,0.4,0.1,0.8,-,0.2,0.4,-,1,Eredivisie
Lars Unnerstall,-,-,-,-,-,1,-,-,Eredivisie
Dario Del Fabro,0.6,1.1,0.5,0.3,4.8,0.3,1.1,-,Eredivisie
Adrian Fein,0.2,0.5,0.2,-,0.1,0.5,-,-,Eredivisie
Freek Heerkens,1.9,0.9,0.6,0.1,1.5,0.6,0.3,-,Eredivisie
Ricardo Kishna,0.4,0.4,0.2,-,0.4,0.4,-,-,Eredivisie
Miguel Angel Leal,1,0.5,0.3,0.1,1.3,0.5,0.2,-,Eredivisie
Tim Breukers,1.8,1.4,0.9,-,1,0.6,0.1,-,Eredivisie
Janis Blaswich,-,-,-,-,0.6,-,-,-,Eredivisie
Richard Ledezma,0.3,-,0.3,-,-,-,-,-,Eredivisie
Vicente Besuijen,0.6,0.6,0.6,-,0.2,0.3,0.2,-,Eredivisie
Mario Engels,0.4,0.3,1.3,-,0.1,0.4,-,-,Eredivisie
Reza Ghoochannejhad,0.1,0.1,0.2,-,-,-,-,-,Eredivisie
Michael Verrips,0.1,-,0.1,-,0.7,-,-,-,Eredivisie
Benaissa Benamar,-,0.3,0.7,-,1.3,0.7,0.3,-,Eredivisie
Finn Stokkers,0.5,0.1,0.7,-,0.5,0.3,0.2,-,Eredivisie
Patrick Vroegh,0.9,0.4,0.4,-,0.4,0.6,-,-,Eredivisie
Noah Fadiga,1.2,1.3,0.9,0.1,1.1,1,0.3,1,Eredivisie
Dante Rigo,1.7,1.5,1.1,0.1,1.2,1.4,0.5,-,Eredivisie
Jorrit Smeets,1.7,1.4,0.5,0.1,0.9,1.6,0.1,-,Eredivisie
Christian Kum,1,1.8,0.8,0.1,2.8,0.3,0.6,-,Eredivisie
Sam Lammers,-,-,-,-,-,1,-,-,Eredivisie
Daryl Janmaat,1.3,0.5,0.3,0.3,1.8,0.3,0.8,-,Eredivisie
Abdenasser El Khayati,0.7,-,0.2,-,0.2,0.7,-,-,Eredivisie
Jonas Arweiler,-,-,0.4,-,0.9,0.1,0.1,-,Eredivisie
Teun Bijleveld,1.3,1.1,0.7,-,0.3,0.9,-,-,Eredivisie
Görkem Saglam,1.7,0.3,1.1,-,0.5,0.9,0.2,-,Eredivisie
Michael Brouwer,-,-,-,-,0.7,-,-,-,Eredivisie
Emil Bergström,0.4,0.6,0.3,0.1,2.7,0.2,0.4,-,Eredivisie
Rami Hajal,0.6,0.5,0.3,-,0.1,-,0.1,-,Eredivisie
Jafar Arias,0.3,0.1,0.9,-,0.2,0.2,0.1,-,Eredivisie
Nicolas Olsak,0.6,1.3,1.3,-,0.9,0.9,0.4,-,Eredivisie
Ilay Elmkies,1.2,0.9,0.6,-,0.7,0.3,-,-,Eredivisie
Mohamed Rayhi,1.7,0.3,1.3,-,0.3,1.7,0.3,-,Eredivisie
David Min,0.6,-,0.2,-,0.2,-,-,-,Eredivisie
Kasper Lunding Jakobsen,1,0.2,0.6,-,-,0.6,-,-,Eredivisie
Jeremy Van Mullem,-,2,-,-,-,1,-,-,Eredivisie
Sergiño Dest,0.7,0.3,0.3,-,0.3,0.3,0.3,-,Eredivisie
Kristopher Da Graca,0.9,1.4,0.6,0.6,3.7,0.4,0.6,1,Eredivisie
Youness Mokhtar,0.7,0.4,0.6,-,-,0.7,-,-,Eredivisie
Oliver Batista Meier,0.5,0.1,0.5,-,0.3,0.5,0.1,-,Eredivisie
Danzell Gravenberch,0.3,-,0.4,-,0.1,0.2,-,-,Eredivisie
Jordens Peters,0.8,1.3,1,0.2,2.7,0.3,1,-,Eredivisie
Ole Romeny,0.8,0.2,0.5,-,0.6,0.1,-,-,Eredivisie
Giovanni Troupée,1.3,0.7,0.2,-,0.7,0.2,-,-,Eredivisie
Felix Wiedwald,-,-,0.2,-,0.7,-,-,-,Eredivisie
Halil Dervisoglu,0.6,-,0.4,-,-,0.4,-,-,Eredivisie
Tobias Pachonik,1.1,0.7,0.6,0.2,1.9,0.5,0.2,-,Eredivisie
Torino Hunte,0.9,0.2,0.8,-,0.5,0.3,-,-,Eredivisie
Håkon Evjen,1,0.3,0.2,-,-,1,-,-,Eredivisie
Ahmed Kutucu,0.6,-,0.2,-,0.2,0.3,0.1,-,Eredivisie
David Lennart Philipp,0.9,0.5,0.7,-,0.1,0.7,0.1,-,Eredivisie
Jop van den Avert,0.3,-,0.3,0.7,2.3,-,0.3,-,Eredivisie
Sylla Sow,0.6,0.1,0.8,-,0.1,0.4,-,-,Eredivisie
Robbert de Vos,0.8,-,0.5,-,0.5,0.4,0.2,-,Eredivisie
Róbert Bozeník,0.5,0.1,0.7,-,0.2,0.1,-,-,Eredivisie
Arjan Swinkels,0.8,1.8,0.3,0.3,3.3,0.3,0.4,-,Eredivisie
Lucas Pratto,0.4,0.1,0.1,-,0.4,0.3,-,-,Eredivisie
Casper Staring,0.8,0.8,0.5,0.7,0.8,0.3,0.2,-,Eredivisie
Tristan Dekker,1.5,1.1,0.5,0.1,1.7,1,0.5,-,Eredivisie
Victor van den Bogert,0.6,0.4,0.2,-,0.8,-,-,-,Eredivisie
Moussa Sylla,0.3,0.2,0.3,-,-,0.1,-,-,Eredivisie
Idrissa Touré,0.9,0.5,0.8,0.1,0.4,0.7,-,-,Eredivisie
Morad El Haddouti,1,0.2,0.8,-,0.2,0.7,-,-,Eredivisie
Mats Köhlert,0.6,0.7,0.5,-,0.3,0.7,-,-,Eredivisie
Sylian Mokono,-,1,1.5,-,0.5,-,1,-,Eredivisie
James Efmorfidis,0.6,0.9,0.4,-,-,0.4,-,-,Eredivisie
Roy Gelmi,1.1,1.3,0.7,0.3,3,0.8,0.8,-,Eredivisie
Guus Hupperts,0.6,0.3,0.5,-,0.7,1,-,-,Eredivisie
Jordy Wehrmann,0.4,0.3,0.1,-,0.9,0.3,-,-,Eredivisie
Ravel Morrison,-,-,0.8,-,0.3,0.3,-,-,Eredivisie
Maarten Paes,-,-,-,-,0.1,-,-,-,Eredivisie
Marko Kolar,0.4,0.1,0.5,-,0.1,-,0.1,-,Eredivisie
Juan Familia-Castillo,1.1,0.8,0.3,0.2,1.3,0.5,0.1,-,Eredivisie
Lindon Selahi,1,1.1,0.5,-,0.4,0.7,0.1,-,Eredivisie
Dylan Vente,-,-,-,-,-,-,-,-,Eredivisie
Marouan Azarkan,1,-,-,-,-,-,-,-,Eredivisie
Urby Emanuelson,0.5,0.7,0.1,-,0.2,0.1,-,-,Eredivisie
Sebbe Augustijns,0.4,0.6,1.1,0.1,0.9,0.3,0.3,-,Eredivisie
Rick Zuijderwijk,1.5,0.5,-,-,0.5,0.5,0.5,-,Eredivisie
Paulos Abraham,0.8,-,0.4,-,0.1,0.4,-,-,Eredivisie
Jamal Amofa,2.7,1.7,0.5,0.7,2,1.2,0.8,-,Eredivisie
Adrián Dalmau,0.2,-,0.7,-,0.3,0.3,-,-,Eredivisie
Paul Gladon,0.5,0.3,0.8,-,0.5,0.5,0.3,-,Eredivisie
Lindon Selahi,1,0.8,0.2,-,-,0.6,-,-,Eredivisie
Nathangelo Markelo,1.4,0.8,0.6,0.2,0.3,0.5,0.2,-,Eredivisie
Rav van den Berg,1,1,-,-,4,-,1,-,Eredivisie
Alexei Coselev,0.1,0.1,-,-,1.9,0.1,-,-,Eredivisie
Bobby Adekanye,0.6,0.1,0.7,-,0.4,0.4,-,-,Eredivisie
Desevio Payne,1,-,-,-,2.5,0.5,-,-,Eredivisie
Joël van Kaam,1,0.8,1.5,0.2,0.3,0.3,0.2,-,Eredivisie
Samir Lagsir,-,-,-,-,-,0.5,-,-,Eredivisie
Thomas Buitink,0.1,-,0.3,-,0.1,0.4,-,-,Eredivisie
Thijs van Leeuwen,0.5,0.3,0.5,-,-,0.5,-,-,Eredivisie
Juriën Gaari,0.7,1.3,0.7,0.3,1,0.1,0.1,-,Eredivisie
Daan Huisman,0.6,0.3,0.2,0.1,0.3,0.4,-,-,Eredivisie
Erick Gutiérrez,0.9,0.6,0.6,-,0.4,0.1,-,-,Eredivisie
Stan van Dijck,0.4,0.7,0.3,-,1,-,0.1,-,Eredivisie
Vitalie Damascan,-,0.1,0.5,-,0.3,0.1,-,-,Eredivisie
Daan Rots,0.7,-,0.5,-,-,0.1,-,-,Eredivisie
Lukas Schmitz,1.3,1.3,0.7,-,2.5,1,0.3,-,Eredivisie
Bassala Sambou,-,-,0.7,-,-,-,-,-,Eredivisie
Yahcuroo Roemer,0.9,0.3,0.4,-,0.3,0.4,-,-,Eredivisie
Pascu,0.8,0.6,0.5,-,0.7,0.9,0.1,-,Eredivisie
Remco Balk,0.4,-,0.6,-,-,0.3,-,-,Eredivisie
Michael Chacón,1.2,1.2,1.3,-,1.3,1.1,0.3,-,Eredivisie
Elias Sierra-Cappelleti,0.6,0.2,-,-,-,0.6,-,-,Eredivisie
Lassana Faye,1.4,0.8,0.5,0.1,2.2,0.4,0.5,-,Eredivisie
Reda Kharchouch,0.3,0.2,0.5,-,0.2,0.1,-,-,Eredivisie
Destan Bajselmani,0.8,1.7,1.3,-,1.5,1,0.2,-,Eredivisie
Dimitrios Emmanouilidis,-,0.3,0.3,-,-,-,-,-,Eredivisie
Branislav Ninaj,1.3,1.4,1,0.4,2.9,1,0.3,-,Eredivisie
Ayman Azhil,1,0.3,1.4,-,0.8,1.1,0.1,-,Eredivisie
Keziah Veendorp,0.9,0.6,0.5,0.1,1.4,0.6,0.4,-,Eredivisie
Thierry Lutonda,0.6,0.6,0.2,-,0.8,0.7,0.2,-,Eredivisie
Naoufal Bannis,0.2,-,0.8,-,-,-,-,-,Eredivisie
Clint Essers,0.8,0.3,0.8,-,0.5,1,0.3,-,Eredivisie
Million Manhoef,0.4,0.1,0.5,-,0.4,0.4,-,-,Eredivisie
Victor Jensen,-,-,-,-,-,-,-,-,Eredivisie
Syb van Ottele,2.3,1,0.7,-,1.3,2.3,-,-,Eredivisie
Emanuel Emegha,0.2,0.1,0.8,-,-,-,-,-,Eredivisie
Ismael Saibari,-,-,-,-,-,1,-,-,Eredivisie
Sam Schreck,0.6,0.4,0.5,-,-,0.2,-,-,Eredivisie
Enrico Hernández,1.5,1,0.5,-,0.5,1,-,-,Eredivisie
Kenzo Goudmijn,0.7,-,-,-,-,0.7,-,-,Eredivisie
Jean-Pierre Rhyner,1,0.5,1,1,1.5,0.5,-,-,Eredivisie
Couhaib Driouech,0.8,-,0.4,-,0.6,1.4,-,-,Eredivisie
Simon Janssen,1,0.5,0.6,-,0.9,0.8,0.1,-,Eredivisie
Tomislav Gomelt,0.8,0.6,0.5,-,1.1,1.2,0.3,-,Eredivisie
Aaron Bastiaans,-,1,-,-,-,2,-,-,Eredivisie
Jorn Berkhout,-,-,-,-,1,1,-,-,Eredivisie
Noa Lang,-,-,-,-,-,-,-,-,Eredivisie
Andrei Ratiu,1.8,0.7,0.8,-,0.6,2,-,-,Eredivisie
