Name,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,League
Atila Turan,0.7,1.8,0.8,0.2,1.5,0.7,0.3,-,Super_lig
Saba Lobzhanidze,0.4,0.6,0.4,0.1,0.4,0.5,-,-,Super_lig
Akin Alkan,-,-,-,-,0.8,-,-,-,Super_lig
Tayfur Bingöl,0.8,0.7,0.4,0.2,0.5,0.5,0.2,-,Super_lig
Ozer Ozdemir,1.8,1.3,0.9,-,1.4,0.7,0.1,-,Super_lig
Hasan Huseyin Acar,0.7,0.6,0.7,-,0.2,0.8,0.1,-,Super_lig
Muhammed Kerem Akturkoglu,0.5,0.7,0.2,-,0.1,0.3,-,-,Super_lig
Fabrício Baiano,1.8,0.7,1.7,-,0.4,0.7,-,-,Super_lig
Tolga Cigerci,0.8,1,0.3,-,0.3,0.5,0.5,-,Super_lig
Korcan Celikay,-,-,-,-,0.9,-,-,-,Super_lig
Dorukhan Tokoz,1.5,1,1.2,-,0.4,0.7,0.1,-,Super_lig
Eren Albayrak,1.3,0.9,0.7,0.1,1.4,1,0.2,1,Super_lig
Hasan Hatipoglu,0.7,1.7,0.5,0.3,3.8,0.7,0.6,-,Super_lig
Zlatko Tripic,0.6,0.5,0.5,-,0.4,0.4,-,-,Super_lig
Mikkel Diskerud,1.4,1.2,0.6,-,0.9,0.4,0.1,-,Super_lig
Claudemir,1.1,1,0.6,-,1,0.7,0.1,-,Super_lig
Tiago Lopes,1.4,2.1,1.3,0.3,1.3,0.9,0.2,-,Super_lig
Ramazan Kose,0.2,-,-,-,1.2,0.1,-,-,Super_lig
Ferhat Kaplan,-,-,-,-,0.2,-,-,-,Super_lig
Sidney Sam,0.6,0.5,0.8,-,0.2,0.6,-,-,Super_lig
Bogdan Stancu,0.1,0.1,0.6,-,0.1,0.1,-,-,Super_lig
Bilal Basacikoglu,1,0.7,1,-,1,0.3,-,-,Super_lig
Artem Kravets,0.6,0.1,0.6,-,0.7,0.4,0.1,-,Super_lig
Olarenwaju Kayode,0.5,0.2,0.9,-,0.3,0.2,-,-,Super_lig
Baris Yardimci,1.8,1,1,0.2,0.4,1,0.2,-,Super_lig
Titi,1.2,1,0.7,0.5,1.1,0.3,0.2,-,Super_lig
Zakarya Bergdich,2.3,0.7,1.1,-,1.4,0.6,0.4,-,Super_lig
Ricardo Gomes,0.2,0.2,1.4,-,0.5,0.2,0.1,-,Super_lig
Lukas Podolski,0.2,0.1,0.7,-,0.5,0.2,-,-,Super_lig
Damjan Djokovic,0.9,1,0.4,-,1.2,0.5,0.3,-,Super_lig
Semih Kaya,0.6,1.3,0.5,0.3,3,0.4,0.8,1,Super_lig
Aziz Behich,1.3,1,0.4,0.3,1.5,0.5,0.2,-,Super_lig
Okan Kocuk,-,-,-,-,0.6,-,-,-,Super_lig
Murat Paluli,1.6,1.1,0.7,0.3,1.2,0.4,0.2,-,Super_lig
Mustafa Pektemek,0.6,0.1,0.5,-,0.2,0.3,0.1,-,Super_lig
Robert Piris da Motta,1.9,1.1,1.4,-,1.5,1.7,0.4,-,Super_lig
Oguzhan Ozyakup,0.9,0.3,0.3,-,-,0.3,-,-,Super_lig
Oltan Karakullukcu,0.2,-,0.7,-,0.6,0.1,-,-,Super_lig
Oguz Ceylan,1.5,1.3,0.9,0.3,1.2,1.2,0.1,-,Super_lig
Mattias Johansson,2,1.4,1.3,0.3,1.3,0.9,-,-,Super_lig
Beykan Simsek,0.7,0.5,0.5,-,-,0.2,-,-,Super_lig
Gabriel Obertan,1.4,0.3,0.8,0.1,0.7,0.9,-,-,Super_lig
Marcelo Goiano,2.3,1.8,1,0.3,1.7,1.1,0.1,-,Super_lig
Adil Demirbag,1.7,0.8,0.4,0.2,2.3,0.4,0.4,1,Super_lig
Jonathan Bolingi,0.6,0.5,2,-,1.4,0.6,-,-,Super_lig
Caner Osmanpasa,0.9,1.3,0.8,0.1,2,0.5,0.4,-,Super_lig
Javi Montero,0.6,0.8,0.7,0.3,2.6,0.3,0.5,1,Super_lig
Baris Yardimci,0.8,0.2,0.4,-,1.8,0.4,0.2,-,Super_lig
Carlos Ponck,1,0.8,1,0.5,3.2,0.3,0.7,1,Super_lig
Sefa Yilmaz,0.7,0.7,1.1,-,0.5,0.5,-,-,Super_lig
Alaaddin Okumus,0.8,1.3,0.3,0.3,1,-,-,-,Super_lig
Tomas Brecka,1.2,1.4,0.8,0.6,3.7,0.6,0.8,-,Super_lig
Peter Zulj,0.6,0.5,1.3,0.1,0.3,0.4,-,-,Super_lig
Marafona,-,-,-,-,0.5,-,-,-,Super_lig
Alin Tosca,0.8,1,0.5,0.6,3,0.4,0.3,-,Super_lig
João Pereira,2.1,0.1,1.3,0.4,0.9,1.3,0.1,-,Super_lig
Emiliano Viviano,0.1,-,-,-,0.2,0.1,-,-,Super_lig
Levan Shengelia,0.5,0.3,0.5,-,0.3,0.5,0.1,-,Super_lig
Jean-Claude Billong,1.3,0.7,0.7,0.5,3.1,0.2,0.5,1,Super_lig
Marcel Tisserand,0.9,1.1,0.9,0.3,2,0.1,0.6,-,Super_lig
Jeremain Lens,0.5,0.1,1.2,-,-,0.6,0.1,-,Super_lig
Ibrahim Akdag,1.6,1.1,1.8,-,0.3,1.4,0.2,-,Super_lig
Gilbert Koomson,0.9,0.7,0.7,-,0.2,0.6,-,-,Super_lig
Gokhan Kardes,0.9,1.3,0.8,0.4,3.4,0.3,0.8,-,Super_lig
Cristian Sapunaru,1,1.2,0.4,0.5,3,0.4,0.6,-,Super_lig
Dimitrios Chatziisaias,2,3,-,-,5,1,-,-,Super_lig
Danny Drinkwater,0.8,0.5,0.6,-,-,0.7,0.1,-,Super_lig
Guray Vural,0.7,0.8,0.5,0.2,1.2,0.7,0.1,-,Super_lig
Kevin Varga,0.8,0.7,0.6,-,0.4,0.8,0.1,-,Super_lig
Wilfried Kanga,0.2,0.1,0.9,-,0.8,0.3,-,-,Super_lig
Ilhan Parlak,0.4,0.3,0.7,-,0.4,0.7,-,-,Super_lig
Adam Bareiro,0.4,0.1,1.3,-,0.3,0.3,-,-,Super_lig
Jefferson,1.2,0.5,1,-,0.5,0.5,0.1,-,Super_lig
Ibrahim Sehic,-,-,-,-,0.8,-,-,-,Super_lig
Berkay Özcan,0.6,0.4,0.3,-,0.4,0.3,0.2,-,Super_lig
Omer Ali Sahiner,1,0.6,0.8,-,0.4,0.4,0.1,-,Super_lig
Aaron Lennon,0.9,0.5,0.8,-,0.3,0.8,0.1,-,Super_lig
Yasir Subasi,1.5,0.7,0.8,0.4,1.8,0.3,0.2,-,Super_lig
Vegar Eggen Hedenstad,1.1,0.8,0.9,0.1,1,0.8,0.1,-,Super_lig
Adis Jahovic,0.5,0.3,1.2,-,0.7,0.1,0.1,-,Super_lig
David Pavelka,1,0.5,1,-,2,0.5,-,-,Super_lig
Tarkan Serbest,0.9,0.9,0.8,0.5,2.7,0.8,0.5,-,Super_lig
Abdullah Durak,1.5,0.9,0.9,-,0.6,1.7,0.1,-,Super_lig
Léo Duarte,0.6,1.1,0.7,0.5,2.5,0.2,0.4,-,Super_lig
Erik Sabo,0.6,0.6,0.9,-,0.3,0.3,0.1,-,Super_lig
Alexandru Epureanu,1,1,0.7,0.2,2.4,0.6,0.5,-,Super_lig
Kubilay Aktas,1.1,1.4,1.1,0.2,0.9,0.9,0.4,-,Super_lig
Floyd Ayité,0.5,0.8,1.1,-,0.1,0.5,-,-,Super_lig
Tarik Cetin,-,-,-,-,0.6,-,-,-,Super_lig
Dario Melnjak,1.1,1.6,0.6,0.2,2.1,0.6,0.4,-,Super_lig
Murat Ucar,1.2,1.5,1.3,0.2,1.6,0.4,0.1,-,Super_lig
Joseph Attamah,1.1,1.3,0.6,0.1,1.7,0.7,0.4,-,Super_lig
Elbasan Rashani,1.2,0.4,1.1,-,0.2,0.8,-,-,Super_lig
Volkan Babacan,-,0.1,-,-,0.5,-,-,-,Super_lig
Giuliano,0.7,0.3,0.3,-,0.1,0.7,-,-,Super_lig
Manuel Fernandes,0.5,0.5,0.3,-,-,0.3,0.1,-,Super_lig
Costel Pantilimon,-,0.1,-,-,0.3,-,-,-,Super_lig
Enver Cenk Sahin,0.5,0.2,0.3,-,-,0.3,-,-,Super_lig
Arturo Mina,0.8,1.3,1.1,0.3,3.3,0.4,0.2,-,Super_lig
Kenan Özer,0.5,0.2,1.3,-,0.1,0.6,-,-,Super_lig
Derrick Luckassen,0.7,1,1.2,0.6,3.6,0.2,1.1,-,Super_lig
Petrus Boumal,1.1,1,1.3,-,0.8,0.6,0.2,-,Super_lig
Daniel Lukasik,1.4,0.6,0.7,-,0.7,0.7,0.3,-,Super_lig
Fredrik Gulbrandsen,0.2,0.4,1,-,0.2,0.3,-,-,Super_lig
Murat Akça,1.8,1,0.8,0.3,1.5,-,0.3,-,Super_lig
Alparslan Erdem,0.9,1.6,0.1,0.1,0.3,0.4,0.2,-,Super_lig
Mohammed Kesselly Kamara,0.6,0.4,0.8,-,0.2,0.2,0.1,1,Super_lig
Anthony Uzodimma,1,-,-,-,0.5,0.5,0.5,-,Super_lig
Anton Maglica,0.4,-,1.9,-,0.3,0.3,-,-,Super_lig
Isaac Sackey,1.5,1.1,0.9,-,0.9,0.6,0.1,-,Super_lig
Dominik Furman,0.8,0.3,1.8,-,0.2,0.7,0.1,-,Super_lig
Evren Eren Elmali,1.5,0.8,0.3,0.3,1.8,-,1,-,Super_lig
Rafael,1.4,1,1.9,-,0.8,0.8,0.2,-,Super_lig
Jesse Sekidika,0.3,0.3,-,-,-,-,-,-,Super_lig
Youssouf Ndayishimiye,0.9,0.1,0.4,-,1.2,0.4,0.4,-,Super_lig
Ziya Erdal,1.3,0.8,0.5,-,0.8,0.6,0.2,-,Super_lig
Flávio,1.3,0.7,0.8,-,0.5,1.2,0.1,-,Super_lig
Anderson Esiti,1.4,0.6,1,-,0.6,0.7,0.1,-,Super_lig
Júnior Caiçara,0.9,1.1,1.1,0.1,0.6,1,-,-,Super_lig
Paolo Hurtado,0.7,0.2,0.5,-,-,0.2,-,-,Super_lig
Papiss Demba Cissé,0.3,0.1,0.6,-,0.2,0.2,-,-,Super_lig
Konrad Michalak,0.9,0.5,0.4,-,0.3,0.7,-,-,Super_lig
Seyed Majid Hosseini,0.9,0.7,0.2,0.1,1.6,0.1,0.3,-,Super_lig
Michal Pazdan,1.3,1.3,1.1,0.2,2.3,0.5,0.5,-,Super_lig
Amar Rahmanovic,0.3,0.4,1.3,-,0.3,0.6,0.1,-,Super_lig
Gökdeniz Bayrakdar,0.8,0.3,1.3,-,0.3,0.8,0.1,-,Super_lig
Tunay Torun,0.5,0.4,1,-,0.2,0.4,-,-,Super_lig
Marvin Bakalorz,1.4,1,1.7,-,1,1.4,0.2,-,Super_lig
Johanna Omolo,1.4,0.9,2.3,-,0.6,0.8,-,-,Super_lig
Junior Fernandes,0.8,0.3,0.3,-,0.4,0.6,-,-,Super_lig
Gökhan Töre,0.4,0.1,0.7,-,0.1,0.6,-,-,Super_lig
Radoslaw Murawski,2.1,1.7,1.9,-,0.9,1.7,0.3,-,Super_lig
Ahmet Gulay,1,0.3,0.8,0.3,0.8,-,0.3,-,Super_lig
Ersin Destanoglu,-,-,0.1,-,0.7,0.1,-,-,Super_lig
Damian Kadzior,0.5,0.1,0.5,-,0.1,0.4,-,-,Super_lig
Koray Altinay,1.1,1,0.9,0.1,1.2,1.3,0.1,-,Super_lig
Emre Güral,0.2,0.1,0.4,-,0.3,0.3,-,-,Super_lig
Filip Novák,0.4,0.9,0.2,0.1,0.6,0.3,0.1,-,Super_lig
Isaac Cofie,1.2,0.9,0.9,-,1.1,0.8,0.1,-,Super_lig
Cenk Gönen,-,0.1,0.1,0.1,0.8,0.1,-,-,Super_lig
Mehmet Erdem Ugurlu,-,-,-,-,-,-,-,-,Super_lig
Dogukan Sinik,0.7,0.8,1.2,-,0.3,1,0.1,-,Super_lig
Kaan Kanak,1,1.2,0.6,0.3,0.8,0.5,0.2,-,Super_lig
Rahman Bugra Cagiran,0.8,0.4,0.1,-,0.2,0.4,0.1,-,Super_lig
Demba Ba,0.2,0.1,0.7,-,0.3,0.2,-,-,Super_lig
Kerim Alici,1.4,1.6,1,0.2,1.4,0.8,0.2,-,Super_lig
Oguzhan Capar,0.7,1.3,-,0.7,3,-,1,1,Super_lig
Soner Dikmen,1.6,1.4,1.1,0.1,1.3,1.3,0.3,-,Super_lig
Ertugrul Ersoy,0.7,0.7,1.2,1,1.5,0.2,0.3,-,Super_lig
Osman Celik,1,1.6,0.7,0.1,1,0.6,0.2,1,Super_lig
Erkan Kas,0.7,0.3,0.7,0.3,1,0.7,0.7,-,Super_lig
Selim Ilgaz,0.7,0.3,0.3,-,0.3,0.5,-,-,Super_lig
Efkan Bekiroglu,0.6,0.1,0.3,-,-,0.5,-,-,Super_lig
Ilhan Parlak,-,-,-,-,-,3,-,-,Super_lig
Musa Cagiran,0.9,0.3,0.6,-,0.1,0.8,0.1,-,Super_lig
Benik Afobe,0.3,0.1,1,-,0.4,0.2,-,-,Super_lig
Mahmut Tekdemir,0.7,0.9,0.6,-,0.9,0.6,0.1,-,Super_lig
Hasan Ali Kaldirim,0.9,1,0.4,0.2,1.2,0.2,0.1,-,Super_lig
Fabien Farnolle,-,-,-,-,1.1,0.1,-,-,Super_lig
Onur Bulut,1.4,0.8,0.8,0.1,0.7,1,0.1,-,Super_lig
Mitchell Donald,0.6,1,0.7,0.1,1.1,0.6,0.1,-,Super_lig
Mirza Cihan,0.3,-,-,-,0.3,0.8,-,-,Super_lig
Rashid,1.1,1,1.2,0.1,0.6,0.6,0.1,-,Super_lig
Ersan Gülüm,1.1,1.1,0.6,0.2,1.9,0.4,0.1,-,Super_lig
Mete Demir,1,0.3,0.5,-,-,0.5,-,-,Super_lig
Stephen Mallan,0.2,0.4,0.5,-,0.3,0.9,0.1,-,Super_lig
Kamil Ahmet Çörekçi,1.2,0.5,0.6,0.2,0.9,0.5,0.2,-,Super_lig
Ugur Uçar,0.8,0.6,0.7,0.2,0.7,0.4,-,-,Super_lig
Pierre-Yves Polomat,1.3,1.2,1.4,0.2,1.5,0.3,0.4,1,Super_lig
Cemali Sertel,1,1,0.4,-,1.1,0.5,0.1,-,Super_lig
Enzo Crivelli,0.3,0.2,1,-,0.3,0.2,-,-,Super_lig
Hasan Ayaroglu,1.2,0.5,0.7,-,0.5,0.4,0.1,-,Super_lig
Denis Alibec,0.2,0.3,0.5,-,0.2,0.3,-,-,Super_lig
Yunus Malli,0.8,0.2,0.4,-,0.2,0.2,-,-,Super_lig
Alexander Søderlund,0.1,-,1.1,-,0.4,0.1,-,-,Super_lig
Besard Sabovic,0.5,0.2,1.3,-,-,0.4,0.2,-,Super_lig
Sinan Gümüs,0.3,0.2,0.6,-,0.1,0.3,0.1,-,Super_lig
Zargo Toure,0.8,1.7,0.2,0.3,2.8,0.4,0.4,-,Super_lig
Sakib Aytac,0.9,1.1,0.4,0.4,1.4,0.8,0.1,-,Super_lig
Amedej Vetrih,1,-,1,-,-,0.5,-,-,Super_lig
Giovanni Sio,0.2,0.3,0.8,-,-,0.3,-,-,Super_lig
Rahmetullah Berisbek,0.9,0.8,0.3,-,0.3,0.6,0.1,-,Super_lig
Abdulkadir Sunger,0.1,-,-,-,1,-,-,-,Super_lig
Márcio Mossoró,0.7,0.4,1.4,-,0.1,0.2,-,-,Super_lig
Ramazan Civelek,0.7,0.7,0.2,0.1,1,0.7,-,-,Super_lig
Ceyhun Gülselam,0.7,0.4,1.1,-,0.3,0.3,0.1,-,Super_lig
Paul Mukairu,0.7,-,1.7,-,0.3,0.3,-,-,Super_lig
Mustafa Akbas,0.5,0.5,0.2,0.3,2,-,0.3,-,Super_lig
Ricardo Friedrich,-,-,-,-,0.7,0.1,-,-,Super_lig
Geraldo,0.4,0.1,1.1,-,0.1,0.7,-,-,Super_lig
Alper Uludag,0.3,0.4,0.6,-,1.3,-,0.1,-,Super_lig
Mehmet Goktug Bakirbas,-,-,-,-,0.7,-,-,-,Super_lig
Mamadou Samassa,0.1,0.1,0.1,-,1,0.1,-,-,Super_lig
Dogan Erdogan,1.1,0.4,0.9,-,0.5,1,-,-,Super_lig
Fede Varela,0.6,0.1,0.4,-,-,0.4,-,-,Super_lig
Yusuf Sari,0.7,0.1,0.3,-,0.1,0.6,-,-,Super_lig
Guven Yalcin,0.1,0.1,0.5,-,-,0.4,-,-,Super_lig
Bulent Cevahir,0.6,0.8,0.2,0.3,1,0.7,0.3,-,Super_lig
Burak Camoglu,1.2,0.6,0.5,0.2,0.6,0.2,0.2,-,Super_lig
Dever Orgill,0.5,0.3,1.4,-,0.5,0.2,0.2,1,Super_lig
André Sousa,0.9,0.8,0.9,-,0.6,0.6,0.1,-,Super_lig
Ferdi Kadioglu,0.5,0.2,0.6,-,0.2,0.2,-,-,Super_lig
Muris Mesanovic,0.4,0.2,1.4,-,0.2,0.3,-,-,Super_lig
Ibrahim Sissoko,0.3,-,0.5,-,-,0.2,-,-,Super_lig
Veton Tusha,0.5,0.2,0.5,-,-,0.4,-,-,Super_lig
Yannis Salibur,0.6,0.2,0.7,-,0.1,0.4,-,-,Super_lig
Umut Günes,0.9,0.4,0.8,-,0.1,0.4,0.1,-,Super_lig
Ali Eren Iyican,0.8,1.3,0.9,0.3,1.3,0.6,0.1,-,Super_lig
Mert Yilmaz,1.6,0.6,0.5,-,0.7,1,0.1,-,Super_lig
Yaw Ackah,0.8,0.7,1.4,-,0.6,0.8,0.2,-,Super_lig
Umut Bulut,0.4,-,0.4,-,0.7,0.6,-,-,Super_lig
Farouk Miya,0.6,0.5,0.8,-,0.1,0.8,0.1,-,Super_lig
Alan Carius,0.5,0.3,1.3,0.1,0.1,1,-,-,Super_lig
Ismaël Diomandé,0.9,0.6,1.3,-,0.2,0.3,0.1,-,Super_lig
Ahmed Ildiz,0.8,0.7,0.7,0.1,0.5,0.8,0.1,-,Super_lig
Halil Pehlivan,0.9,0.7,0.4,0.5,1.7,0.3,0.3,-,Super_lig
Omurcan Artan,0.9,1.4,0.7,-,1.5,0.6,0.5,-,Super_lig
Murat Yildirim,0.8,0.5,0.8,-,0.2,0.5,0.1,-,Super_lig
Jody Lukoki,0.8,-,1.1,-,-,0.4,-,-,Super_lig
Gorkem Can,1.7,2.3,0.7,-,0.3,-,0.3,-,Super_lig
Murat Sarigül,-,0.3,1,-,0.7,1.3,0.7,-,Super_lig
Fernando,0.9,0.2,1.1,-,-,1,-,-,Super_lig
Jorge Félix,0.7,0.1,0.4,-,0.2,0.3,0.1,-,Super_lig
Jimmy Durmaz,-,-,-,-,-,-,-,-,Super_lig
Kartal Kayra Yilmaz,-,-,-,-,1,-,-,-,Super_lig
Mirkan Aydin,0.4,-,0.3,-,-,-,-,-,Super_lig
Hasan Ayaroglu,-,-,-,-,-,-,-,-,Super_lig
Zakarya Bergdich,0.8,1.1,1.2,0.1,2.1,0.6,0.2,-,Super_lig
Omar Imeri,1,1,0.5,0.1,0.1,0.8,-,-,Super_lig
Bogdan Butko,0.9,1.6,0.7,0.1,1.6,0.6,0.2,-,Super_lig
Dusan Jovancic,0.3,0.3,0.5,-,0.3,-,-,-,Super_lig
Kemal Ademi,0.3,-,0.9,-,0.7,-,-,-,Super_lig
Kerim Frei,0.3,0.4,0.1,-,-,0.9,-,-,Super_lig
Harun Tekin,0.1,-,0.3,-,1,-,-,-,Super_lig
Brown Ideye,0.3,-,1,-,0.2,0.1,0.1,-,Super_lig
Erdon Daci,0.4,0.2,1,-,0.4,0.2,0.1,-,Super_lig
Guilherme,0.5,0.5,-,-,0.5,-,-,-,Super_lig
Hadi Sacko,0.3,0.4,1.4,0.1,0.3,0.3,0.1,-,Super_lig
Batuhan Kirdaroglu,-,-,-,-,-,1,-,-,Super_lig
Deniz Türüç,0.3,-,-,-,-,0.3,-,-,Super_lig
Jeremain Lens,-,-,1,-,1,-,-,-,Super_lig
André,0.4,0.2,0.4,-,0.2,0.2,-,-,Super_lig
Ismail Yüksek,1,1,-,-,-,2,-,-,Super_lig
Rashad Muhammed,0.4,0.2,1.7,-,0.2,0.8,-,-,Super_lig
Ahmet Oguz,0.5,0.7,0.3,0.2,0.3,0.2,-,-,Super_lig
Olcay Sahan,0.8,0.3,0.6,-,0.1,0.4,-,-,Super_lig
Oguz Guctekin,1.2,0.8,0.3,-,0.4,1.1,0.1,-,Super_lig
Assane Dioussé,0.7,0.6,0.8,-,0.5,0.8,-,-,Super_lig
Emirhan Kascioglu,1,1.7,0.3,-,1.7,0.7,-,-,Super_lig
Mevlüt Erdinç,0.3,0.1,0.4,-,0.1,0.1,-,-,Super_lig
Idriz Voca,1,0.7,0.9,0.1,0.5,0.8,0.1,-,Super_lig
Furkan Soyalp,0.8,0.3,0.5,-,0.1,0.4,-,-,Super_lig
Yasin Öztekin,0.5,0.1,0.5,-,-,0.3,-,-,Super_lig
Berat Kalkan,-,-,1,-,-,-,-,-,Super_lig
Hasan Yesilyurt,1.3,0.7,0.7,-,-,-,-,-,Super_lig
Valentine Ozornwafor,-,-,-,-,-,-,-,-,Super_lig
Feyzi Yildirim,1.2,0.7,0.5,-,0.7,0.7,-,-,Super_lig
Ali Yavuz Kol,0.9,0.5,1.4,0.1,0.1,0.5,-,-,Super_lig
Zvonimir Kozulj,0.3,0.3,0.7,-,0.3,0.1,0.2,-,Super_lig
Gökhan Karadeniz,0.8,0.2,1.4,-,0.1,0.4,0.1,-,Super_lig
Yasin Pehlivan,0.5,0.5,1,-,0.6,0.5,0.1,-,Super_lig
Kemal Ademi,0.2,0.2,1.3,0.3,0.8,0.2,-,-,Super_lig
Casimir Ninga,0.6,0.3,1,-,0.1,0.2,-,-,Super_lig
Azubuike Okechukwu,0.7,0.7,0.9,0.1,0.2,0.8,0.3,-,Super_lig
Berk Yildiz,0.5,-,0.5,-,-,1,-,-,Super_lig
Emre Colak,0.6,-,0.6,-,-,0.2,-,-,Super_lig
Muhammed Egemen Pehlivan,0.8,0.1,0.5,-,0.1,0.3,0.1,-,Super_lig
Ahmed Yasin,0.3,0.7,1.3,-,0.3,0.6,0.1,-,Super_lig
Ravil Tagir,0.1,0.4,-,-,1.6,0.1,0.1,-,Super_lig
Bora Kadioglu,-,-,-,1,1,-,-,-,Super_lig
Eric Ndizeye,-,-,-,-,1.5,-,-,-,Super_lig
Omer Uzun,-,-,0.5,-,0.5,-,-,-,Super_lig
Muhammet Özkal,1,0.9,0.4,0.5,2.2,0.6,0.6,2,Super_lig
Mustafa Çeçenoglu,0.3,0.7,0.3,-,-,0.3,-,-,Super_lig
Samuel Emem Eduok,0.3,-,1.3,-,-,-,-,-,Super_lig
Fousseni Diabaté,0.3,0.3,0.2,-,0.3,0.5,-,-,Super_lig
Hüseyin Altintas,-,-,-,-,2.3,0.3,-,-,Super_lig
Serdar Gurler,0.1,0.2,0.3,0.1,0.1,-,-,-,Super_lig
Muhammed Mert,0.4,0.4,0.4,-,0.1,0.3,-,-,Super_lig
Dogucan Haspolat,0.6,1,0.7,-,0.4,0.6,0.1,-,Super_lig
Hasan Huseyin Acar,-,-,0.3,-,-,0.8,-,-,Super_lig
Stefano Napoleoni,0.3,0.2,0.2,-,-,0.3,-,-,Super_lig
Kemal Rüzgar,-,-,0.3,-,0.3,-,-,-,Super_lig
Emin Bayram,1,-,-,-,0.5,0.5,-,-,Super_lig
Matthieu Dossevi,0.4,0.1,0.5,-,0.1,0.1,-,-,Super_lig
Dzenan Burekovic,1,1,0.8,0.3,0.6,0.5,0.1,-,Super_lig
Bilal Basacikoglu,0.3,0.1,0.6,-,0.1,0.3,-,-,Super_lig
Hélder Barbosa,0.3,0.2,0.7,-,-,0.4,-,-,Super_lig
Abdurrahman Canli,0.3,0.3,0.4,-,0.4,-,-,-,Super_lig
Ali Kaan Guneren,3.5,-,1,-,1,1.3,0.3,-,Super_lig
Nadir Ciftci,-,-,-,-,-,1,-,-,Super_lig
Lucas Mugni,0.6,0.4,0.5,-,0.2,0.7,-,-,Super_lig
Anil Koç,0.2,0.3,0.6,-,0.1,0.2,-,-,Super_lig
Serhat Ahmetoglu,0.8,1,1.3,0.1,1,1.6,-,-,Super_lig
Jetmir Topalli,0.2,0.2,0.7,-,0.2,0.2,-,-,Super_lig
Orkan Cinar,0.3,0.2,0.3,-,0.1,0.3,-,-,Super_lig
Kubilay Sönmez,0.8,0.2,0.4,-,0.3,0.7,0.1,-,Super_lig
Vato Arveladze,0.6,0.2,0.8,-,0.2,0.4,-,-,Super_lig
Burak Süleyman,0.2,-,-,-,0.2,-,-,-,Super_lig
Emre Demir,0.4,0.1,0.7,-,0.2,0.4,-,-,Super_lig
Özgür Cek,0.4,0.3,0.1,-,0.3,0.1,0.1,-,Super_lig
Ilker Karakas,0.4,0.2,0.5,0.1,0.2,0.4,-,-,Super_lig
Mucahit Albayrak,1.4,0.4,0.4,0.1,0.7,0.7,-,-,Super_lig
Omer Faruk Beyaz,-,1,1,-,1,-,-,-,Super_lig
Fernando Zuqui,0.5,0.2,0.2,-,0.1,0.3,-,-,Super_lig
Arouna Koné,0.1,-,0.1,-,0.2,-,-,-,Super_lig
Ender Aygören,-,-,1.3,-,-,0.3,-,-,Super_lig
Dogan Can Golpek,0.3,0.3,0.3,-,-,0.3,-,-,Super_lig
Sahverdi Cetin,0.7,0.5,0.6,-,0.1,0.6,-,-,Super_lig
Melih Okutan,0.2,-,0.5,-,0.2,0.2,-,-,Super_lig
Mostapha El Kabir,0.1,0.1,0.9,-,0.2,0.1,0.1,-,Super_lig
Ismail Guven,-,-,0.5,-,-,0.5,-,-,Super_lig
Mithat Pala,0.2,0.2,-,-,-,0.2,-,-,Super_lig
Yavuz Aygun,-,-,-,-,-,-,-,-,Super_lig
Zeki Yildirim,-,0.4,-,-,-,0.6,-,-,Super_lig
Kevin Luckassen,0.5,0.1,1.1,-,0.1,-,0.1,-,Super_lig
Yasin Dulger,0.4,-,0.2,-,0.1,0.1,-,-,Super_lig
Harrison Manzala,-,0.5,0.5,-,-,1,-,-,Super_lig
Muhammed Emin Sarikaya,0.5,1.8,1,-,0.5,0.3,-,-,Super_lig
Luka Adzic,0.2,0.5,1.2,-,-,0.5,-,-,Super_lig
Youssouf Kone,0.2,0.5,0.3,-,-,-,0.2,-,Super_lig
Ilhan Depe,0.5,0.3,0.5,0.3,0.3,0.5,-,-,Super_lig
Mustafa Hüseyin Seyhan,0.4,0.3,0.1,-,0.1,0.4,-,-,Super_lig
Aly Mallé,0.1,0.1,0.3,-,-,-,-,-,Super_lig
Safa Kinali,0.4,0.2,0.3,-,-,0.3,-,-,Super_lig
Ahmet Canbaz,-,-,-,-,-,0.3,-,-,Super_lig
Ali Yavuz Kol,-,0.3,0.3,-,-,-,-,-,Super_lig
Ufuk Akyol,0.6,0.2,0.9,-,0.6,0.7,0.2,-,Super_lig
Furkan Kulekci,-,-,-,-,0.5,-,-,-,Super_lig
Soner Örnek,-,-,0.3,-,0.3,-,0.3,-,Super_lig
Ahmet Karademir,0.5,-,0.5,-,-,-,-,-,Super_lig
Srdan Spiridonovic,0.3,0.3,0.5,-,-,0.2,-,-,Super_lig
Abdul-Aziz Tetteh,-,-,-,-,-,-,-,-,Super_lig
Nurettin Korkmaz,0.4,0.2,0.4,-,0.1,0.3,-,-,Super_lig
Joseph Akomadi,-,-,-,-,-,0.5,-,-,Super_lig
Mucahit Can Akcay,-,-,-,-,-,-,-,-,Super_lig
Kerem Atakan Kesgin,-,0.7,0.7,-,-,1,-,-,Super_lig
Kubilay Aktas,1,0.4,0.4,1.4,2.2,-,0.6,-,Super_lig
Mehmet Umut Nayir,-,-,-,-,-,-,-,-,Super_lig
Brahim Darri,0.3,0.5,0.5,-,-,0.3,-,-,Super_lig
Thuram,-,-,-,-,-,-,-,-,Super_lig
